PersonKey,A_RecordKey,B_RecordKey
65,A-000000103,
66,A-000000104,B-000000053
66,A-000000105,B-000000053
67,,B-000000054
68,,B-000000055
69,A-000000106,B-000000056
69,A-000000107,B-000000056
70,A-000000108,B-000000057
70,A-000000109,B-000000057
71,A-000000110,B-000000058
71,A-000000111,B-000000058
72,,B-000000059
73,A-000000112,B-000000060
73,A-000000113,B-000000060
74,A-000000114,B-000000061
74,A-000000115,B-000000061
75,A-000000116,B-000000062
75,A-000000117,B-000000062
76,,B-000000063
77,,B-000000064
78,,B-000000065
79,,B-000000066
79,,B-000000067
80,A-000000118,B-000000068
80,A-000000119,B-000000068
81,A-000000120,B-000000069
81,A-000000121,B-000000069
82,A-000000122,
83,A-000000123,B-000000070
83,A-000000124,B-000000070
84,A-000000125,
85,A-000000126,B-000000071
85,A-000000127,B-000000071
86,A-000000128,B-000000072
86,A-000000129,B-000000072
87,A-000000130,B-000000073
87,A-000000131,B-000000073
88,A-000000132,B-000000074
88,A-000000133,B-000000074
89,A-000000134,B-000000075
89,A-000000135,B-000000075
90,A-000000136,B-000000076
90,A-000000137,B-000000076
91,A-000000138,B-000000077
91,A-000000139,B-000000077
92,A-000000140,B-000000078
92,A-000000141,B-000000078
93,A-000000142,
94,A-000000143,B-000000079
94,A-000000144,B-000000079
95,,B-000000080
96,A-000000145,B-000000081
96,A-000000146,B-000000081
97,A-000000147,
98,A-000000148,B-000000082
98,A-000000149,B-000000082
99,A-000000150,B-000000083
99,A-000000151,B-000000083
100,A-000000152,
101,A-000000153,
102,A-000000154,B-000000084
102,A-000000155,B-000000084
103,A-000000156,B-000000085
103,A-000000157,B-000000085
104,A-000000158,B-000000086
104,A-000000159,B-000000086
105,A-000000160,
106,A-000000161,B-000000087
106,A-000000162,B-000000087
107,A-000000163,B-000000088
107,A-000000164,B-000000088
108,,B-000000089
109,A-000000165,B-000000090
109,A-000000166,B-000000090
110,A-000000167,B-000000091
110,A-000000168,B-000000091
111,A-000000169,B-000000092
111,A-000000170,B-000000092
112,A-000000171,B-000000093
112,A-000000172,B-000000093
113,A-000000173,B-000000094
113,A-000000174,B-000000094
114,A-000000175,B-000000095
114,A-000000176,B-000000095
115,A-000000177,B-000000096
115,A-000000178,B-000000096
116,A-000000179,B-000000097
116,A-000000180,B-000000097
117,A-000000181,B-000000098
117,A-000000182,B-000000098
118,A-000000183,B-000000099
118,A-000000184,B-000000099
119,,B-000000100
120,A-000000185,B-000000101
120,A-000000186,B-000000101
121,A-000000187,B-000000102
121,A-000000188,B-000000102
122,A-000000189,B-000000103
122,A-000000190,B-000000103
123,A-000000191,B-000000104
123,A-000000192,B-000000104
124,A-000000193,B-000000105
124,A-000000194,B-000000105
125,A-000000195,
126,A-000000196,B-000000106
126,A-000000197,B-000000106
127,A-000000198,B-000000107
127,A-000000199,B-000000107
128,A-000000200,B-000000108
128,A-000000201,B-000000108
129,A-000000202,B-000000109
129,A-000000203,B-000000109
130,A-000000204,B-000000110
130,A-000000205,B-000000110
131,,B-000000111
132,A-000000206,B-000000112
132,A-000000207,B-000000112
133,A-000000208,B-000000113
133,A-000000209,B-000000113
134,,B-000000114
135,A-000000210,B-000000115
135,A-000000211,B-000000115
136,A-000000212,B-000000116
136,A-000000213,B-000000116
137,A-000000214,B-000000117
137,A-000000215,B-000000117
138,,B-000000118
139,A-000000216,B-000000119
139,A-000000217,B-000000119
140,A-000000218,B-000000120
140,A-000000219,B-000000120
141,A-000000220,B-000000121
141,A-000000221,B-000000121
142,A-000000222,B-000000122
142,A-000000223,B-000000122
143,A-000000224,B-000000123
143,A-000000225,B-000000123
144,,B-000000124
145,A-000000226,B-000000125
145,A-000000227,B-000000125
146,A-000000228,B-000000126
146,A-000000229,B-000000126
147,A-000000230,B-000000127
147,A-000000231,B-000000127
148,A-000000232,B-000000128
148,A-000000233,B-000000128
149,A-000000234,B-000000129
149,A-000000235,B-000000129
150,,B-000000130
151,A-000000236,B-000000131
151,A-000000237,B-000000131
152,A-000000238,B-000000132
152,A-000000239,B-000000132
153,A-000000240,B-000000133
153,A-000000241,B-000000133
154,A-000000242,B-000000134
154,A-000000243,B-000000134
155,A-000000244,B-000000135
155,A-000000245,B-000000135
156,A-000000246,B-000000136
156,A-000000247,B-000000136
157,A-000000248,B-000000137
157,A-000000249,B-000000137
158,A-000000250,B-000000138
158,A-000000251,B-000000138
159,A-000000252,B-000000139
159,A-000000253,B-000000139
160,A-000000254,B-000000140
160,A-000000255,B-000000140
161,,B-000000141
162,A-000000256,
163,A-000000257,
164,A-000000258,
165,A-000000259,B-000000142
165,A-000000260,B-000000142
166,A-000000261,B-000000143
166,A-000000262,B-000000143
167,A-000000263,B-000000144
167,A-000000264,B-000000144
168,A-000000265,B-000000145
168,A-000000266,B-000000145
169,A-000000267,B-000000146
169,A-000000268,B-000000146
170,A-000000269,
171,A-000000270,B-000000147
171,A-000000271,B-000000147
172,A-000000272,
173,A-000000273,B-000000148
173,A-000000274,B-000000148
174,A-000000275,B-000000149
174,A-000000276,B-000000149
175,A-000000277,B-000000150
175,A-000000278,B-000000150
176,A-000000279,
177,A-000000280,B-000000151
177,A-000000281,B-000000151
178,A-000000282,B-000000152
178,A-000000283,B-000000152
179,A-000000284,B-000000153
179,A-000000285,B-000000153
180,A-000000286,B-000000154
180,A-000000287,B-000000154
181,A-000000288,B-000000155
181,A-000000289,B-000000155
182,A-000000290,
183,,B-000000156
184,A-000000291,B-000000157
184,A-000000292,B-000000157
185,A-000000293,B-000000158
185,A-000000294,B-000000158
186,A-000000295,B-000000159
186,A-000000296,B-000000159
187,,B-000000161
187,A-000000297,B-000000160
187,A-000000298,B-000000160
188,A-000000299,B-000000162
188,A-000000300,B-000000162
189,A-000000301,B-000000163
189,A-000000302,B-000000163
190,,B-000000164
191,A-000000303,B-000000165
191,A-000000304,B-000000165
192,A-000000305,B-000000166
192,A-000000306,B-000000166
193,A-000000307,B-000000167
193,A-000000308,B-000000167
194,A-000000309,
195,A-000000310,B-000000168
195,A-000000311,B-000000168
196,A-000000312,B-000000169
196,A-000000313,B-000000169
197,A-000000314,B-000000170
197,A-000000315,B-000000170
198,A-000000316,B-000000171
198,A-000000317,B-000000171
199,A-000000318,B-000000172
199,A-000000319,B-000000172
200,A-000000320,B-000000173
200,A-000000321,B-000000173
201,A-000000322,
202,A-000000323,B-000000174
202,A-000000324,B-000000174
203,A-000000325,B-000000175
203,A-000000326,B-000000175
204,A-000000327,
205,A-000000328,B-000000176
205,A-000000329,B-000000176
206,A-000000330,B-000000177
206,A-000000331,B-000000177
207,A-000000332,B-000000178
207,A-000000333,B-000000178
208,A-000000334,B-000000179
208,A-000000335,B-000000179
209,A-000000336,B-000000180
209,A-000000337,B-000000180
210,A-000000338,B-000000181
210,A-000000339,B-000000181
211,A-000000340,B-000000182
211,A-000000341,B-000000182
212,,B-000000183
213,,B-000000184
214,A-000000342,
215,A-000000343,B-000000185
215,A-000000344,B-000000185
216,A-000000345,B-000000186
216,A-000000346,B-000000186
217,A-000000347,
218,A-000000348,B-000000187
218,A-000000349,B-000000187
219,A-000000350,B-000000188
219,A-000000351,B-000000188
220,A-000000352,B-000000189
220,A-000000353,B-000000189
221,A-000000354,B-000000190
221,A-000000355,B-000000190
222,A-000000356,B-000000191
222,A-000000357,B-000000191
223,A-000000358,
224,A-000000359,
225,A-000000360,B-000000192
225,A-000000361,B-000000192
226,A-000000362,B-000000193
226,A-000000363,B-000000193
227,A-000000364,B-000000194
227,A-000000365,B-000000194
228,,B-000000195
229,A-000000366,B-000000196
229,A-000000367,B-000000196
230,A-000000368,B-000000197
230,A-000000369,B-000000197
231,,B-000000199
231,A-000000370,B-000000198
231,A-000000371,B-000000198
232,A-000000372,B-000000200
232,A-000000373,B-000000200
233,A-000000374,B-000000201
233,A-000000375,B-000000201
234,A-000000376,B-000000202
234,A-000000377,B-000000202
235,,B-000000203
236,A-000000378,B-000000204
236,A-000000379,B-000000204
237,,B-000000205
238,A-000000380,B-000000206
238,A-000000381,B-000000206
239,A-000000382,B-000000207
239,A-000000383,B-000000207
240,A-000000384,B-000000208
240,A-000000385,B-000000208
241,A-000000386,
242,A-000000387,B-000000209
242,A-000000388,B-000000209
243,A-000000389,B-000000210
243,A-000000390,B-000000210
244,A-000000391,B-000000211
244,A-000000392,B-000000211
245,A-000000393,B-000000212
245,A-000000394,B-000000212
246,A-000000395,B-000000213
246,A-000000396,B-000000213
247,A-000000397,B-000000214
247,A-000000398,B-000000214
248,A-000000399,B-000000215
248,A-000000400,B-000000215
249,A-000000401,B-000000216
249,A-000000402,B-000000216
250,A-000000403,B-000000217
250,A-000000404,B-000000217
251,A-000000405,B-000000218
251,A-000000406,B-000000218
252,,B-000000219
252,,B-000000220
252,,B-000000221
253,A-000000407,B-000000222
253,A-000000408,B-000000222
254,A-000000409,B-000000223
254,A-000000410,B-000000223
255,A-000000411,
256,A-000000412,
257,A-000000413,B-000000224
257,A-000000414,B-000000224
258,A-000000415,B-000000225
258,A-000000416,B-000000225
259,A-000000417,B-000000226
259,A-000000418,B-000000226
260,A-000000419,
261,A-000000420,B-000000227
261,A-000000421,B-000000227
262,A-000000422,
263,A-000000423,B-000000228
263,A-000000424,B-000000228
264,A-000000425,B-000000229
264,A-000000426,B-000000229
265,A-000000427,B-000000230
265,A-000000428,B-000000230
266,A-000000429,B-000000231
266,A-000000430,B-000000231
267,A-000000431,B-000000232
267,A-000000432,B-000000232
268,A-000000433,B-000000233
268,A-000000434,B-000000233
269,A-000000435,B-000000234
269,A-000000436,B-000000234
270,A-000000437,B-000000235
270,A-000000438,B-000000235
271,,B-000000236
272,A-000000439,B-000000237
272,A-000000440,B-000000237
273,A-000000441,B-000000238
273,A-000000442,B-000000238
274,A-000000443,B-000000239
274,A-000000444,B-000000239
275,A-000000445,B-000000240
275,A-000000446,B-000000240
276,A-000000447,B-000000241
276,A-000000448,B-000000241
277,,B-000000242
277,,B-000000243
278,A-000000449,B-000000244
278,A-000000450,B-000000244
279,A-000000451,B-000000245
279,A-000000452,B-000000245
280,,B-000000246
281,A-000000453,B-000000247
281,A-000000454,B-000000247
282,A-000000455,
283,A-000000456,B-000000248
283,A-000000457,B-000000248
284,,B-000000250
284,A-000000458,B-000000249
284,A-000000459,B-000000249
285,A-000000460,
286,,B-000000251
287,A-000000461,B-000000252
287,A-000000462,B-000000252
288,A-000000463,
289,A-000000464,B-000000253
289,A-000000465,B-000000253
290,A-000000466,B-000000254
290,A-000000467,B-000000254
291,,B-000000256
291,A-000000468,B-000000255
291,A-000000469,B-000000255
292,,B-000000257
293,A-000000470,B-000000258
293,A-000000471,B-000000258
294,A-000000472,B-000000259
294,A-000000473,B-000000259
295,,B-000000260
296,A-000000474,B-000000261
296,A-000000475,B-000000261
297,A-000000476,B-000000262
297,A-000000477,B-000000262
298,A-000000478,B-000000263
298,A-000000479,B-000000263
299,A-000000480,B-000000264
299,A-000000481,B-000000264
300,A-000000482,B-000000265
300,A-000000483,B-000000265
301,A-000000484,
302,A-000000485,B-000000266
302,A-000000486,B-000000266
303,A-000000487,B-000000267
303,A-000000488,B-000000267
304,A-000000489,B-000000268
304,A-000000490,B-000000268
305,A-000000491,B-000000269
305,A-000000492,B-000000269
306,A-000000493,B-000000270
306,A-000000494,B-000000270
307,A-000000495,B-000000271
307,A-000000496,B-000000271
308,A-000000497,B-000000272
308,A-000000498,B-000000272
309,A-000000499,
310,,B-000000274
310,A-000000500,B-000000273
310,A-000000501,B-000000273
311,A-000000502,B-000000275
311,A-000000503,B-000000275
312,A-000000504,B-000000276
312,A-000000505,B-000000276
313,A-000000506,B-000000277
313,A-000000507,B-000000277
314,,B-000000278
315,,B-000000279
316,A-000000508,
317,A-000000509,B-000000280
317,A-000000510,B-000000280
318,A-000000511,B-000000281
318,A-000000512,B-000000281
319,A-000000513,
320,A-000000514,B-000000282
320,A-000000515,B-000000282
321,A-000000516,B-000000283
321,A-000000517,B-000000283
322,A-000000518,B-000000284
322,A-000000519,B-000000284
323,A-000000520,B-000000285
323,A-000000521,B-000000285
324,A-000000522,B-000000286
324,A-000000523,B-000000286
325,A-000000524,B-000000287
325,A-000000525,B-000000287
326,A-000000526,B-000000288
326,A-000000527,B-000000288
327,,B-000000289
328,A-000000528,
329,A-000000529,B-000000290
329,A-000000530,B-000000290
330,,B-000000291
331,,B-000000293
331,A-000000531,B-000000292
331,A-000000532,B-000000292
332,A-000000533,B-000000294
332,A-000000534,B-000000294
333,A-000000535,
334,A-000000536,B-000000295
334,A-000000537,B-000000295
335,A-000000538,B-000000296
335,A-000000539,B-000000296
336,A-000000540,B-000000297
336,A-000000541,B-000000297
337,A-000000542,
338,A-000000543,B-000000298
338,A-000000544,B-000000298
339,A-000000545,B-000000299
339,A-000000546,B-000000299
340,A-000000547,B-000000300
340,A-000000548,B-000000300
341,,B-000000302
341,A-000000549,B-000000301
341,A-000000550,B-000000301
342,A-000000551,B-000000303
342,A-000000552,B-000000303
343,A-000000553,B-000000304
343,A-000000554,B-000000304
344,A-000000555,
345,,B-000000305
346,A-000000556,B-000000306
346,A-000000557,B-000000306
347,A-000000558,B-000000307
347,A-000000559,B-000000307
348,A-000000560,B-000000308
348,A-000000561,B-000000308
349,A-000000562,B-000000309
349,A-000000563,B-000000309
350,A-000000564,B-000000310
350,A-000000565,B-000000310
351,A-000000566,B-000000311
351,A-000000567,B-000000311
352,A-000000568,B-000000312
352,A-000000569,B-000000312
353,A-000000570,B-000000313
353,A-000000571,B-000000313
354,A-000000572,B-000000314
354,A-000000573,B-000000314
355,A-000000574,B-000000315
355,A-000000575,B-000000315
356,A-000000576,B-000000316
356,A-000000577,B-000000316
357,A-000000578,B-000000317
357,A-000000579,B-000000317
358,A-000000580,B-000000318
358,A-000000581,B-000000318
359,,B-000000319
360,A-000000582,B-000000320
360,A-000000583,B-000000320
361,A-000000584,
362,,B-000000321
363,A-000000585,B-000000322
363,A-000000586,B-000000322
364,A-000000587,
365,A-000000588,B-000000323
365,A-000000589,B-000000323
366,,B-000000324
367,A-000000590,
368,,B-000000325
368,,B-000000326
369,A-000000591,B-000000327
369,A-000000592,B-000000327
370,A-000000593,B-000000328
370,A-000000594,B-000000328
371,A-000000595,B-000000329
371,A-000000596,B-000000329
372,A-000000597,B-000000330
372,A-000000598,B-000000330
373,A-000000599,B-000000331
373,A-000000600,B-000000331
374,A-000000601,B-000000332
374,A-000000602,B-000000332
375,A-000000603,
376,A-000000604,B-000000333
376,A-000000605,B-000000333
377,A-000000606,B-000000334
377,A-000000607,B-000000334
378,A-000000608,B-000000335
378,A-000000609,B-000000335
379,A-000000610,B-000000336
379,A-000000611,B-000000336
380,,B-000000337
381,A-000000612,B-000000338
381,A-000000613,B-000000338
382,A-000000614,B-000000339
382,A-000000615,B-000000339
383,A-000000616,B-000000340
383,A-000000617,B-000000340
384,A-000000618,B-000000341
384,A-000000619,B-000000341
385,,B-000000343
385,A-000000620,B-000000342
385,A-000000621,B-000000342
386,A-000000622,B-000000344
386,A-000000623,B-000000344
387,A-000000624,B-000000345
387,A-000000625,B-000000345
388,A-000000626,B-000000346
388,A-000000627,B-000000346
389,A-000000628,B-000000347
389,A-000000629,B-000000347
390,A-000000630,B-000000348
390,A-000000631,B-000000348
391,A-000000632,B-000000349
391,A-000000633,B-000000349
392,,B-000000350
392,,B-000000351
393,A-000000634,B-000000352
393,A-000000635,B-000000352
394,A-000000636,B-000000353
394,A-000000637,B-000000353
395,A-000000638,B-000000354
395,A-000000639,B-000000354
396,A-000000640,B-000000355
396,A-000000641,B-000000355
397,A-000000642,B-000000356
397,A-000000643,B-000000356
398,A-000000644,
399,A-000000645,B-000000357
399,A-000000646,B-000000357
400,A-000000647,B-000000358
400,A-000000648,B-000000358
401,A-000000649,B-000000359
401,A-000000650,B-000000359
402,,B-000000360
403,A-000000651,B-000000361
403,A-000000652,B-000000361
404,A-000000653,B-000000362
404,A-000000654,B-000000362
405,A-000000655,B-000000363
405,A-000000656,B-000000363
406,A-000000657,
407,A-000000658,B-000000364
407,A-000000659,B-000000364
408,,B-000000366
408,A-000000660,B-000000365
408,A-000000661,B-000000365
409,A-000000662,B-000000367
409,A-000000663,B-000000367
410,,B-000000369
410,A-000000664,B-000000368
410,A-000000665,B-000000368
411,A-000000666,B-000000370
411,A-000000667,B-000000370
412,,B-000000371
413,A-000000668,B-000000372
413,A-000000669,B-000000372
414,A-000000670,B-000000373
414,A-000000671,B-000000373
415,A-000000672,B-000000374
415,A-000000673,B-000000374
416,,B-000000375
417,A-000000674,B-000000376
417,A-000000675,B-000000376
418,A-000000676,B-000000377
418,A-000000677,B-000000377
419,A-000000678,B-000000378
419,A-000000679,B-000000378
420,A-000000680,B-000000379
420,A-000000681,B-000000379
421,A-000000682,B-000000380
421,A-000000683,B-000000380
422,A-000000684,B-000000381
422,A-000000685,B-000000381
423,A-000000686,
424,A-000000687,B-000000382
424,A-000000688,B-000000382
425,A-000000689,
426,A-000000690,
427,A-000000691,B-000000383
427,A-000000692,B-000000383
428,A-000000693,B-000000384
428,A-000000694,B-000000384
429,A-000000695,B-000000385
429,A-000000696,B-000000385
430,A-000000697,B-000000386
430,A-000000698,B-000000386
431,A-000000699,B-000000387
431,A-000000700,B-000000387
432,A-000000701,B-000000388
432,A-000000702,B-000000388
433,A-000000703,B-000000389
433,A-000000704,B-000000389
434,A-000000705,B-000000390
434,A-000000706,B-000000390
435,A-000000707,B-000000391
435,A-000000708,B-000000391
436,A-000000709,B-000000392
436,A-000000710,B-000000392
437,,B-000000393
438,A-000000711,B-000000394
438,A-000000712,B-000000394
439,A-000000713,B-000000395
439,A-000000714,B-000000395
440,A-000000715,B-000000396
440,A-000000716,B-000000396
441,,B-000000397
442,,B-000000398
443,A-000000717,B-000000399
443,A-000000718,B-000000399
444,A-000000719,B-000000400
444,A-000000720,B-000000400
445,A-000000721,B-000000401
445,A-000000722,B-000000401
446,A-000000723,B-000000402
446,A-000000724,B-000000402
447,A-000000725,B-000000403
447,A-000000726,B-000000403
448,A-000000727,B-000000404
448,A-000000728,B-000000404
449,A-000000729,B-000000405
449,A-000000730,B-000000405
450,A-000000731,B-000000406
450,A-000000732,B-000000406
451,A-000000733,B-000000407
451,A-000000734,B-000000407
452,A-000000735,
453,A-000000736,B-000000408
453,A-000000737,B-000000408
454,A-000000738,B-000000409
454,A-000000739,B-000000409
455,A-000000740,B-000000410
455,A-000000741,B-000000410
456,A-000000742,B-000000411
456,A-000000743,B-000000411
457,A-000000744,B-000000412
457,A-000000745,B-000000412
458,,B-000000414
458,A-000000746,B-000000413
458,A-000000747,B-000000413
459,A-000000748,
460,A-000000749,B-000000415
460,A-000000750,B-000000415
461,A-000000751,B-000000416
461,A-000000752,B-000000416
462,A-000000753,B-000000417
462,A-000000754,B-000000417
463,A-000000755,B-000000418
463,A-000000756,B-000000418
464,A-000000757,B-000000419
464,A-000000758,B-000000419
465,A-000000759,B-000000420
465,A-000000760,B-000000420
466,A-000000761,B-000000421
466,A-000000762,B-000000421
467,A-000000763,B-000000422
467,A-000000764,B-000000422
468,A-000000765,B-000000423
468,A-000000766,B-000000423
469,A-000000767,B-000000424
469,A-000000768,B-000000424
470,A-000000769,
471,A-000000770,B-000000425
471,A-000000771,B-000000425
472,A-000000772,B-000000426
472,A-000000773,B-000000426
473,,B-000000427
474,A-000000774,B-000000428
474,A-000000775,B-000000428
475,A-000000776,B-000000429
475,A-000000777,B-000000429
476,,B-000000430
477,A-000000778,B-000000431
477,A-000000779,B-000000431
478,,B-000000432
478,,B-000000433
479,A-000000780,B-000000434
479,A-000000781,B-000000434
480,A-000000782,B-000000435
480,A-000000783,B-000000435
481,A-000000784,B-000000436
481,A-000000785,B-000000436
482,A-000000786,B-000000437
482,A-000000787,B-000000437
483,A-000000788,
484,A-000000789,B-000000438
484,A-000000790,B-000000438
485,A-000000791,
486,A-000000792,B-000000439
486,A-000000793,B-000000439
487,A-000000794,B-000000440
487,A-000000795,B-000000440
488,A-000000796,B-000000441
488,A-000000797,B-000000441
489,A-000000798,
490,A-000000799,B-000000442
490,A-000000800,B-000000442
491,A-000000801,
492,A-000000802,B-000000443
492,A-000000803,B-000000443
493,A-000000804,
494,,B-000000444
495,A-000000805,B-000000445
495,A-000000806,B-000000445
496,A-000000807,B-000000446
496,A-000000808,B-000000446
497,A-000000809,B-000000447
497,A-000000810,B-000000447
498,A-000000811,B-000000448
498,A-000000812,B-000000448
499,A-000000813,B-000000449
499,A-000000814,B-000000449
500,,B-000000450
501,A-000000815,B-000000451
501,A-000000816,B-000000451
502,,B-000000452
503,A-000000817,B-000000453
503,A-000000818,B-000000453
504,A-000000819,B-000000454
504,A-000000820,B-000000454
505,,B-000000456
505,A-000000821,B-000000455
505,A-000000822,B-000000455
506,A-000000823,B-000000457
506,A-000000824,B-000000457
507,,B-000000458
508,,B-000000459
509,A-000000825,B-000000460
509,A-000000826,B-000000460
510,A-000000827,B-000000461
510,A-000000828,B-000000461
511,A-000000829,
512,A-000000830,B-000000462
512,A-000000831,B-000000462
513,A-000000832,B-000000463
513,A-000000833,B-000000463
514,,B-000000465
514,A-000000834,B-000000464
514,A-000000835,B-000000464
515,A-000000836,B-000000466
515,A-000000837,B-000000466
516,A-000000838,B-000000467
516,A-000000839,B-000000467
517,A-000000840,B-000000468
517,A-000000841,B-000000468
518,A-000000842,B-000000469
518,A-000000843,B-000000469
519,A-000000844,B-000000470
519,A-000000845,B-000000470
520,A-000000846,
521,,B-000000472
521,A-000000847,B-000000471
521,A-000000848,B-000000471
522,A-000000849,B-000000473
522,A-000000850,B-000000473
523,A-000000851,B-000000474
523,A-000000852,B-000000474
524,A-000000853,B-000000475
524,A-000000854,B-000000475
525,A-000000855,
526,A-000000856,B-000000476
526,A-000000857,B-000000476
527,A-000000858,
528,A-000000859,B-000000477
528,A-000000860,B-000000477
529,A-000000861,B-000000478
529,A-000000862,B-000000478
530,A-000000863,
531,A-000000864,B-000000479
531,A-000000865,B-000000479
532,A-000000866,B-000000480
532,A-000000867,B-000000480
533,A-000000868,B-000000481
533,A-000000869,B-000000481
534,A-000000870,B-000000482
534,A-000000871,B-000000482
535,A-000000872,B-000000483
535,A-000000873,B-000000483
536,A-000000874,B-000000484
536,A-000000875,B-000000484
537,A-000000876,B-000000485
537,A-000000877,B-000000485
538,A-000000878,B-000000486
538,A-000000879,B-000000486
539,A-000000880,B-000000487
539,A-000000881,B-000000487
540,A-000000882,B-000000488
540,A-000000883,B-000000488
541,,B-000000489
542,A-000000884,B-000000490
542,A-000000885,B-000000490
543,A-000000886,B-000000491
543,A-000000887,B-000000491
544,A-000000888,B-000000492
544,A-000000889,B-000000492
545,A-000000890,B-000000493
545,A-000000891,B-000000493
546,A-000000892,
547,A-000000893,B-000000494
547,A-000000894,B-000000494
548,A-000000895,B-000000495
548,A-000000896,B-000000495
549,A-000000897,B-000000496
549,A-000000898,B-000000496
550,A-000000899,B-000000497
550,A-000000900,B-000000497
551,A-000000901,B-000000498
551,A-000000902,B-000000498
552,A-000000903,B-000000499
552,A-000000904,B-000000499
553,A-000000905,
554,A-000000906,B-000000500
554,A-000000907,B-000000500
555,A-000000908,B-000000501
555,A-000000909,B-000000501
556,A-000000910,B-000000502
556,A-000000911,B-000000502
557,,B-000000504
557,A-000000912,B-000000503
557,A-000000913,B-000000503
558,A-000000914,B-000000505
558,A-000000915,B-000000505
559,A-000000916,
560,A-000000917,B-000000506
560,A-000000918,B-000000506
561,A-000000919,
562,A-000000920,B-000000507
562,A-000000921,B-000000507
563,A-000000922,B-000000508
563,A-000000923,B-000000508
564,A-000000924,B-000000509
564,A-000000925,B-000000509
565,A-000000926,B-000000510
565,A-000000927,B-000000510
566,A-000000928,
567,A-000000929,B-000000511
567,A-000000930,B-000000511
568,A-000000931,B-000000512
568,A-000000932,B-000000512
569,A-000000933,
570,A-000000934,B-000000513
570,A-000000935,B-000000513
571,,B-000000514
572,A-000000936,B-000000515
572,A-000000937,B-000000515
573,A-000000938,B-000000516
573,A-000000939,B-000000516
574,A-000000940,B-000000517
574,A-000000941,B-000000517
575,A-000000942,B-000000518
575,A-000000943,B-000000518
576,A-000000944,B-000000519
576,A-000000945,B-000000519
577,A-000000946,B-000000520
577,A-000000947,B-000000520
578,A-000000948,
579,A-000000949,B-000000521
579,A-000000950,B-000000521
580,A-000000951,
581,A-000000952,B-000000522
581,A-000000953,B-000000522
582,A-000000954,B-000000523
582,A-000000955,B-000000523
583,,B-000000524
583,,B-000000525
584,A-000000956,B-000000526
584,A-000000957,B-000000526
585,A-000000958,B-000000527
585,A-000000959,B-000000527
586,A-000000960,B-000000528
586,A-000000961,B-000000528
587,A-000000962,B-000000529
587,A-000000963,B-000000529
588,A-000000964,B-000000530
588,A-000000965,B-000000530
589,A-000000966,
590,A-000000967,
591,,B-000000531
592,A-000000968,B-000000532
592,A-000000969,B-000000532
