row_type,matcher,seed,k,f1,seed_strictly_decreasing_across_tested_k,spearman_rho_for_seed,spearman_p_value_for_seed,tested_k_values,n_seeds,monotone_seed_count,monotone_seed_fraction,monotone_fraction_exact_ci95_low,monotone_fraction_exact_ci95_high,monotone_count_one_sided_binomial_p_vs_0_5,spearman_rho_mean,spearman_rho_min,spearman_rho_max,k0_minus_k4_f1_mean,k0_minus_k4_f1_sd,k0_minus_k4_f1_ci95_low,k0_minus_k4_f1_ci95_high,k0_minus_k4_paired_t_statistic,k0_minus_k4_paired_t_p_value,k0_minus_k4_wilcoxon_statistic,k0_minus_k4_wilcoxon_p_value,k0_minus_k4_sign_positive_count,k0_minus_k4_sign_negative_count,k0_minus_k4_sign_zero_count,k0_minus_k4_sign_nonzero_count,k0_minus_k4_exact_sign_p_value,scope_statement,source_filename
per_matcher_seed_level,baseline,20260729,4.0,0.893657092890294,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260720,0.0,0.9963609898107716,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260720,0.5,0.986584992343032,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260720,1.0,0.9761742682096664,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260720,2.0,0.948279152617851,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260720,4.0,0.86861213864913,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260721,0.0,0.9973284760170008,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260721,0.5,0.9896579156722354,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260721,1.0,0.9783308568598316,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260721,2.0,0.9513094330027968,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260721,4.0,0.8720508787526499,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260722,0.0,0.9963041502574976,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260722,0.5,0.9880298033467692,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260722,1.0,0.9766493699036324,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260722,2.0,0.9499239350912778,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260722,4.0,0.8745148771021992,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260723,0.0,0.9968450430772964,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260723,0.5,0.9883735160935014,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260723,1.0,0.9785052501544164,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260723,2.0,0.949774588862785,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260723,4.0,0.8708133971291867,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260724,0.0,0.9966620137160892,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260724,0.5,0.9898483365949118,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260724,1.0,0.978165398651574,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260724,2.0,0.952682988709882,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260724,4.0,0.8694699356252568,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260725,0.0,0.9970856102003643,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260725,0.5,0.989664240719222,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260725,1.0,0.9801013471758744,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260725,2.0,0.9526649746192892,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260725,4.0,0.8760983584224508,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260726,0.0,0.9964157706093192,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260726,0.5,0.9870575967613324,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260726,1.0,0.978981206726014,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260726,2.0,0.9519639571038772,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260726,4.0,0.8745651729077144,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260727,0.0,0.9966599866399464,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260727,0.5,0.9889840881272948,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260727,1.0,0.9791100123609396,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260727,2.0,0.9534854245880862,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260727,4.0,0.8768633857463753,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260728,0.0,0.996417511688627,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260728,0.5,0.988180537693674,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260728,1.0,0.9778657103994064,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260728,2.0,0.9506070815587058,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260728,4.0,0.8711111111111112,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260729,0.0,0.9964771622934888,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260729,0.5,0.9889154265417356,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260729,1.0,0.9797380775883372,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
