row_type,scenario,seed,matcher,calibration_mode,calibration_seed,evaluation_seed_disjoint,records,true_pairs,candidate_pairs,candidate_recall,precision,recall,f1,threshold,false_positive_count,co_resident_false_positive_count,co_resident_false_positive_share,co_resident_nonmatch_count,median_true_match_score,median_co_resident_nonmatch_score,median_random_nonmatch_score,random_nonmatch_sample_count,oracle_f1,oracle_threshold,score_label_sha256,source_run_path,source_run_manifest_sha256,n_seeds,precision_mean,precision_sd,precision_ci95_low,precision_ci95_high,recall_mean,recall_sd,recall_ci95_low,recall_ci95_high,f1_mean,f1_sd,f1_ci95_low,f1_ci95_high,threshold_mean,threshold_sd,threshold_ci95_low,threshold_ci95_high,candidate_recall_mean,candidate_recall_sd,candidate_recall_ci95_low,candidate_recall_ci95_high,false_positive_count_mean,false_positive_count_sd,false_positive_count_ci95_low,false_positive_count_ci95_high,co_resident_false_positive_count_mean,co_resident_false_positive_count_sd,co_resident_false_positive_count_ci95_low,co_resident_false_positive_count_ci95_high,co_resident_false_positive_share_mean,co_resident_false_positive_share_sd,co_resident_false_positive_share_ci95_low,co_resident_false_positive_share_ci95_high,median_true_match_score_mean,median_true_match_score_sd,median_true_match_score_ci95_low,median_true_match_score_ci95_high,median_co_resident_nonmatch_score_mean,median_co_resident_nonmatch_score_sd,median_co_resident_nonmatch_score_ci95_low,median_co_resident_nonmatch_score_ci95_high,median_random_nonmatch_score_mean,median_random_nonmatch_score_sd,median_random_nonmatch_score_ci95_low,median_random_nonmatch_score_ci95_high,oracle_f1_mean,oracle_f1_sd,oracle_f1_ci95_low,oracle_f1_ci95_high
per_seed,adoption_blended_family,20260723,splink,clean_frozen,20260719,True,16348.0,8169.0,45818.0,1.0,0.7370983446932814,0.7413392092055331,0.7392126945376869,0.9986013472769922,2160.0,2160.0,1.0,2160.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2160.0,0.8815150534153448,0.3880054100290566,8986f098bdeb2d7dd746175197fa302b7384b8b220b2bbc4b77e94268fc75a33,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,1cd90a2783a8b3e35523d4093eac25d3fd0bff4bf6547b180b3d3e3aa30179f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260723,learned,clean_frozen,20260719,True,16348.0,8169.0,45818.0,1.0,1.0,0.7450116293303954,0.8538758330410383,0.6500030591266042,0.0,0.0,0.0,2160.0,0.9999920993841217,2.4404312294764534e-05,3.654168150384407e-05,2160.0,0.9889402041808458,0.006297369377908123,1bd7da86fb51d188d31a0aaf349da77a06fcb76752d564045499ef090f5a2c88,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,1cd90a2783a8b3e35523d4093eac25d3fd0bff4bf6547b180b3d3e3aa30179f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260724,baseline,clean_frozen,20260719,True,16322.0,8155.0,45886.0,1.0,0.9835905767668562,0.7423666462293071,0.8461215932914046,0.65,101.0,100.0,0.9900990099009901,2145.0,1.0000000000000002,0.6,0.4014285714285714,2145.0,0.8518127419922562,1.0000000000000002,c07a859239f05218b3e5bfe363a6b80b439fd84896e01863fd483f6269b777e1,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,6f6137c0f7099e0157e2283d4c1116e36e40eed6e5e8e356c52f48068096ae96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260724,splink,clean_frozen,20260719,True,16322.0,8155.0,45886.0,1.0,0.7383245945616388,0.7424892703862661,0.7404010760577159,0.9986013472769922,2146.0,2145.0,0.9995340167753961,2145.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2145.0,0.8824325055456366,0.3880054100290566,b027b2e3a43a47d637fa248365fc519ebd6983c39719b4a31d9c938ed4185b5a,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,6f6137c0f7099e0157e2283d4c1116e36e40eed6e5e8e356c52f48068096ae96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260724,learned,clean_frozen,20260719,True,16322.0,8155.0,45886.0,1.0,0.9996723996723996,0.7483752299202943,0.8559607293127629,0.6500030591266042,2.0,2.0,1.0,2145.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2145.0,0.9864979929448973,0.006297369377908123,ecebc8bd45449c83beb3ee33e3209a30f22ac68c7b4d1aa463c9148e9cf96217,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,6f6137c0f7099e0157e2283d4c1116e36e40eed6e5e8e356c52f48068096ae96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260725,baseline,clean_frozen,20260719,True,16336.0,8162.0,45404.0,1.0,0.9823166774821545,0.741852487135506,0.8453162082926148,0.65,109.0,102.0,0.9357798165137615,2161.0,1.0000000000000002,0.6,0.45,2161.0,0.8513931888544892,1.0000000000000002,29b493a8fa1439730b47a76f07030b5f88f2e1edbb7a161b68eba8794e700c31,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,8c6aeffb1fe003416ada87b5f097ee402c6c3b3eaf3d49b5c7999a5bf0a31177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260725,splink,clean_frozen,20260719,True,16336.0,8162.0,45404.0,1.0,0.7363492642587863,0.741852487135506,0.7390906316753126,0.9986013472769922,2168.0,2161.0,0.9967712177121771,2161.0,0.9999999999998234,0.9999995246025223,0.1267123382008275,2161.0,0.8815682885996652,0.3880054100290566,6ac608630b81f45812a3a13f24820c3c61b979bb50b4243d309c8c6a5668d275,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,8c6aeffb1fe003416ada87b5f097ee402c6c3b3eaf3d49b5c7999a5bf0a31177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260725,learned,clean_frozen,20260719,True,16336.0,8162.0,45404.0,1.0,0.9996721848877234,0.7472433227150208,0.855219799481175,0.6500030591266042,2.0,0.0,0.0,2161.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2161.0,0.9883282674772036,0.0062973693779081056,d0551072ff87c326dbbe9c6f7fb0f7de5aac8d09483b4cf6df5e741ea8b78941,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,8c6aeffb1fe003416ada87b5f097ee402c6c3b3eaf3d49b5c7999a5bf0a31177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260726,baseline,clean_frozen,20260719,True,16321.0,8156.0,45298.0,1.0,0.9824703781853595,0.7421530161844041,0.8455682056296709,0.65,108.0,107.0,0.9907407407407407,2159.0,1.0000000000000002,0.6,0.3993548387096774,2159.0,0.8517527805152754,1.0000000000000002,25aa9987492e243ade3f1ff3e6a39aaa24c5d3c1fda5bcf51bd723c149204598,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,1d32eb9ab5ef5df30e3f48662f9e56d3a7c51752b37650dd23e10c0c2d2d17a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260726,splink,clean_frozen,20260719,True,16321.0,8156.0,45298.0,1.0,0.7370023134055765,0.7421530161844041,0.7395686969271182,0.9986013472769922,2160.0,2159.0,0.999537037037037,2159.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2159.0,0.8819680994863477,0.3880054100290566,c38c2939dc7850f48714767e0443f2cba315a7f8ad7972e6945885c8a1625d10,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,1d32eb9ab5ef5df30e3f48662f9e56d3a7c51752b37650dd23e10c0c2d2d17a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260726,learned,clean_frozen,20260719,True,16321.0,8156.0,45298.0,1.0,0.9990157480314961,0.7466895537027954,0.8546168958742634,0.6500030591266042,6.0,0.0,0.0,2159.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2159.0,0.9886737303617099,0.0062973693779081056,92d84b84a2012e6cf54f5e396b2c986210c29655fee2b945e34d0c848bbe2f2a,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,1d32eb9ab5ef5df30e3f48662f9e56d3a7c51752b37650dd23e10c0c2d2d17a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260727,baseline,clean_frozen,20260719,True,16341.0,8164.0,44820.0,1.0,0.9855096059915337,0.7414257716805488,0.8462183699147211,0.65,89.0,88.0,0.9887640449438202,2170.0,1.0000000000000002,0.6,0.4,2170.0,0.8512733924299986,1.0000000000000002,caf1d8ea5536a91fe4856c5a1be28cdafc22a33c58b4f888195375d14bd7c40c,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,b0efb1e9e50b9bd8da9239bd093c09998465ad47eb0a4786fc9ff950ceaf47e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260727,splink,clean_frozen,20260719,True,16341.0,8164.0,44820.0,1.0,0.7360165369649806,0.7414257716805488,0.7387112521357091,0.9986013472769922,2171.0,2170.0,0.9995393827729157,2170.0,0.9999999999998234,0.9999995246025223,0.001189328282869064,2170.0,0.8807379038783105,0.3880054100290566,14620e63cabbac656c7f0ed0d78f232c0bfe8f372519ad19f873e083a817080f,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,b0efb1e9e50b9bd8da9239bd093c09998465ad47eb0a4786fc9ff950ceaf47e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260727,learned,clean_frozen,20260719,True,16341.0,8164.0,44820.0,1.0,0.9996718621821165,0.7463253307202352,0.8546181359141595,0.6500030591266042,2.0,2.0,1.0,2170.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2170.0,0.985802693847834,0.0062973693779081056,3d3be34174569967de2977ceca4bfb13bc60a66ee7e3cac473f00553abda1bd0,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,b0efb1e9e50b9bd8da9239bd093c09998465ad47eb0a4786fc9ff950ceaf47e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260728,baseline,clean_frozen,20260719,True,16323.0,8156.0,45791.0,1.0,0.9851912123677787,0.7422756253065228,0.8466540801342564,0.65,91.0,91.0,1.0,2151.0,1.0000000000000002,0.6,0.37714285714285717,2151.0,0.8517527805152754,1.0000000000000002,e589da2e65b005687c3e398215d609ee5a85374e7b667e2506ffcb70eb518ec2,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,2fde45989dcda3f616e30c3f7fdc8c05acbf1fff00bd6880b8be1ad0e01a90f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260728,splink,clean_frozen,20260719,True,16323.0,8156.0,45791.0,1.0,0.7378427787934186,0.7422756253065228,0.7400525640242039,0.9986013472769922,2151.0,2151.0,1.0,2151.0,0.9999999999998234,0.9999995246025223,0.001158135937865692,2151.0,0.8822543133755205,0.3880054100290566,806ea4b651ef107004d2ee01a7cd36b0e5f8973af90bf3afc3d7e5f27b5f781a,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,2fde45989dcda3f616e30c3f7fdc8c05acbf1fff00bd6880b8be1ad0e01a90f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260728,learned,clean_frozen,20260719,True,16323.0,8156.0,45791.0,1.0,0.9993444772205834,0.7476704266797449,0.8553794361060457,0.6500030591266042,4.0,2.0,0.5,2151.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2151.0,0.9880778588807787,0.006297369377908123,f17122620e436395686fdd27db7405f85c1a3e242aadc1ec853bf49bbcf2e1af,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,2fde45989dcda3f616e30c3f7fdc8c05acbf1fff00bd6880b8be1ad0e01a90f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260729,baseline,clean_frozen,20260719,True,16306.0,8149.0,44508.0,1.0,0.9831086568133831,0.7427905264449626,0.8462183699147211,0.65,104.0,102.0,0.9807692307692307,2160.0,1.0000000000000002,0.6,0.45,2160.0,0.8521726882174802,1.0000000000000002,139d8ebdfd8789a6fc036e55dd4635e825244a7f77c4931cd0e5f2d6a83774ba,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,e90ef7fc81a6dd72806721c1e3b0c4222c462e4471210bf71072ab4394233626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260729,splink,clean_frozen,20260719,True,16306.0,8149.0,44508.0,1.0,0.7368228849665247,0.7427905264449626,0.7397946712295284,0.9986013472769922,2162.0,2160.0,0.9990749306197965,2160.0,0.9999999999998234,0.9999995246025223,0.1267123382008275,2160.0,0.8812587866335028,0.3880054100290566,6d83129513235e2811f4dc63eafbc7c6d01c6750c4367d15b68a8eeb86a73e3c,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,e90ef7fc81a6dd72806721c1e3b0c4222c462e4471210bf71072ab4394233626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,adoption_blended_family,20260729,learned,clean_frozen,20260719,True,16306.0,8149.0,44508.0,1.0,0.9998356344510191,0.7464719597496625,0.8547741164898476,0.6500030591266042,1.0,0.0,0.0,2160.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,2160.0,0.9894557201194611,0.006297369377908123,f77fd21c6f39d4c4ff773d3ac4a48e0eafe0546cccdb81b63d5938868d4ba8fe,phase2/runs/2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,e90ef7fc81a6dd72806721c1e3b0c4222c462e4471210bf71072ab4394233626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260720,baseline,clean_frozen,20260719,True,19527.0,9516.0,66561.0,1.0,0.9987398928908957,0.9994745691467003,0.9991070959609223,0.65,12.0,8.0,0.6666666666666666,38.0,1.0000000000000002,0.5499999999999999,0.45,38.0,0.9991070959609223,0.65,e8e57d4dacfcb231cd236b97977374f2591981d9f68d997fc608571538ff6bd8,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260720_seed20260720,5712ec6dab7579c3a926e83b3c4eb2770522b3f096f674be418a259894d0cbfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260720,splink,clean_frozen,20260719,True,19527.0,9516.0,66561.0,1.0,0.9956034753480582,0.9994745691467003,0.9975352666631706,0.9986013472769922,42.0,38.0,0.9047619047619048,38.0,0.9999999999998234,0.9999995246025223,0.1267123382008275,38.0,0.9975352666631706,0.9986013472769922,6baff5248f48e7de34656886205b435641edb9d2bf33cce04e4910dedc9b94d0,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260720_seed20260720,5712ec6dab7579c3a926e83b3c4eb2770522b3f096f674be418a259894d0cbfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260720,learned,clean_frozen,20260719,True,19527.0,9516.0,66561.0,1.0,0.9995798319327731,1.0,0.9997898718218113,0.6500030591266042,4.0,0.0,0.0,38.0,0.9999920993841217,0.0007486733462239597,8.042802525218615e-05,38.0,0.9997898718218113,0.6500030591266042,d14264e65b1f0aa7f7d914802149b077ca4afb663fae2a073aa5e0e2e05845e1,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260720_seed20260720,5712ec6dab7579c3a926e83b3c4eb2770522b3f096f674be418a259894d0cbfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260721,baseline,clean_frozen,20260719,True,19526.0,9516.0,66619.0,1.0,0.9989496901585968,0.9994745691467003,0.9992120607238535,0.65,10.0,8.0,0.8,40.0,1.0000000000000002,0.6,0.45,40.0,0.9992121434949315,0.6166666666666668,0a1bf0b5282784c91b29f957663216a69bd15a32bc41dfb7f38202066f6f0389,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260721_seed20260721,c12c7747c14e9b80fa6b449ad349e8b2fc9f96b8fae3a3d9a2802254d4a2e78f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260721,splink,clean_frozen,20260719,True,19526.0,9516.0,66619.0,1.0,0.9957077051926299,0.9994745691467003,0.9975875812880218,0.9986013472769922,41.0,40.0,0.975609756097561,40.0,0.9999999999998234,0.9999995246025223,0.1267123382008275,40.0,0.9975875812880218,0.9986013472769922,7ea9ac760bcb620eb045b3d16f4bf65c9f1eb3d6e19c0ed53e39bc270df42422,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260721_seed20260721,c12c7747c14e9b80fa6b449ad349e8b2fc9f96b8fae3a3d9a2802254d4a2e78f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260721,learned,clean_frozen,20260719,True,19526.0,9516.0,66619.0,1.0,0.999894924871283,1.0,0.9999474596753007,0.6500030591266042,1.0,0.0,0.0,40.0,0.9999920993841217,2.4404312294764534e-05,8.042802525218615e-05,40.0,0.9999474596753007,0.6500030591266042,1649eb5c63d793c945e63b7a39d3060fa3e36d0f0a750691955afddd30124689,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260721_seed20260721,c12c7747c14e9b80fa6b449ad349e8b2fc9f96b8fae3a3d9a2802254d4a2e78f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_seed,clean_baseline_linkage,20260722,baseline,clean_frozen,20260719,True,19545.0,9536.0,67018.0,1.0,0.9986380303823992,0.9995805369127517,0.9991090613699491,0.65,13.0,7.0,0.5384615384615384,44.0,1.0000000000000002,0.5791666666666666,0.45,44.0,0.9991090613699491,0.65,dc91dce4ceac179a08b5f68c2ca09f0d6ab7ae698cfe05f4c2ac5e98848e37c1,phase2/runs/2026-07-24_e2_clean_baseline_linkage_s20260722_seed20260722,8e6d6cc3020f58a331e767fac0f0a76898f0bdea8d524a1163602ec68a35cbd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
