row_type,comparison_id,comparison_label,scenario,seed,left_quantity,right_quantity,difference_definition,left_value,right_value,paired_difference,clean_f1,high_noise_f1,n,mean_difference,sd_paired_differences,ci95_low,ci95_high,holm_family,paired_t_statistic,paired_t_p_value,wilcoxon_statistic,wilcoxon_p_value,sign_positive_count,sign_negative_count,sign_zero_count,sign_nonzero_count,exact_sign_p_value,paired_t_holm_p_value,wilcoxon_holm_p_value,exact_sign_holm_p_value,source_filename
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260720,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.99328295549958,0.9771522573569732,0.016130698142606814,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260721,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9958719712832784,0.9811252048309764,0.014746766452301996,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260722,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9942342342342342,0.9781654061966332,0.016068828037601013,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260723,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.993460130797384,0.9778292118406626,0.015630918956721418,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260724,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9938922155688624,0.9781021897810218,0.01579002578784061,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260725,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9931630082763584,0.979584396646008,0.013578611630350346,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260726,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9940162757300144,0.97910592808552,0.014910347644494393,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260727,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9934616999580108,0.9782052843053696,0.015256415652641242,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260728,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9936504133221516,0.9771745084910828,0.016475904831068866,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,20260729,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9945583926329008,0.977756168712775,0.01680222392012576,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
summary,E2_single_movers_learned_minus_baseline,single_movers: learned versus baseline,single_movers,,learned_f1,baseline_f1,learned_f1 - baseline_f1,,,,,,10.0,0.015539074105575246,0.0009499489467867133,0.014859521566155021,0.016218626644995474,all 28 Table II matcher contrasts,51.72790292570788,1.89400471803842e-12,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,4.7350117950960494e-11,0.0546875,0.0546875,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260720,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9771522573569732,0.9760136369170824,0.0011386204398907696,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260721,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9811252048309764,0.9797998180163784,0.0013253868145980396,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260722,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9781654061966332,0.9768490313147312,0.0013163748819019494,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260723,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9778292118406626,0.9769282279174528,0.0009009839232098082,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260724,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9781021897810218,0.9770806735971792,0.001021516183842608,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260725,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.979584396646008,0.9785115940269516,0.001072802619056401,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260726,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.97910592808552,0.978085351787774,0.0010205762977459898,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260727,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9782052843053696,0.9768940775872552,0.001311206718114355,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260728,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.9771745084910828,0.97568093385214,0.0014935746389427296,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,20260729,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.977756168712775,0.9766820500364344,0.001074118676340663,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
summary,E2_single_movers_baseline_minus_splink,single_movers: baseline versus splink,single_movers,,baseline_f1,splink_f1,baseline_f1 - splink_f1,,,,,,10.0,0.0011675161193643313,0.00018454708152342152,0.0010354990901165586,0.001299533148612104,all 28 Table II matcher contrasts,20.00578991374479,9.056371123901673e-09,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,1.630146802302301e-07,0.0546875,0.0546875,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260720,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8854222127568949,0.8676716917922949,0.01775052096460006,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260721,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8901384541934114,0.8733605676198667,0.01677788657354473,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260722,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8867372453051018,0.870666882311715,0.016070362993386822,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260723,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8906564853112737,0.8731046349069792,0.017551850404294522,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260724,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.885871012408798,0.8670163863501162,0.01885462605868171,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260725,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8857173287890084,0.868875458666091,0.01684187012291749,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260726,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8861581019257367,0.8711623397608532,0.01499576216488352,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260727,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8904087800222682,0.8757028865206448,0.014705893501623435,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260728,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8842195082928911,0.867073895886264,0.017145612406627042,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,20260729,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.8855742595354784,0.8677757372798962,0.017798522255582205,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
summary,E2_couple_merge_learned_minus_baseline,couple_merge: learned versus baseline,couple_merge,,learned_f1,baseline_f1,learned_f1 - baseline_f1,,,,,,10.0,0.016849290744614154,0.0012891696162650275,0.01592707435662863,0.01777150713259968,all 28 Table II matcher contrasts,41.3305860137658,1.4160885023596186e-11,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,3.1153947051911607e-10,0.0546875,0.0546875,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260720,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8676716917922949,0.8564874093043108,0.011184282487984087,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260721,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8733605676198667,0.8609271523178808,0.01243341530198594,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260722,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.870666882311715,0.8598498962048226,0.010816986106892412,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260723,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8731046349069792,0.8632810422759905,0.009823592630988753,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260724,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8670163863501162,0.8551459211438937,0.011870465206222591,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260725,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.868875458666091,0.8588040753187178,0.01007138334737312,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260726,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8711623397608532,0.8591459528362013,0.0120163869246519,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260727,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8757028865206448,0.8646648340029605,0.011038052517684305,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260728,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.867073895886264,0.8564108038859827,0.010663092000281371,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,20260729,baseline_f1,splink_f1,baseline_f1 - splink_f1,0.8677757372798962,0.8563049853372433,0.011470751942652901,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
summary,E2_couple_merge_baseline_minus_splink,couple_merge: baseline versus splink,couple_merge,,baseline_f1,splink_f1,baseline_f1 - splink_f1,,,,,,10.0,0.011138840846671738,0.0008368554480584244,0.010540190522589178,0.011737491170754299,all 28 Table II matcher contrasts,42.091029760664156,1.2027129254364728e-11,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,2.7662397285038873e-10,0.0546875,0.0546875,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_family_birth_learned_minus_baseline,family_birth: learned versus baseline,family_birth,20260720,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.939047975544326,0.9327253419951276,0.006322633549198375,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_family_birth_learned_minus_baseline,family_birth: learned versus baseline,family_birth,20260721,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9344611528822055,0.9302733885126662,0.004187764369539382,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_family_birth_learned_minus_baseline,family_birth: learned versus baseline,family_birth,20260722,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9345197067485432,0.928983688833124,0.005536017915419245,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_family_birth_learned_minus_baseline,family_birth: learned versus baseline,family_birth,20260723,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9379646404697946,0.9312070043777362,0.006757636092058372,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
per_seed,E2_family_birth_learned_minus_baseline,family_birth: learned versus baseline,family_birth,20260724,learned_f1,baseline_f1,learned_f1 - baseline_f1,0.9354616588419404,0.9312805107022156,0.004181148139724811,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E2/e2_per_run_metrics.csv
