PersonKey,DatasetId,RecordKey
103,A,A-000000063
103,B,B-000000063
104,A,A-000000064
104,B,B-000000064
105,A,A-000000065
105,B,B-000000065
106,A,A-000000066
106,B,B-000000066
112,A,A-000000067
112,B,B-000000067
113,A,A-000000068
113,B,B-000000068
114,A,A-000000069
114,B,B-000000069
115,A,A-000000070
115,B,B-000000070
116,A,A-000000071
116,B,B-000000071
118,A,A-000000072
118,B,B-000000072
120,A,A-000000073
120,B,B-000000073
122,A,A-000000074
122,B,B-000000074
125,A,A-000000075
125,B,B-000000075
126,A,A-000000076
126,B,B-000000076
128,A,A-000000077
128,B,B-000000077
129,A,A-000000078
129,B,B-000000078
131,A,A-000000079
131,B,B-000000079
133,A,A-000000080
133,B,B-000000080
134,A,A-000000081
134,B,B-000000081
137,A,A-000000082
137,B,B-000000082
138,A,A-000000083
138,B,B-000000083
141,A,A-000000084
141,B,B-000000084
142,A,A-000000085
142,B,B-000000085
143,A,A-000000086
143,B,B-000000086
144,A,A-000000087
144,B,B-000000087
146,A,A-000000088
146,B,B-000000088
149,A,A-000000089
149,B,B-000000089
150,A,A-000000090
150,B,B-000000090
151,A,A-000000091
151,B,B-000000091
152,A,A-000000092
152,B,B-000000092
153,A,A-000000093
153,B,B-000000093
154,A,A-000000094
154,B,B-000000094
155,A,A-000000095
155,B,B-000000095
156,A,A-000000096
156,B,B-000000096
157,A,A-000000097
157,B,B-000000097
158,A,A-000000098
158,B,B-000000098
159,A,A-000000099
159,B,B-000000099
161,A,A-000000100
161,B,B-000000100
162,A,A-000000101
162,B,B-000000101
163,A,A-000000102
163,B,B-000000102
165,A,A-000000103
165,B,B-000000103
166,A,A-000000104
166,B,B-000000104
167,A,A-000000105
167,B,B-000000105
168,A,A-000000106
168,B,B-000000106
170,A,A-000000107
170,B,B-000000107
171,A,A-000000108
171,B,B-000000108
173,A,A-000000109
173,B,B-000000109
175,A,A-000000110
175,B,B-000000110
178,A,A-000000111
178,B,B-000000111
179,A,A-000000112
179,B,B-000000112
180,A,A-000000113
180,B,B-000000113
183,A,A-000000114
183,B,B-000000114
185,A,A-000000115
185,B,B-000000115
188,A,A-000000116
188,B,B-000000116
191,A,A-000000117
191,B,B-000000117
192,A,A-000000118
192,B,B-000000118
193,A,A-000000119
193,B,B-000000119
195,A,A-000000120
195,B,B-000000120
196,A,A-000000121
196,B,B-000000121
199,A,A-000000122
199,B,B-000000122
200,A,A-000000123
200,B,B-000000123
203,A,A-000000124
203,B,B-000000124
204,A,A-000000125
204,B,B-000000125
205,A,A-000000126
205,B,B-000000126
207,A,A-000000127
207,B,B-000000127
208,A,A-000000128
208,B,B-000000128
212,A,A-000000129
212,B,B-000000129
213,A,A-000000130
213,B,B-000000130
214,A,A-000000131
214,B,B-000000131
216,A,A-000000132
216,B,B-000000132
217,A,A-000000133
217,B,B-000000133
218,A,A-000000134
218,B,B-000000134
219,A,A-000000135
219,B,B-000000135
220,A,A-000000136
220,B,B-000000136
222,A,A-000000137
222,B,B-000000137
223,A,A-000000138
223,B,B-000000138
227,A,A-000000139
227,B,B-000000139
231,A,A-000000140
231,B,B-000000140
232,A,A-000000141
232,B,B-000000141
233,A,A-000000142
233,B,B-000000142
236,A,A-000000143
236,B,B-000000143
239,A,A-000000144
239,B,B-000000144
240,A,A-000000145
240,B,B-000000145
242,A,A-000000146
242,B,B-000000146
243,A,A-000000147
243,B,B-000000147
244,A,A-000000148
244,B,B-000000148
246,A,A-000000149
246,B,B-000000149
254,A,A-000000150
254,B,B-000000150
255,A,A-000000151
255,B,B-000000151
256,A,A-000000152
256,B,B-000000152
257,A,A-000000153
257,B,B-000000153
258,A,A-000000154
258,B,B-000000154
259,A,A-000000155
259,B,B-000000155
262,A,A-000000156
262,B,B-000000156
264,A,A-000000157
264,B,B-000000157
266,A,A-000000158
266,B,B-000000158
271,A,A-000000159
271,B,B-000000159
272,A,A-000000160
272,B,B-000000160
273,A,A-000000161
273,B,B-000000161
274,A,A-000000162
274,B,B-000000162
278,A,A-000000163
278,B,B-000000163
279,A,A-000000164
279,B,B-000000164
280,A,A-000000165
280,B,B-000000165
281,A,A-000000166
281,B,B-000000166
284,A,A-000000167
284,B,B-000000167
285,A,A-000000168
285,B,B-000000168
287,A,A-000000169
287,B,B-000000169
288,A,A-000000170
288,B,B-000000170
289,A,A-000000171
289,B,B-000000171
291,A,A-000000172
291,B,B-000000172
292,A,A-000000173
292,B,B-000000173
294,A,A-000000174
294,B,B-000000174
296,A,A-000000175
296,B,B-000000175
299,A,A-000000176
299,B,B-000000176
300,A,A-000000177
300,B,B-000000177
301,A,A-000000178
301,B,B-000000178
308,A,A-000000179
308,B,B-000000179
309,A,A-000000180
309,B,B-000000180
311,A,A-000000181
311,B,B-000000181
315,A,A-000000182
315,B,B-000000182
317,A,A-000000183
317,B,B-000000183
319,A,A-000000184
319,B,B-000000184
326,A,A-000000185
326,B,B-000000185
327,A,A-000000186
327,B,B-000000186
329,A,A-000000187
329,B,B-000000187
330,A,A-000000188
330,B,B-000000188
333,A,A-000000189
333,B,B-000000189
334,A,A-000000190
334,B,B-000000190
335,A,A-000000191
335,B,B-000000191
337,A,A-000000192
337,B,B-000000192
339,A,A-000000193
339,B,B-000000193
340,A,A-000000194
340,B,B-000000194
341,A,A-000000195
341,B,B-000000195
343,A,A-000000196
343,B,B-000000196
344,A,A-000000197
344,B,B-000000197
345,A,A-000000198
345,B,B-000000198
348,A,A-000000199
348,B,B-000000199
351,A,A-000000200
351,B,B-000000200
353,A,A-000000201
353,B,B-000000201
355,A,A-000000202
355,B,B-000000202
356,A,A-000000203
356,B,B-000000203
357,A,A-000000204
357,B,B-000000204
358,A,A-000000205
358,B,B-000000205
360,A,A-000000206
360,B,B-000000206
361,A,A-000000207
361,B,B-000000207
365,A,A-000000208
365,B,B-000000208
369,A,A-000000209
369,B,B-000000209
370,A,A-000000210
370,B,B-000000210
371,A,A-000000211
371,B,B-000000211
372,A,A-000000212
372,B,B-000000212
373,A,A-000000213
373,B,B-000000213
375,A,A-000000214
375,B,B-000000214
376,A,A-000000215
376,B,B-000000215
377,A,A-000000216
377,B,B-000000216
378,A,A-000000217
378,B,B-000000217
380,A,A-000000218
380,B,B-000000218
381,A,A-000000219
381,B,B-000000219
382,A,A-000000220
382,B,B-000000220
383,A,A-000000221
383,B,B-000000221
384,A,A-000000222
384,B,B-000000222
386,A,A-000000223
386,B,B-000000223
388,A,A-000000224
388,B,B-000000224
389,A,A-000000225
389,B,B-000000225
391,A,A-000000226
391,B,B-000000226
395,A,A-000000227
395,B,B-000000227
397,A,A-000000228
397,B,B-000000228
398,A,A-000000229
398,B,B-000000229
399,A,A-000000230
399,B,B-000000230
400,A,A-000000231
400,B,B-000000231
402,A,A-000000232
402,B,B-000000232
404,A,A-000000233
404,B,B-000000233
405,A,A-000000234
405,B,B-000000234
407,A,A-000000235
407,B,B-000000235
408,A,A-000000236
408,B,B-000000236
410,A,A-000000237
410,B,B-000000237
411,A,A-000000238
411,B,B-000000238
413,A,A-000000239
413,B,B-000000239
414,A,A-000000240
414,B,B-000000240
415,A,A-000000241
415,B,B-000000241
416,A,A-000000242
416,B,B-000000242
417,A,A-000000243
417,B,B-000000243
418,A,A-000000244
418,B,B-000000244
419,A,A-000000245
419,B,B-000000245
421,A,A-000000246
421,B,B-000000246
422,A,A-000000247
422,B,B-000000247
427,A,A-000000248
427,B,B-000000248
429,A,A-000000249
429,B,B-000000249
430,A,A-000000250
430,B,B-000000250
432,A,A-000000251
432,B,B-000000251
434,A,A-000000252
434,B,B-000000252
435,A,A-000000253
435,B,B-000000253
436,A,A-000000254
436,B,B-000000254
439,A,A-000000255
439,B,B-000000255
440,A,A-000000256
440,B,B-000000256
441,A,A-000000257
441,B,B-000000257
442,A,A-000000258
442,B,B-000000258
443,A,A-000000259
443,B,B-000000259
444,A,A-000000260
444,B,B-000000260
445,A,A-000000261
445,B,B-000000261
450,A,A-000000262
450,B,B-000000262
451,A,A-000000263
451,B,B-000000263
453,A,A-000000264
453,B,B-000000264
454,A,A-000000265
454,B,B-000000265
455,A,A-000000266
455,B,B-000000266
456,A,A-000000267
456,B,B-000000267
457,A,A-000000268
457,B,B-000000268
458,A,A-000000269
458,B,B-000000269
464,A,A-000000270
464,B,B-000000270
466,A,A-000000271
466,B,B-000000271
467,A,A-000000272
467,B,B-000000272
468,A,A-000000273
468,B,B-000000273
469,A,A-000000274
469,B,B-000000274
470,A,A-000000275
470,B,B-000000275
471,A,A-000000276
471,B,B-000000276
473,A,A-000000277
473,B,B-000000277
474,A,A-000000278
474,B,B-000000278
475,A,A-000000279
475,B,B-000000279
476,A,A-000000280
476,B,B-000000280
478,A,A-000000281
478,B,B-000000281
480,A,A-000000282
480,B,B-000000282
482,A,A-000000283
482,B,B-000000283
483,A,A-000000284
483,B,B-000000284
486,A,A-000000285
486,B,B-000000285
487,A,A-000000286
487,B,B-000000286
488,A,A-000000287
488,B,B-000000287
489,A,A-000000288
489,B,B-000000288
490,A,A-000000289
490,B,B-000000289
491,A,A-000000290
491,B,B-000000290
492,A,A-000000291
492,B,B-000000291
493,A,A-000000292
493,B,B-000000292
495,A,A-000000293
495,B,B-000000293
496,A,A-000000294
496,B,B-000000294
497,A,A-000000295
497,B,B-000000295
498,A,A-000000296
498,B,B-000000296
499,A,A-000000297
499,B,B-000000297
500,A,A-000000298
500,B,B-000000298
502,A,A-000000299
502,B,B-000000299
503,A,A-000000300
503,B,B-000000300
504,A,A-000000301
504,B,B-000000301
505,A,A-000000302
505,B,B-000000302
506,A,A-000000303
506,B,B-000000303
509,A,A-000000304
509,B,B-000000304
510,A,A-000000305
510,B,B-000000305
513,A,A-000000306
513,B,B-000000306
515,A,A-000000307
515,B,B-000000307
516,A,A-000000308
516,B,B-000000308
518,A,A-000000309
518,B,B-000000309
519,A,A-000000310
519,B,B-000000310
520,A,A-000000311
520,B,B-000000311
521,A,A-000000312
521,B,B-000000312
522,A,A-000000313
522,B,B-000000313
523,A,A-000000314
523,B,B-000000314
524,A,A-000000315
524,B,B-000000315
525,A,A-000000316
525,B,B-000000316
526,A,A-000000317
526,B,B-000000317
527,A,A-000000318
527,B,B-000000318
529,A,A-000000319
529,B,B-000000319
530,A,A-000000320
530,B,B-000000320
532,A,A-000000321
532,B,B-000000321
533,A,A-000000322
533,B,B-000000322
534,A,A-000000323
534,B,B-000000323
535,A,A-000000324
535,B,B-000000324
536,A,A-000000325
536,B,B-000000325
537,A,A-000000326
537,B,B-000000326
538,A,A-000000327
538,B,B-000000327
539,A,A-000000328
539,B,B-000000328
542,A,A-000000329
542,B,B-000000329
543,A,A-000000330
543,B,B-000000330
545,A,A-000000331
545,B,B-000000331
546,A,A-000000332
546,B,B-000000332
547,A,A-000000333
547,B,B-000000333
548,A,A-000000334
548,B,B-000000334
552,A,A-000000335
552,B,B-000000335
554,A,A-000000336
554,B,B-000000336
556,A,A-000000337
556,B,B-000000337
557,A,A-000000338
557,B,B-000000338
558,A,A-000000339
558,B,B-000000339
559,A,A-000000340
559,B,B-000000340
560,A,A-000000341
560,B,B-000000341
561,A,A-000000342
561,B,B-000000342
562,A,A-000000343
562,B,B-000000343
564,A,A-000000344
564,B,B-000000344
567,A,A-000000345
567,B,B-000000345
568,A,A-000000346
568,B,B-000000346
569,A,A-000000347
569,B,B-000000347
572,A,A-000000348
572,B,B-000000348
573,A,A-000000349
573,B,B-000000349
574,A,A-000000350
574,B,B-000000350
577,A,A-000000351
577,B,B-000000351
580,A,A-000000352
580,B,B-000000352
581,A,A-000000353
581,B,B-000000353
583,A,A-000000354
583,B,B-000000354
584,A,A-000000355
584,B,B-000000355
585,A,A-000000356
585,B,B-000000356
588,A,A-000000357
588,B,B-000000357
589,A,A-000000358
589,B,B-000000358
590,A,A-000000359
590,B,B-000000359
591,A,A-000000360
591,B,B-000000360
595,A,A-000000361
595,B,B-000000361
598,A,A-000000362
598,B,B-000000362
599,A,A-000000363
599,B,B-000000363
600,A,A-000000364
600,B,B-000000364
604,A,A-000000365
604,B,B-000000365
605,A,A-000000366
605,B,B-000000366
608,A,A-000000367
608,B,B-000000367
610,A,A-000000368
610,B,B-000000368
612,A,A-000000369
612,B,B-000000369
615,A,A-000000370
615,B,B-000000370
617,A,A-000000371
617,B,B-000000371
618,A,A-000000372
618,B,B-000000372
619,A,A-000000373
619,B,B-000000373
625,A,A-000000374
625,B,B-000000374
627,A,A-000000375
627,B,B-000000375
628,A,A-000000376
628,B,B-000000376
633,A,A-000000377
633,B,B-000000377
634,A,A-000000378
634,B,B-000000378
636,A,A-000000379
636,B,B-000000379
638,A,A-000000380
638,B,B-000000380
639,A,A-000000381
639,B,B-000000381
640,A,A-000000382
640,B,B-000000382
641,A,A-000000383
641,B,B-000000383
643,A,A-000000384
643,B,B-000000384
645,A,A-000000385
645,B,B-000000385
646,A,A-000000386
646,B,B-000000386
647,A,A-000000387
647,B,B-000000387
648,A,A-000000388
648,B,B-000000388
649,A,A-000000389
649,B,B-000000389
650,A,A-000000390
650,B,B-000000390
651,A,A-000000391
651,B,B-000000391
653,A,A-000000392
653,B,B-000000392
654,A,A-000000393
654,B,B-000000393
655,A,A-000000394
655,B,B-000000394
657,A,A-000000395
657,B,B-000000395
658,A,A-000000396
658,B,B-000000396
660,A,A-000000397
660,B,B-000000397
661,A,A-000000398
661,B,B-000000398
662,A,A-000000399
662,B,B-000000399
663,A,A-000000400
663,B,B-000000400
665,A,A-000000401
665,B,B-000000401
667,A,A-000000402
667,B,B-000000402
669,A,A-000000403
669,B,B-000000403
670,A,A-000000404
670,B,B-000000404
672,A,A-000000405
672,B,B-000000405
673,A,A-000000406
673,B,B-000000406
674,A,A-000000407
674,B,B-000000407
679,A,A-000000408
679,B,B-000000408
680,A,A-000000409
680,B,B-000000409
681,A,A-000000410
681,B,B-000000410
682,A,A-000000411
682,B,B-000000411
683,A,A-000000412
683,B,B-000000412
684,A,A-000000413
684,B,B-000000413
689,A,A-000000414
689,B,B-000000414
691,A,A-000000415
691,B,B-000000415
692,A,A-000000416
692,B,B-000000416
694,A,A-000000417
694,B,B-000000417
695,A,A-000000418
695,B,B-000000418
697,A,A-000000419
697,B,B-000000419
699,A,A-000000420
699,B,B-000000420
700,A,A-000000421
700,B,B-000000421
701,A,A-000000422
701,B,B-000000422
702,A,A-000000423
702,B,B-000000423
704,A,A-000000424
704,B,B-000000424
705,A,A-000000425
705,B,B-000000425
706,A,A-000000426
706,B,B-000000426
707,A,A-000000427
707,B,B-000000427
709,A,A-000000428
709,B,B-000000428
711,A,A-000000429
711,B,B-000000429
712,A,A-000000430
712,B,B-000000430
713,A,A-000000431
713,B,B-000000431
714,A,A-000000432
714,B,B-000000432
715,A,A-000000433
715,B,B-000000433
716,A,A-000000434
716,B,B-000000434
717,A,A-000000435
717,B,B-000000435
718,A,A-000000436
718,B,B-000000436
719,A,A-000000437
719,B,B-000000437
724,A,A-000000438
724,B,B-000000438
727,A,A-000000439
727,B,B-000000439
728,A,A-000000440
728,B,B-000000440
729,A,A-000000441
729,B,B-000000441
730,A,A-000000442
730,B,B-000000442
732,A,A-000000443
732,B,B-000000443
736,A,A-000000444
736,B,B-000000444
737,A,A-000000445
737,B,B-000000445
738,A,A-000000446
738,B,B-000000446
739,A,A-000000447
739,B,B-000000447
741,A,A-000000448
741,B,B-000000448
742,A,A-000000449
742,B,B-000000449
743,A,A-000000450
743,B,B-000000450
745,A,A-000000451
745,B,B-000000451
746,A,A-000000452
746,B,B-000000452
748,A,A-000000453
748,B,B-000000453
751,A,A-000000454
751,B,B-000000454
752,A,A-000000455
752,B,B-000000455
753,A,A-000000456
753,B,B-000000456
754,A,A-000000457
754,B,B-000000457
755,A,A-000000458
755,B,B-000000458
757,A,A-000000459
757,B,B-000000459
759,A,A-000000460
759,B,B-000000460
761,A,A-000000461
761,B,B-000000461
762,A,A-000000462
762,B,B-000000462
764,A,A-000000463
764,B,B-000000463
765,A,A-000000464
765,B,B-000000464
766,A,A-000000465
766,B,B-000000465
767,A,A-000000466
767,B,B-000000466
768,A,A-000000467
768,B,B-000000467
769,A,A-000000468
769,B,B-000000468
770,A,A-000000469
770,B,B-000000469
771,A,A-000000470
771,B,B-000000470
772,A,A-000000471
772,B,B-000000471
773,A,A-000000472
773,B,B-000000472
774,A,A-000000473
774,B,B-000000473
776,A,A-000000474
776,B,B-000000474
777,A,A-000000475
777,B,B-000000475
778,A,A-000000476
778,B,B-000000476
780,A,A-000000477
780,B,B-000000477
782,A,A-000000478
782,B,B-000000478
783,A,A-000000479
783,B,B-000000479
785,A,A-000000480
785,B,B-000000480
786,A,A-000000481
786,B,B-000000481
787,A,A-000000482
787,B,B-000000482
791,A,A-000000483
791,B,B-000000483
793,A,A-000000484
793,B,B-000000484
794,A,A-000000485
794,B,B-000000485
800,A,A-000000486
800,B,B-000000486
802,A,A-000000487
802,B,B-000000487
804,A,A-000000488
804,B,B-000000488
805,A,A-000000489
805,B,B-000000489
810,A,A-000000490
810,B,B-000000490
811,A,A-000000491
811,B,B-000000491
812,A,A-000000492
812,B,B-000000492
813,A,A-000000493
813,B,B-000000493
814,A,A-000000494
814,B,B-000000494
815,A,A-000000495
815,B,B-000000495
820,A,A-000000496
820,B,B-000000496
822,A,A-000000497
822,B,B-000000497
823,A,A-000000498
823,B,B-000000498
824,A,A-000000499
824,B,B-000000499
826,A,A-000000500
826,B,B-000000500
828,A,A-000000501
828,B,B-000000501
829,A,A-000000502
829,B,B-000000502
831,A,A-000000503
831,B,B-000000503
833,A,A-000000504
833,B,B-000000504
836,A,A-000000505
836,B,B-000000505
837,A,A-000000506
837,B,B-000000506
841,A,A-000000507
841,B,B-000000507
844,A,A-000000508
844,B,B-000000508
847,A,A-000000509
847,B,B-000000509
849,A,A-000000510
849,B,B-000000510
850,A,A-000000511
850,B,B-000000511
852,A,A-000000512
852,B,B-000000512
853,A,A-000000513
853,B,B-000000513
854,A,A-000000514
854,B,B-000000514
855,A,A-000000515
855,B,B-000000515
858,A,A-000000516
858,B,B-000000516
860,A,A-000000517
860,B,B-000000517
862,A,A-000000518
862,B,B-000000518
863,A,A-000000519
863,B,B-000000519
864,A,A-000000520
864,B,B-000000520
865,A,A-000000521
865,B,B-000000521
868,A,A-000000522
868,B,B-000000522
869,A,A-000000523
869,B,B-000000523
870,A,A-000000524
870,B,B-000000524
874,A,A-000000525
874,B,B-000000525
875,A,A-000000526
875,B,B-000000526
878,A,A-000000527
878,B,B-000000527
879,A,A-000000528
879,B,B-000000528
881,A,A-000000529
881,B,B-000000529
882,A,A-000000530
882,B,B-000000530
883,A,A-000000531
883,B,B-000000531
884,A,A-000000532
884,B,B-000000532
889,A,A-000000533
889,B,B-000000533
892,A,A-000000534
892,B,B-000000534
895,A,A-000000535
895,B,B-000000535
896,A,A-000000536
896,B,B-000000536
897,A,A-000000537
897,B,B-000000537
899,A,A-000000538
899,B,B-000000538
900,A,A-000000539
900,B,B-000000539
902,A,A-000000540
902,B,B-000000540
904,A,A-000000541
904,B,B-000000541
906,A,A-000000542
906,B,B-000000542
907,A,A-000000543
907,B,B-000000543
908,A,A-000000544
908,B,B-000000544
909,A,A-000000545
909,B,B-000000545
910,A,A-000000546
910,B,B-000000546
912,A,A-000000547
912,B,B-000000547
913,A,A-000000548
913,B,B-000000548
915,A,A-000000549
915,B,B-000000549
917,A,A-000000550
917,B,B-000000550
919,A,A-000000551
919,B,B-000000551
920,A,A-000000552
920,B,B-000000552
921,A,A-000000553
921,B,B-000000553
922,A,A-000000554
922,B,B-000000554
924,A,A-000000555
924,B,B-000000555
925,A,A-000000556
925,B,B-000000556
928,A,A-000000557
928,B,B-000000557
929,A,A-000000558
929,B,B-000000558
930,A,A-000000559
930,B,B-000000559
932,A,A-000000560
932,B,B-000000560
933,A,A-000000561
933,B,B-000000561
934,A,A-000000562
934,B,B-000000562
935,A,A-000000563
935,B,B-000000563
937,A,A-000000564
937,B,B-000000564
938,A,A-000000565
938,B,B-000000565
939,A,A-000000566
939,B,B-000000566
940,A,A-000000567
940,B,B-000000567
941,A,A-000000568
941,B,B-000000568
943,A,A-000000569
943,B,B-000000569
945,A,A-000000570
945,B,B-000000570
947,A,A-000000571
947,B,B-000000571
949,A,A-000000572
949,B,B-000000572
950,A,A-000000573
950,B,B-000000573
953,A,A-000000574
953,B,B-000000574
955,A,A-000000575
955,B,B-000000575
956,A,A-000000576
956,B,B-000000576
958,A,A-000000577
958,B,B-000000577
961,A,A-000000578
961,B,B-000000578
964,A,A-000000579
964,B,B-000000579
965,A,A-000000580
965,B,B-000000580
968,A,A-000000581
968,B,B-000000581
969,A,A-000000582
969,B,B-000000582
971,A,A-000000583
971,B,B-000000583
972,A,A-000000584
972,B,B-000000584
973,A,A-000000585
973,B,B-000000585
974,A,A-000000586
974,B,B-000000586
978,A,A-000000587
978,B,B-000000587
979,A,A-000000588
979,B,B-000000588
981,A,A-000000589
981,B,B-000000589
982,A,A-000000590
982,B,B-000000590
983,A,A-000000591
983,B,B-000000591
985,A,A-000000592
985,B,B-000000592
986,A,A-000000593
986,B,B-000000593
987,A,A-000000594
987,B,B-000000594
989,A,A-000000595
989,B,B-000000595
994,A,A-000000596
994,B,B-000000596
996,A,A-000000597
996,B,B-000000597
997,A,A-000000598
997,B,B-000000598
998,A,A-000000599
998,B,B-000000599
1001,A,A-000000600
1001,B,B-000000600
1003,A,A-000000601
1003,B,B-000000601
1005,A,A-000000602
1005,B,B-000000602
1006,A,A-000000603
1006,B,B-000000603
1008,A,A-000000604
1008,B,B-000000604
1009,A,A-000000605
1009,B,B-000000605
1010,A,A-000000606
1010,B,B-000000606
1011,A,A-000000607
1011,B,B-000000607
1012,A,A-000000608
1012,B,B-000000608
1013,A,A-000000609
1013,B,B-000000609
1014,A,A-000000610
1014,B,B-000000610
1016,A,A-000000611
1016,B,B-000000611
1017,A,A-000000612
1017,B,B-000000612
1018,A,A-000000613
1018,B,B-000000613
1019,A,A-000000614
1019,B,B-000000614
1020,A,A-000000615
1020,B,B-000000615
1021,A,A-000000616
1021,B,B-000000616
1022,A,A-000000617
1022,B,B-000000617
1024,A,A-000000618
1024,B,B-000000618
1025,A,A-000000619
1025,B,B-000000619
1027,A,A-000000620
1027,B,B-000000620
1028,A,A-000000621
1028,B,B-000000621
1029,A,A-000000622
1029,B,B-000000622
1030,A,A-000000623
1030,B,B-000000623
1036,A,A-000000624
1036,B,B-000000624
1037,A,A-000000625
1037,B,B-000000625
1038,A,A-000000626
1038,B,B-000000626
1039,A,A-000000627
1039,B,B-000000627
1040,A,A-000000628
1040,B,B-000000628
1042,A,A-000000629
1042,B,B-000000629
1043,A,A-000000630
1043,B,B-000000630
1044,A,A-000000631
1044,B,B-000000631
1046,A,A-000000632
1046,B,B-000000632
1047,A,A-000000633
1047,B,B-000000633
1048,A,A-000000634
1048,B,B-000000634
1050,A,A-000000635
1050,B,B-000000635
1051,A,A-000000636
1051,B,B-000000636
1052,A,A-000000637
1052,B,B-000000637
1054,A,A-000000638
1054,B,B-000000638
1056,A,A-000000639
1056,B,B-000000639
1058,A,A-000000640
1058,B,B-000000640
1064,A,A-000000641
1064,B,B-000000641
1065,A,A-000000642
1065,B,B-000000642
1068,A,A-000000643
1068,B,B-000000643
1070,A,A-000000644
1070,B,B-000000644
1071,A,A-000000645
1071,B,B-000000645
1072,A,A-000000646
1072,B,B-000000646
1073,A,A-000000647
1073,B,B-000000647
1076,A,A-000000648
1076,B,B-000000648
1080,A,A-000000649
1080,B,B-000000649
1081,A,A-000000650
1081,B,B-000000650
1082,A,A-000000651
1082,B,B-000000651
1084,A,A-000000652
1084,B,B-000000652
1085,A,A-000000653
1085,B,B-000000653
1086,A,A-000000654
1086,B,B-000000654
1087,A,A-000000655
1087,B,B-000000655
1088,A,A-000000656
1088,B,B-000000656
1089,A,A-000000657
1089,B,B-000000657
1091,A,A-000000658
1091,B,B-000000658
1092,A,A-000000659
1092,B,B-000000659
1093,A,A-000000660
1093,B,B-000000660
1094,A,A-000000661
1094,B,B-000000661
1099,A,A-000000662
1099,B,B-000000662
1100,A,A-000000663
1100,B,B-000000663
1101,A,A-000000664
1101,B,B-000000664
1103,A,A-000000665
1103,B,B-000000665
1104,A,A-000000666
1104,B,B-000000666
1105,A,A-000000667
1105,B,B-000000667
1107,A,A-000000668
1107,B,B-000000668
1109,A,A-000000669
1109,B,B-000000669
1111,A,A-000000670
1111,B,B-000000670
1113,A,A-000000671
1113,B,B-000000671
1114,A,A-000000672
1114,B,B-000000672
1116,A,A-000000673
1116,B,B-000000673
1117,A,A-000000674
1117,B,B-000000674
1118,A,A-000000675
1118,B,B-000000675
1119,A,A-000000676
1119,B,B-000000676
1120,A,A-000000677
1120,B,B-000000677
1122,A,A-000000678
1122,B,B-000000678
1123,A,A-000000679
1123,B,B-000000679
1125,A,A-000000680
1125,B,B-000000680
1126,A,A-000000681
1126,B,B-000000681
1128,A,A-000000682
1128,B,B-000000682
1132,A,A-000000683
1132,B,B-000000683
1133,A,A-000000684
1133,B,B-000000684
1136,A,A-000000685
1136,B,B-000000685
1137,A,A-000000686
1137,B,B-000000686
1139,A,A-000000687
1139,B,B-000000687
1140,A,A-000000688
1140,B,B-000000688
1142,A,A-000000689
1142,B,B-000000689
