PersonKey,A_RecordKey,B_RecordKey
171,A-000000102,B-000000108
173,A-000000103,B-000000109
175,A-000000104,B-000000110
178,A-000000105,B-000000111
179,A-000000106,B-000000112
180,A-000000107,B-000000113
183,A-000000108,B-000000114
185,A-000000109,B-000000115
188,A-000000110,B-000000116
191,A-000000111,B-000000117
192,A-000000112,B-000000118
193,A-000000113,B-000000119
195,,B-000000120
196,A-000000114,B-000000121
199,,B-000000122
200,A-000000115,B-000000123
203,A-000000116,B-000000124
204,A-000000117,B-000000125
205,A-000000118,B-000000126
207,A-000000119,B-000000127
208,A-000000120,B-000000128
212,A-000000121,B-000000129
213,A-000000122,B-000000130
214,A-000000123,B-000000131
216,A-000000124,B-000000132
217,A-000000125,B-000000133
218,A-000000126,B-000000134
219,A-000000127,B-000000135
220,A-000000128,B-000000136
222,A-000000129,B-000000137
223,A-000000130,B-000000138
227,A-000000131,B-000000139
231,A-000000132,B-000000140
232,A-000000133,B-000000141
233,A-000000134,B-000000142
236,A-000000135,B-000000143
239,A-000000136,B-000000144
240,A-000000137,B-000000145
242,A-000000138,B-000000146
243,A-000000139,B-000000147
244,A-000000140,B-000000148
246,A-000000141,B-000000149
254,A-000000142,B-000000150
255,A-000000143,B-000000151
256,A-000000144,B-000000152
257,A-000000145,B-000000153
258,A-000000146,B-000000154
259,A-000000147,B-000000155
262,A-000000148,B-000000156
264,A-000000149,B-000000157
266,A-000000150,B-000000158
271,A-000000151,B-000000159
272,A-000000152,B-000000160
273,A-000000153,B-000000161
274,A-000000154,B-000000162
278,,B-000000163
279,A-000000155,B-000000164
280,A-000000156,B-000000165
281,A-000000157,B-000000166
284,A-000000158,B-000000167
285,A-000000159,B-000000168
287,A-000000160,B-000000169
288,A-000000161,B-000000170
289,A-000000162,B-000000171
291,A-000000163,B-000000172
292,A-000000164,B-000000173
294,A-000000165,B-000000174
296,A-000000166,B-000000175
299,A-000000167,B-000000176
300,A-000000168,B-000000177
301,A-000000169,B-000000178
308,A-000000170,B-000000179
309,A-000000171,B-000000180
311,A-000000172,B-000000181
315,A-000000173,B-000000182
317,A-000000174,B-000000183
319,,B-000000184
326,A-000000175,B-000000185
327,A-000000176,B-000000186
329,A-000000177,B-000000187
330,A-000000178,B-000000188
333,A-000000179,B-000000189
334,A-000000180,B-000000190
335,A-000000181,B-000000191
337,A-000000182,B-000000192
339,A-000000183,B-000000193
340,A-000000184,B-000000194
341,A-000000185,B-000000195
343,A-000000186,B-000000196
344,A-000000187,B-000000197
345,A-000000188,B-000000198
348,A-000000189,B-000000199
351,A-000000190,B-000000200
353,A-000000191,B-000000201
355,A-000000192,B-000000202
356,A-000000193,B-000000203
357,A-000000194,B-000000204
358,A-000000195,B-000000205
360,,B-000000206
361,A-000000196,B-000000207
365,A-000000197,B-000000208
369,A-000000198,B-000000209
370,A-000000199,B-000000210
371,A-000000200,B-000000211
372,A-000000201,B-000000212
373,,B-000000213
375,A-000000202,B-000000214
376,A-000000203,B-000000215
377,A-000000204,B-000000216
378,A-000000205,B-000000217
380,A-000000206,B-000000218
381,A-000000207,B-000000219
382,,B-000000220
383,A-000000208,B-000000221
384,A-000000209,B-000000222
386,A-000000210,B-000000223
388,A-000000211,B-000000224
389,A-000000212,B-000000225
391,A-000000213,B-000000226
395,,B-000000227
397,A-000000214,B-000000228
398,A-000000215,B-000000229
399,A-000000216,B-000000230
400,A-000000217,B-000000231
402,A-000000218,B-000000232
404,A-000000219,B-000000233
405,A-000000220,B-000000234
407,A-000000221,B-000000235
408,A-000000222,B-000000236
410,A-000000223,B-000000237
411,A-000000224,B-000000238
413,,B-000000239
414,A-000000225,B-000000240
415,A-000000226,B-000000241
416,A-000000227,B-000000242
417,A-000000228,B-000000243
418,A-000000229,B-000000244
419,A-000000230,B-000000245
421,A-000000231,B-000000246
422,A-000000232,B-000000247
427,A-000000233,B-000000248
429,A-000000234,B-000000249
430,A-000000235,B-000000250
432,A-000000236,B-000000251
434,,B-000000252
435,A-000000237,B-000000253
436,A-000000238,B-000000254
439,A-000000239,B-000000255
440,A-000000240,B-000000256
441,A-000000241,B-000000257
442,A-000000242,B-000000258
443,A-000000243,B-000000259
444,A-000000244,B-000000260
445,,B-000000261
450,A-000000245,B-000000262
451,A-000000246,B-000000263
453,A-000000247,B-000000264
454,A-000000248,B-000000265
455,A-000000249,B-000000266
456,A-000000250,B-000000267
457,A-000000251,B-000000268
458,A-000000252,B-000000269
464,A-000000253,B-000000270
466,A-000000254,B-000000271
467,A-000000255,B-000000272
468,A-000000256,B-000000273
469,A-000000257,B-000000274
470,A-000000258,B-000000275
471,A-000000259,B-000000276
473,A-000000260,B-000000277
474,A-000000261,B-000000278
475,A-000000262,B-000000279
476,A-000000263,B-000000280
478,A-000000264,B-000000281
480,A-000000265,B-000000282
482,A-000000266,B-000000283
483,A-000000267,B-000000284
486,A-000000268,B-000000285
487,A-000000269,B-000000286
488,A-000000270,B-000000287
489,A-000000271,B-000000288
490,A-000000272,B-000000289
491,A-000000273,B-000000290
492,A-000000274,B-000000291
493,A-000000275,B-000000292
495,A-000000276,B-000000293
496,A-000000277,B-000000294
497,A-000000278,B-000000295
498,A-000000279,B-000000296
499,A-000000280,B-000000297
500,A-000000281,B-000000298
502,A-000000282,B-000000299
503,A-000000283,B-000000300
504,A-000000284,B-000000301
505,A-000000285,B-000000302
506,A-000000286,B-000000303
509,,B-000000304
510,A-000000287,B-000000305
513,A-000000288,B-000000306
515,A-000000289,B-000000307
516,A-000000290,B-000000308
518,A-000000291,B-000000309
519,,B-000000310
520,A-000000292,B-000000311
521,,B-000000312
522,A-000000293,B-000000313
523,A-000000294,B-000000314
524,A-000000295,B-000000315
525,A-000000296,B-000000316
526,,B-000000317
527,A-000000297,B-000000318
529,A-000000298,B-000000319
530,A-000000299,B-000000320
532,A-000000300,B-000000321
533,A-000000301,B-000000322
534,A-000000302,B-000000323
535,A-000000303,B-000000324
536,A-000000304,B-000000325
537,A-000000305,B-000000326
538,,B-000000327
539,A-000000306,B-000000328
542,A-000000307,B-000000329
543,A-000000308,B-000000330
545,A-000000309,B-000000331
546,A-000000310,B-000000332
547,,B-000000333
548,A-000000311,B-000000334
552,A-000000312,B-000000335
554,A-000000313,B-000000336
556,A-000000314,B-000000337
557,A-000000315,B-000000338
558,A-000000316,B-000000339
559,A-000000317,B-000000340
560,A-000000318,B-000000341
561,A-000000319,B-000000342
562,A-000000320,B-000000343
564,A-000000321,B-000000344
567,A-000000322,B-000000345
568,,B-000000346
569,A-000000323,B-000000347
572,A-000000324,B-000000348
573,A-000000325,B-000000349
574,A-000000326,B-000000350
577,A-000000327,B-000000351
580,A-000000328,B-000000352
581,A-000000329,B-000000353
583,A-000000330,B-000000354
584,A-000000331,B-000000355
585,A-000000332,B-000000356
588,A-000000333,B-000000357
589,A-000000334,B-000000358
590,,B-000000359
591,A-000000335,B-000000360
595,,B-000000361
598,A-000000336,B-000000362
599,A-000000337,B-000000363
600,A-000000338,B-000000364
604,A-000000339,B-000000365
605,A-000000340,B-000000366
608,,B-000000367
610,A-000000341,B-000000368
612,A-000000342,B-000000369
615,A-000000343,B-000000370
617,A-000000344,B-000000371
618,A-000000345,B-000000372
619,A-000000346,B-000000373
625,A-000000347,B-000000374
627,A-000000348,B-000000375
628,A-000000349,B-000000376
633,A-000000350,B-000000377
634,A-000000351,B-000000378
636,,B-000000379
638,A-000000352,B-000000380
639,A-000000353,B-000000381
640,A-000000354,B-000000382
641,A-000000355,B-000000383
643,A-000000356,B-000000384
645,A-000000357,B-000000385
646,A-000000358,B-000000386
647,A-000000359,B-000000387
648,A-000000360,B-000000388
649,A-000000361,B-000000389
650,,B-000000390
651,A-000000362,B-000000391
653,A-000000363,B-000000392
654,A-000000364,B-000000393
655,A-000000365,B-000000394
657,A-000000366,B-000000395
658,A-000000367,B-000000396
660,A-000000368,B-000000397
661,A-000000369,B-000000398
662,A-000000370,B-000000399
663,A-000000371,B-000000400
665,A-000000372,B-000000401
667,A-000000373,B-000000402
669,A-000000374,B-000000403
670,A-000000375,B-000000404
672,A-000000376,B-000000405
673,A-000000377,B-000000406
674,A-000000378,B-000000407
679,A-000000379,B-000000408
680,A-000000380,B-000000409
681,A-000000381,B-000000410
682,A-000000382,B-000000411
683,A-000000383,B-000000412
684,A-000000384,B-000000413
689,A-000000385,B-000000414
691,A-000000386,B-000000415
692,A-000000387,B-000000416
694,A-000000388,B-000000417
695,,B-000000418
697,A-000000389,B-000000419
699,A-000000390,B-000000420
700,A-000000391,B-000000421
701,A-000000392,B-000000422
702,A-000000393,B-000000423
704,A-000000394,B-000000424
705,A-000000395,B-000000425
706,,B-000000426
707,A-000000396,B-000000427
709,A-000000397,B-000000428
711,,B-000000429
712,A-000000398,B-000000430
713,A-000000399,B-000000431
714,,B-000000432
715,A-000000400,B-000000433
716,A-000000401,B-000000434
717,A-000000402,B-000000435
718,A-000000403,B-000000436
719,A-000000404,B-000000437
724,A-000000405,B-000000438
727,A-000000406,B-000000439
728,A-000000407,B-000000440
729,A-000000408,B-000000441
730,A-000000409,B-000000442
732,A-000000410,B-000000443
736,A-000000411,B-000000444
737,A-000000412,B-000000445
738,A-000000413,B-000000446
739,A-000000414,B-000000447
741,A-000000415,B-000000448
742,A-000000416,B-000000449
743,A-000000417,B-000000450
745,A-000000418,B-000000451
746,A-000000419,B-000000452
748,A-000000420,B-000000453
751,A-000000421,B-000000454
752,A-000000422,B-000000455
753,A-000000423,B-000000456
754,A-000000424,B-000000457
755,A-000000425,B-000000458
757,A-000000426,B-000000459
759,A-000000427,B-000000460
761,A-000000428,B-000000461
762,A-000000429,B-000000462
764,A-000000430,B-000000463
765,A-000000431,B-000000464
766,A-000000432,B-000000465
767,A-000000433,B-000000466
768,,B-000000467
769,A-000000434,B-000000468
770,A-000000435,B-000000469
771,A-000000436,B-000000470
772,,B-000000471
773,A-000000437,B-000000472
774,A-000000438,B-000000473
776,A-000000439,B-000000474
777,A-000000440,B-000000475
778,A-000000441,B-000000476
780,A-000000442,B-000000477
782,A-000000443,B-000000478
783,A-000000444,B-000000479
785,A-000000445,B-000000480
786,A-000000446,B-000000481
787,A-000000447,B-000000482
791,A-000000448,B-000000483
793,A-000000449,B-000000484
794,A-000000450,B-000000485
800,A-000000451,B-000000486
802,A-000000452,B-000000487
804,A-000000453,B-000000488
805,A-000000454,B-000000489
810,A-000000455,B-000000490
811,A-000000456,B-000000491
812,,B-000000492
813,,B-000000493
814,A-000000457,B-000000494
815,A-000000458,B-000000495
820,A-000000459,B-000000496
822,A-000000460,B-000000497
823,A-000000461,B-000000498
824,,B-000000499
826,A-000000462,B-000000500
828,A-000000463,B-000000501
829,A-000000464,B-000000502
831,,B-000000503
833,A-000000465,B-000000504
836,A-000000466,B-000000505
837,A-000000467,B-000000506
841,A-000000468,B-000000507
844,A-000000469,B-000000508
847,A-000000470,B-000000509
849,A-000000471,B-000000510
850,A-000000472,B-000000511
852,A-000000473,B-000000512
853,A-000000474,B-000000513
854,A-000000475,B-000000514
855,A-000000476,B-000000515
858,A-000000477,B-000000516
860,A-000000478,B-000000517
862,A-000000479,B-000000518
863,A-000000480,B-000000519
864,A-000000481,B-000000520
865,A-000000482,B-000000521
868,A-000000483,B-000000522
869,A-000000484,B-000000523
870,A-000000485,B-000000524
874,A-000000486,B-000000525
875,A-000000487,B-000000526
878,A-000000488,B-000000527
879,A-000000489,B-000000528
881,A-000000490,B-000000529
882,A-000000491,B-000000530
883,A-000000492,B-000000531
884,A-000000493,B-000000532
889,A-000000494,B-000000533
892,A-000000495,B-000000534
895,A-000000496,B-000000535
896,A-000000497,B-000000536
897,A-000000498,B-000000537
899,A-000000499,B-000000538
900,A-000000500,B-000000539
902,A-000000501,B-000000540
904,A-000000502,B-000000541
906,A-000000503,B-000000542
907,A-000000504,B-000000543
908,A-000000505,B-000000544
909,A-000000506,B-000000545
910,A-000000507,B-000000546
912,A-000000508,B-000000547
913,,B-000000548
915,A-000000509,B-000000549
917,A-000000510,B-000000550
919,A-000000511,B-000000551
920,A-000000512,B-000000552
921,A-000000513,B-000000553
922,A-000000514,B-000000554
924,A-000000515,B-000000555
925,A-000000516,B-000000556
928,A-000000517,B-000000557
929,,B-000000558
930,A-000000518,B-000000559
932,A-000000519,B-000000560
933,A-000000520,B-000000561
934,A-000000521,B-000000562
935,A-000000522,B-000000563
937,A-000000523,B-000000564
938,A-000000524,B-000000565
939,A-000000525,B-000000566
940,A-000000526,B-000000567
941,,B-000000568
943,A-000000527,B-000000569
945,A-000000528,B-000000570
947,A-000000529,B-000000571
949,A-000000530,B-000000572
950,A-000000531,B-000000573
953,A-000000532,B-000000574
955,A-000000533,B-000000575
956,A-000000534,B-000000576
958,,B-000000577
961,A-000000535,B-000000578
964,A-000000536,B-000000579
965,A-000000537,B-000000580
968,,B-000000581
969,,B-000000582
971,A-000000538,B-000000583
972,A-000000539,B-000000584
972,A-000000539,B-000000585
973,A-000000540,B-000000586
973,A-000000540,B-000000587
974,A-000000541,B-000000588
974,A-000000541,B-000000589
978,A-000000542,B-000000590
978,A-000000542,B-000000591
979,A-000000543,B-000000592
979,A-000000543,B-000000593
981,A-000000544,B-000000594
981,A-000000544,B-000000595
982,A-000000545,B-000000596
982,A-000000545,B-000000597
983,A-000000546,B-000000598
983,A-000000546,B-000000599
985,A-000000547,B-000000600
985,A-000000547,B-000000601
986,,B-000000602
987,A-000000548,B-000000603
987,A-000000548,B-000000604
989,A-000000549,B-000000605
989,A-000000549,B-000000606
994,A-000000550,B-000000607
994,A-000000550,B-000000608
996,A-000000551,B-000000609
996,A-000000551,B-000000610
997,A-000000552,B-000000611
997,A-000000552,B-000000612
998,,B-000000613
1001,A-000000553,B-000000614
1001,A-000000553,B-000000615
1003,A-000000554,B-000000616
1003,A-000000554,B-000000617
1005,,B-000000618
1006,A-000000555,B-000000619
1006,A-000000555,B-000000620
1008,A-000000556,B-000000621
1008,A-000000556,B-000000622
1009,,B-000000623
1010,A-000000557,B-000000624
1010,A-000000557,B-000000625
1011,A-000000558,B-000000626
1011,A-000000558,B-000000627
1012,A-000000559,B-000000628
1012,A-000000559,B-000000629
1013,,B-000000630
1014,A-000000560,B-000000631
1014,A-000000560,B-000000632
1016,A-000000561,B-000000633
1016,A-000000561,B-000000634
1017,A-000000562,B-000000635
1017,A-000000562,B-000000636
1018,A-000000563,B-000000637
1018,A-000000563,B-000000638
1019,A-000000564,B-000000639
1019,A-000000564,B-000000640
1020,A-000000565,B-000000641
1020,A-000000565,B-000000642
1021,A-000000566,B-000000643
1021,A-000000566,B-000000644
1022,A-000000567,B-000000645
1022,A-000000567,B-000000646
1024,A-000000568,B-000000647
1024,A-000000568,B-000000648
1025,A-000000569,B-000000649
1025,A-000000569,B-000000650
1027,A-000000570,B-000000651
1027,A-000000570,B-000000652
1028,A-000000571,B-000000653
1028,A-000000571,B-000000654
1029,A-000000572,B-000000655
1029,A-000000572,B-000000656
1030,A-000000573,B-000000657
1030,A-000000573,B-000000658
1036,,B-000000659
1037,A-000000574,B-000000660
1037,A-000000574,B-000000661
1038,A-000000575,B-000000662
1038,A-000000575,B-000000663
1039,A-000000576,B-000000664
1039,A-000000576,B-000000665
1040,A-000000577,B-000000666
1040,A-000000577,B-000000667
1042,A-000000578,B-000000668
1042,A-000000578,B-000000669
1043,A-000000579,B-000000670
1043,A-000000579,B-000000671
1044,A-000000580,B-000000672
1044,A-000000580,B-000000673
1046,A-000000581,B-000000674
1046,A-000000581,B-000000675
1047,A-000000582,B-000000676
1047,A-000000582,B-000000677
1048,A-000000583,B-000000678
1048,A-000000583,B-000000679
1050,A-000000584,B-000000680
1050,A-000000584,B-000000681
1051,A-000000585,B-000000682
1051,A-000000585,B-000000683
1052,A-000000586,B-000000684
1052,A-000000586,B-000000685
1054,A-000000587,B-000000686
1054,A-000000587,B-000000687
1056,A-000000588,B-000000688
1056,A-000000588,B-000000689
1058,A-000000589,B-000000690
1058,A-000000589,B-000000691
1064,,B-000000692
1065,A-000000590,B-000000693
1065,A-000000590,B-000000694
1068,A-000000591,B-000000695
1068,A-000000591,B-000000696
1070,,B-000000697
1071,A-000000592,B-000000698
1071,A-000000592,B-000000699
1072,A-000000593,B-000000700
1072,A-000000593,B-000000701
1073,A-000000594,B-000000702
1073,A-000000594,B-000000703
1076,A-000000595,B-000000704
1076,A-000000595,B-000000705
1080,A-000000596,B-000000706
1080,A-000000596,B-000000707
1081,A-000000597,B-000000708
1081,A-000000597,B-000000709
1082,A-000000598,B-000000710
1082,A-000000598,B-000000711
1084,,B-000000712
1085,A-000000599,B-000000713
1085,A-000000599,B-000000714
1086,A-000000600,B-000000715
1086,A-000000600,B-000000716
1087,A-000000601,B-000000717
1087,A-000000601,B-000000718
1088,A-000000602,B-000000719
1088,A-000000602,B-000000720
1089,A-000000603,B-000000721
1089,A-000000603,B-000000722
1091,A-000000604,B-000000723
1091,A-000000604,B-000000724
1092,A-000000605,B-000000725
1092,A-000000605,B-000000726
1093,,B-000000727
1094,A-000000606,B-000000728
1094,A-000000606,B-000000729
1099,A-000000607,B-000000730
1099,A-000000607,B-000000731
1100,A-000000608,B-000000732
1100,A-000000608,B-000000733
1101,A-000000609,B-000000734
1101,A-000000609,B-000000735
1103,,B-000000736
1104,A-000000610,B-000000737
1104,A-000000610,B-000000738
1105,A-000000611,B-000000739
1105,A-000000611,B-000000740
1107,A-000000612,B-000000741
1107,A-000000612,B-000000742
1109,A-000000613,B-000000743
1109,A-000000613,B-000000744
1111,,B-000000745
1113,A-000000614,B-000000746
1113,A-000000614,B-000000747
1114,A-000000615,B-000000748
1114,A-000000615,B-000000749
1116,A-000000616,B-000000750
1116,A-000000616,B-000000751
1117,A-000000617,B-000000752
1117,A-000000617,B-000000753
1118,A-000000618,B-000000754
1118,A-000000618,B-000000755
1119,A-000000619,B-000000756
1119,A-000000619,B-000000757
1120,A-000000620,B-000000758
1120,A-000000620,B-000000759
1122,A-000000621,B-000000760
1122,A-000000621,B-000000761
1123,,B-000000762
1125,A-000000622,B-000000763
1125,A-000000622,B-000000764
1126,A-000000623,B-000000765
1126,A-000000623,B-000000766
1128,A-000000624,B-000000767
1128,A-000000624,B-000000768
1132,A-000000625,B-000000769
1132,A-000000625,B-000000770
1133,A-000000626,B-000000771
1133,A-000000626,B-000000772
1136,A-000000627,B-000000773
1136,A-000000627,B-000000774
1137,A-000000628,B-000000775
1137,A-000000628,B-000000776
1139,A-000000629,B-000000777
1139,A-000000629,B-000000778
1140,A-000000630,B-000000779
1140,A-000000630,B-000000780
1142,A-000000631,B-000000781
1142,A-000000631,B-000000782
1143,A-000000632,B-000000783
1143,A-000000632,B-000000784
1144,A-000000633,B-000000785
1144,A-000000633,B-000000786
1145,A-000000634,B-000000787
1145,A-000000634,B-000000788
1146,A-000000635,B-000000789
1146,A-000000635,B-000000790
1148,A-000000636,B-000000791
1148,A-000000636,B-000000792
1149,A-000000637,B-000000793
1149,A-000000637,B-000000794
1151,A-000000638,B-000000795
1151,A-000000638,B-000000796
1152,A-000000639,B-000000797
1152,A-000000639,B-000000798
1153,A-000000640,B-000000799
1153,A-000000640,B-000000800
1154,A-000000641,B-000000801
1154,A-000000641,B-000000802
1155,A-000000642,B-000000803
1155,A-000000642,B-000000804
1158,A-000000643,B-000000805
1158,A-000000643,B-000000806
1160,A-000000644,B-000000807
1160,A-000000644,B-000000808
1161,A-000000645,B-000000809
1161,A-000000645,B-000000810
1164,A-000000646,B-000000811
1164,A-000000646,B-000000812
1167,A-000000647,B-000000813
1167,A-000000647,B-000000814
1168,A-000000648,B-000000815
1168,A-000000648,B-000000816
1169,A-000000649,B-000000817
1169,A-000000649,B-000000818
1173,A-000000650,B-000000819
1173,A-000000650,B-000000820
1174,A-000000651,B-000000821
1174,A-000000651,B-000000822
1175,A-000000652,B-000000823
1175,A-000000652,B-000000824
1178,A-000000653,B-000000825
1178,A-000000653,B-000000826
1179,A-000000654,B-000000827
1179,A-000000654,B-000000828
1180,A-000000655,B-000000829
1180,A-000000655,B-000000830
1186,,B-000000831
1188,A-000000656,B-000000832
1188,A-000000656,B-000000833
1191,A-000000657,B-000000834
1191,A-000000657,B-000000835
1192,A-000000658,B-000000836
1192,A-000000658,B-000000837
1193,A-000000659,B-000000838
1193,A-000000659,B-000000839
1195,A-000000660,B-000000840
1195,A-000000660,B-000000841
1196,A-000000661,B-000000842
1196,A-000000661,B-000000843
1198,A-000000662,B-000000844
1198,A-000000662,B-000000845
1199,A-000000663,B-000000846
1199,A-000000663,B-000000847
1200,A-000000664,B-000000848
1200,A-000000664,B-000000849
1204,A-000000665,B-000000850
1204,A-000000665,B-000000851
1205,A-000000666,B-000000852
1205,A-000000666,B-000000853
1206,A-000000667,B-000000854
1206,A-000000667,B-000000855
1207,A-000000668,B-000000856
1207,A-000000668,B-000000857
1208,A-000000669,B-000000858
1208,A-000000669,B-000000859
1209,A-000000670,B-000000860
1209,A-000000670,B-000000861
1211,,B-000000862
1212,A-000000671,B-000000863
1212,A-000000671,B-000000864
1213,,B-000000865
1215,A-000000672,B-000000866
1215,A-000000672,B-000000867
1216,A-000000673,B-000000868
1216,A-000000673,B-000000869
1217,,B-000000870
1219,A-000000674,B-000000871
1219,A-000000674,B-000000872
1224,A-000000675,B-000000873
1224,A-000000675,B-000000874
1225,,B-000000875
1226,A-000000676,B-000000876
1226,A-000000676,B-000000877
1229,A-000000677,B-000000878
1229,A-000000677,B-000000879
1230,A-000000678,B-000000880
1230,A-000000678,B-000000881
1233,A-000000679,B-000000882
1233,A-000000679,B-000000883
1234,A-000000680,B-000000884
1234,A-000000680,B-000000885
1238,A-000000681,B-000000886
1238,A-000000681,B-000000887
1239,A-000000682,B-000000888
1239,A-000000682,B-000000889
1242,A-000000683,B-000000890
1242,A-000000683,B-000000891
1243,A-000000684,B-000000892
1243,A-000000684,B-000000893
1245,A-000000685,B-000000894
1245,A-000000685,B-000000895
1246,A-000000686,B-000000896
1246,A-000000686,B-000000897
1247,A-000000687,B-000000898
1247,A-000000687,B-000000899
1249,A-000000688,B-000000900
1249,A-000000688,B-000000901
1250,A-000000689,B-000000902
1250,A-000000689,B-000000903
1251,A-000000690,B-000000904
1251,A-000000690,B-000000905
1254,A-000000691,B-000000906
1254,A-000000691,B-000000907
1255,,B-000000908
1256,A-000000692,B-000000909
1256,A-000000692,B-000000910
1257,,B-000000911
1259,A-000000693,B-000000912
1259,A-000000693,B-000000913
1262,A-000000694,B-000000914
1262,A-000000694,B-000000915
1263,A-000000695,B-000000916
1263,A-000000695,B-000000917
1266,A-000000696,B-000000918
1266,A-000000696,B-000000919
1267,A-000000697,B-000000920
1267,A-000000697,B-000000921
1269,A-000000698,B-000000922
1269,A-000000698,B-000000923
1271,A-000000699,B-000000924
1271,A-000000699,B-000000925
1272,,B-000000926
1274,A-000000700,B-000000927
1274,A-000000700,B-000000928
1278,A-000000701,B-000000929
1278,A-000000701,B-000000930
1280,,B-000000931
1281,A-000000702,B-000000932
1281,A-000000702,B-000000933
1282,A-000000703,B-000000934
1282,A-000000703,B-000000935
1283,A-000000704,B-000000936
1283,A-000000704,B-000000937
1284,A-000000705,B-000000938
1284,A-000000705,B-000000939
1286,A-000000706,B-000000940
1286,A-000000706,B-000000941
1287,A-000000707,B-000000942
1287,A-000000707,B-000000943
1288,A-000000708,B-000000944
1288,A-000000708,B-000000945
1290,,B-000000946
1291,A-000000709,B-000000947
1291,A-000000709,B-000000948
1292,A-000000710,B-000000949
1292,A-000000710,B-000000950
1293,,B-000000951
1294,,B-000000952
1297,,B-000000953
1298,A-000000711,B-000000954
1298,A-000000711,B-000000955
1300,A-000000712,B-000000956
1300,A-000000712,B-000000957
1302,A-000000713,B-000000958
1302,A-000000713,B-000000959
1303,A-000000714,B-000000960
1303,A-000000714,B-000000961
1304,A-000000715,B-000000962
1304,A-000000715,B-000000963
1307,A-000000716,B-000000964
1307,A-000000716,B-000000965
1308,A-000000717,B-000000966
1308,A-000000717,B-000000967
1309,A-000000718,B-000000968
1309,A-000000718,B-000000969
1317,A-000000719,B-000000970
1317,A-000000719,B-000000971
1318,A-000000720,B-000000972
1318,A-000000720,B-000000973
1320,A-000000721,B-000000974
1320,A-000000721,B-000000975
1323,A-000000722,B-000000976
1323,A-000000722,B-000000977
1324,A-000000723,B-000000978
1324,A-000000723,B-000000979
1326,A-000000724,B-000000980
1326,A-000000724,B-000000981
1327,A-000000725,B-000000982
1327,A-000000725,B-000000983
1329,A-000000726,B-000000984
1329,A-000000726,B-000000985
1331,A-000000727,B-000000986
1331,A-000000727,B-000000987
1333,A-000000728,B-000000988
1333,A-000000728,B-000000989
1336,A-000000729,B-000000990
1336,A-000000729,B-000000991
1337,A-000000730,B-000000992
1337,A-000000730,B-000000993
1338,A-000000731,B-000000994
