PersonKey,DatasetId,RecordKey
105,A,A-000000061
105,B,B-000000065
106,A,A-000000062
106,B,B-000000066
112,A,A-000000063
112,B,B-000000067
113,A,A-000000064
113,B,B-000000068
114,A,A-000000065
114,B,B-000000069
115,A,A-000000066
115,B,B-000000070
116,A,A-000000067
116,B,B-000000071
118,A,A-000000068
118,B,B-000000072
120,A,A-000000069
120,B,B-000000073
122,A,A-000000070
122,B,B-000000074
125,A,A-000000071
125,B,B-000000075
126,A,A-000000072
126,B,B-000000076
128,A,A-000000073
128,B,B-000000077
129,A,A-000000074
129,B,B-000000078
131,A,A-000000075
131,B,B-000000079
133,A,A-000000076
133,B,B-000000080
134,A,A-000000077
134,B,B-000000081
137,A,A-000000078
137,B,B-000000082
138,A,A-000000079
138,B,B-000000083
141,B,B-000000084
142,A,A-000000080
142,B,B-000000085
143,A,A-000000081
143,B,B-000000086
144,A,A-000000082
144,B,B-000000087
146,A,A-000000083
146,B,B-000000088
149,A,A-000000084
149,B,B-000000089
150,A,A-000000085
150,B,B-000000090
151,A,A-000000086
151,B,B-000000091
152,A,A-000000087
152,B,B-000000092
153,A,A-000000088
153,B,B-000000093
154,A,A-000000089
154,B,B-000000094
155,B,B-000000095
156,A,A-000000090
156,B,B-000000096
157,A,A-000000091
157,B,B-000000097
158,A,A-000000092
158,B,B-000000098
159,A,A-000000093
159,B,B-000000099
161,A,A-000000094
161,B,B-000000100
162,A,A-000000095
162,B,B-000000101
163,A,A-000000096
163,B,B-000000102
165,A,A-000000097
165,B,B-000000103
166,A,A-000000098
166,B,B-000000104
167,A,A-000000099
167,B,B-000000105
168,A,A-000000100
168,B,B-000000106
170,A,A-000000101
170,B,B-000000107
171,A,A-000000102
171,B,B-000000108
173,A,A-000000103
173,B,B-000000109
175,A,A-000000104
175,B,B-000000110
178,A,A-000000105
178,B,B-000000111
179,A,A-000000106
179,B,B-000000112
180,A,A-000000107
180,B,B-000000113
183,A,A-000000108
183,B,B-000000114
185,A,A-000000109
185,B,B-000000115
188,A,A-000000110
188,B,B-000000116
191,A,A-000000111
191,B,B-000000117
192,A,A-000000112
192,B,B-000000118
193,A,A-000000113
193,B,B-000000119
195,B,B-000000120
196,A,A-000000114
196,B,B-000000121
199,B,B-000000122
200,A,A-000000115
200,B,B-000000123
203,A,A-000000116
203,B,B-000000124
204,A,A-000000117
204,B,B-000000125
205,A,A-000000118
205,B,B-000000126
207,A,A-000000119
207,B,B-000000127
208,A,A-000000120
208,B,B-000000128
212,A,A-000000121
212,B,B-000000129
213,A,A-000000122
213,B,B-000000130
214,A,A-000000123
214,B,B-000000131
216,A,A-000000124
216,B,B-000000132
217,A,A-000000125
217,B,B-000000133
218,A,A-000000126
218,B,B-000000134
219,A,A-000000127
219,B,B-000000135
220,A,A-000000128
220,B,B-000000136
222,A,A-000000129
222,B,B-000000137
223,A,A-000000130
223,B,B-000000138
227,A,A-000000131
227,B,B-000000139
231,A,A-000000132
231,B,B-000000140
232,A,A-000000133
232,B,B-000000141
233,A,A-000000134
233,B,B-000000142
236,A,A-000000135
236,B,B-000000143
239,A,A-000000136
239,B,B-000000144
240,A,A-000000137
240,B,B-000000145
242,A,A-000000138
242,B,B-000000146
243,A,A-000000139
243,B,B-000000147
244,A,A-000000140
244,B,B-000000148
246,A,A-000000141
246,B,B-000000149
254,A,A-000000142
254,B,B-000000150
255,A,A-000000143
255,B,B-000000151
256,A,A-000000144
256,B,B-000000152
257,A,A-000000145
257,B,B-000000153
258,A,A-000000146
258,B,B-000000154
259,A,A-000000147
259,B,B-000000155
262,A,A-000000148
262,B,B-000000156
264,A,A-000000149
264,B,B-000000157
266,A,A-000000150
266,B,B-000000158
271,A,A-000000151
271,B,B-000000159
272,A,A-000000152
272,B,B-000000160
273,A,A-000000153
273,B,B-000000161
274,A,A-000000154
274,B,B-000000162
278,B,B-000000163
279,A,A-000000155
279,B,B-000000164
280,A,A-000000156
280,B,B-000000165
281,A,A-000000157
281,B,B-000000166
284,A,A-000000158
284,B,B-000000167
285,A,A-000000159
285,B,B-000000168
287,A,A-000000160
287,B,B-000000169
288,A,A-000000161
288,B,B-000000170
289,A,A-000000162
289,B,B-000000171
291,A,A-000000163
291,B,B-000000172
292,A,A-000000164
292,B,B-000000173
294,A,A-000000165
294,B,B-000000174
296,A,A-000000166
296,B,B-000000175
299,A,A-000000167
299,B,B-000000176
300,A,A-000000168
300,B,B-000000177
301,A,A-000000169
301,B,B-000000178
308,A,A-000000170
308,B,B-000000179
309,A,A-000000171
309,B,B-000000180
311,A,A-000000172
311,B,B-000000181
315,A,A-000000173
315,B,B-000000182
317,A,A-000000174
317,B,B-000000183
319,B,B-000000184
326,A,A-000000175
326,B,B-000000185
327,A,A-000000176
327,B,B-000000186
329,A,A-000000177
329,B,B-000000187
330,A,A-000000178
330,B,B-000000188
333,A,A-000000179
333,B,B-000000189
334,A,A-000000180
334,B,B-000000190
335,A,A-000000181
335,B,B-000000191
337,A,A-000000182
337,B,B-000000192
339,A,A-000000183
339,B,B-000000193
340,A,A-000000184
340,B,B-000000194
341,A,A-000000185
341,B,B-000000195
343,A,A-000000186
343,B,B-000000196
344,A,A-000000187
344,B,B-000000197
345,A,A-000000188
345,B,B-000000198
348,A,A-000000189
348,B,B-000000199
351,A,A-000000190
351,B,B-000000200
353,A,A-000000191
353,B,B-000000201
355,A,A-000000192
355,B,B-000000202
356,A,A-000000193
356,B,B-000000203
357,A,A-000000194
357,B,B-000000204
358,A,A-000000195
358,B,B-000000205
360,B,B-000000206
361,A,A-000000196
361,B,B-000000207
365,A,A-000000197
365,B,B-000000208
369,A,A-000000198
369,B,B-000000209
370,A,A-000000199
370,B,B-000000210
371,A,A-000000200
371,B,B-000000211
372,A,A-000000201
372,B,B-000000212
373,B,B-000000213
375,A,A-000000202
375,B,B-000000214
376,A,A-000000203
376,B,B-000000215
377,A,A-000000204
377,B,B-000000216
378,A,A-000000205
378,B,B-000000217
380,A,A-000000206
380,B,B-000000218
381,A,A-000000207
381,B,B-000000219
382,B,B-000000220
383,A,A-000000208
383,B,B-000000221
384,A,A-000000209
384,B,B-000000222
386,A,A-000000210
386,B,B-000000223
388,A,A-000000211
388,B,B-000000224
389,A,A-000000212
389,B,B-000000225
391,A,A-000000213
391,B,B-000000226
395,B,B-000000227
397,A,A-000000214
397,B,B-000000228
398,A,A-000000215
398,B,B-000000229
399,A,A-000000216
399,B,B-000000230
400,A,A-000000217
400,B,B-000000231
402,A,A-000000218
402,B,B-000000232
404,A,A-000000219
404,B,B-000000233
405,A,A-000000220
405,B,B-000000234
407,A,A-000000221
407,B,B-000000235
408,A,A-000000222
408,B,B-000000236
410,A,A-000000223
410,B,B-000000237
411,A,A-000000224
411,B,B-000000238
413,B,B-000000239
414,A,A-000000225
414,B,B-000000240
415,A,A-000000226
415,B,B-000000241
416,A,A-000000227
416,B,B-000000242
417,A,A-000000228
417,B,B-000000243
418,A,A-000000229
418,B,B-000000244
419,A,A-000000230
419,B,B-000000245
421,A,A-000000231
421,B,B-000000246
422,A,A-000000232
422,B,B-000000247
427,A,A-000000233
427,B,B-000000248
429,A,A-000000234
429,B,B-000000249
430,A,A-000000235
430,B,B-000000250
432,A,A-000000236
432,B,B-000000251
434,B,B-000000252
435,A,A-000000237
435,B,B-000000253
436,A,A-000000238
436,B,B-000000254
439,A,A-000000239
439,B,B-000000255
440,A,A-000000240
440,B,B-000000256
441,A,A-000000241
441,B,B-000000257
442,A,A-000000242
442,B,B-000000258
443,A,A-000000243
443,B,B-000000259
444,A,A-000000244
444,B,B-000000260
445,B,B-000000261
450,A,A-000000245
450,B,B-000000262
451,A,A-000000246
451,B,B-000000263
453,A,A-000000247
453,B,B-000000264
454,A,A-000000248
454,B,B-000000265
455,A,A-000000249
455,B,B-000000266
456,A,A-000000250
456,B,B-000000267
457,A,A-000000251
457,B,B-000000268
458,A,A-000000252
458,B,B-000000269
464,A,A-000000253
464,B,B-000000270
466,A,A-000000254
466,B,B-000000271
467,A,A-000000255
467,B,B-000000272
468,A,A-000000256
468,B,B-000000273
469,A,A-000000257
469,B,B-000000274
470,A,A-000000258
470,B,B-000000275
471,A,A-000000259
471,B,B-000000276
473,A,A-000000260
473,B,B-000000277
474,A,A-000000261
474,B,B-000000278
475,A,A-000000262
475,B,B-000000279
476,A,A-000000263
476,B,B-000000280
478,A,A-000000264
478,B,B-000000281
480,A,A-000000265
480,B,B-000000282
482,A,A-000000266
482,B,B-000000283
483,A,A-000000267
483,B,B-000000284
486,A,A-000000268
486,B,B-000000285
487,A,A-000000269
487,B,B-000000286
488,A,A-000000270
488,B,B-000000287
489,A,A-000000271
489,B,B-000000288
490,A,A-000000272
490,B,B-000000289
491,A,A-000000273
491,B,B-000000290
492,A,A-000000274
492,B,B-000000291
493,A,A-000000275
493,B,B-000000292
495,A,A-000000276
495,B,B-000000293
496,A,A-000000277
496,B,B-000000294
497,A,A-000000278
497,B,B-000000295
498,A,A-000000279
498,B,B-000000296
499,A,A-000000280
499,B,B-000000297
500,A,A-000000281
500,B,B-000000298
502,A,A-000000282
502,B,B-000000299
503,A,A-000000283
503,B,B-000000300
504,A,A-000000284
504,B,B-000000301
505,A,A-000000285
505,B,B-000000302
506,A,A-000000286
506,B,B-000000303
509,B,B-000000304
510,A,A-000000287
510,B,B-000000305
513,A,A-000000288
513,B,B-000000306
515,A,A-000000289
515,B,B-000000307
516,A,A-000000290
516,B,B-000000308
518,A,A-000000291
518,B,B-000000309
519,B,B-000000310
520,A,A-000000292
520,B,B-000000311
521,B,B-000000312
522,A,A-000000293
522,B,B-000000313
523,A,A-000000294
523,B,B-000000314
524,A,A-000000295
524,B,B-000000315
525,A,A-000000296
525,B,B-000000316
526,B,B-000000317
527,A,A-000000297
527,B,B-000000318
529,A,A-000000298
529,B,B-000000319
530,A,A-000000299
530,B,B-000000320
532,A,A-000000300
532,B,B-000000321
533,A,A-000000301
533,B,B-000000322
534,A,A-000000302
534,B,B-000000323
535,A,A-000000303
535,B,B-000000324
536,A,A-000000304
536,B,B-000000325
537,A,A-000000305
537,B,B-000000326
538,B,B-000000327
539,A,A-000000306
539,B,B-000000328
542,A,A-000000307
542,B,B-000000329
543,A,A-000000308
543,B,B-000000330
545,A,A-000000309
545,B,B-000000331
546,A,A-000000310
546,B,B-000000332
547,B,B-000000333
548,A,A-000000311
548,B,B-000000334
552,A,A-000000312
552,B,B-000000335
554,A,A-000000313
554,B,B-000000336
556,A,A-000000314
556,B,B-000000337
557,A,A-000000315
557,B,B-000000338
558,A,A-000000316
558,B,B-000000339
559,A,A-000000317
559,B,B-000000340
560,A,A-000000318
560,B,B-000000341
561,A,A-000000319
561,B,B-000000342
562,A,A-000000320
562,B,B-000000343
564,A,A-000000321
564,B,B-000000344
567,A,A-000000322
567,B,B-000000345
568,B,B-000000346
569,A,A-000000323
569,B,B-000000347
572,A,A-000000324
572,B,B-000000348
573,A,A-000000325
573,B,B-000000349
574,A,A-000000326
574,B,B-000000350
577,A,A-000000327
577,B,B-000000351
580,A,A-000000328
580,B,B-000000352
581,A,A-000000329
581,B,B-000000353
583,A,A-000000330
583,B,B-000000354
584,A,A-000000331
584,B,B-000000355
585,A,A-000000332
585,B,B-000000356
588,A,A-000000333
588,B,B-000000357
589,A,A-000000334
589,B,B-000000358
590,B,B-000000359
591,A,A-000000335
591,B,B-000000360
595,B,B-000000361
598,A,A-000000336
598,B,B-000000362
599,A,A-000000337
599,B,B-000000363
600,A,A-000000338
600,B,B-000000364
604,A,A-000000339
604,B,B-000000365
605,A,A-000000340
605,B,B-000000366
608,B,B-000000367
610,A,A-000000341
610,B,B-000000368
612,A,A-000000342
612,B,B-000000369
615,A,A-000000343
615,B,B-000000370
617,A,A-000000344
617,B,B-000000371
618,A,A-000000345
618,B,B-000000372
619,A,A-000000346
619,B,B-000000373
625,A,A-000000347
625,B,B-000000374
627,A,A-000000348
627,B,B-000000375
628,A,A-000000349
628,B,B-000000376
633,A,A-000000350
633,B,B-000000377
634,A,A-000000351
634,B,B-000000378
636,B,B-000000379
638,A,A-000000352
638,B,B-000000380
639,A,A-000000353
639,B,B-000000381
640,A,A-000000354
640,B,B-000000382
641,A,A-000000355
641,B,B-000000383
643,A,A-000000356
643,B,B-000000384
645,A,A-000000357
645,B,B-000000385
646,A,A-000000358
646,B,B-000000386
647,A,A-000000359
647,B,B-000000387
648,A,A-000000360
648,B,B-000000388
649,A,A-000000361
649,B,B-000000389
650,B,B-000000390
651,A,A-000000362
651,B,B-000000391
653,A,A-000000363
653,B,B-000000392
654,A,A-000000364
654,B,B-000000393
655,A,A-000000365
655,B,B-000000394
657,A,A-000000366
657,B,B-000000395
658,A,A-000000367
658,B,B-000000396
660,A,A-000000368
660,B,B-000000397
661,A,A-000000369
661,B,B-000000398
662,A,A-000000370
662,B,B-000000399
663,A,A-000000371
663,B,B-000000400
665,A,A-000000372
665,B,B-000000401
667,A,A-000000373
667,B,B-000000402
669,A,A-000000374
669,B,B-000000403
670,A,A-000000375
670,B,B-000000404
672,A,A-000000376
672,B,B-000000405
673,A,A-000000377
673,B,B-000000406
674,A,A-000000378
674,B,B-000000407
679,A,A-000000379
679,B,B-000000408
680,A,A-000000380
680,B,B-000000409
681,A,A-000000381
681,B,B-000000410
682,A,A-000000382
682,B,B-000000411
683,A,A-000000383
683,B,B-000000412
684,A,A-000000384
684,B,B-000000413
689,A,A-000000385
689,B,B-000000414
691,A,A-000000386
691,B,B-000000415
692,A,A-000000387
692,B,B-000000416
694,A,A-000000388
694,B,B-000000417
695,B,B-000000418
697,A,A-000000389
697,B,B-000000419
699,A,A-000000390
699,B,B-000000420
700,A,A-000000391
700,B,B-000000421
701,A,A-000000392
701,B,B-000000422
702,A,A-000000393
702,B,B-000000423
704,A,A-000000394
704,B,B-000000424
705,A,A-000000395
705,B,B-000000425
706,B,B-000000426
707,A,A-000000396
707,B,B-000000427
709,A,A-000000397
709,B,B-000000428
711,B,B-000000429
712,A,A-000000398
712,B,B-000000430
713,A,A-000000399
713,B,B-000000431
714,B,B-000000432
715,A,A-000000400
715,B,B-000000433
716,A,A-000000401
716,B,B-000000434
717,A,A-000000402
717,B,B-000000435
718,A,A-000000403
718,B,B-000000436
719,A,A-000000404
719,B,B-000000437
724,A,A-000000405
724,B,B-000000438
727,A,A-000000406
727,B,B-000000439
728,A,A-000000407
728,B,B-000000440
729,A,A-000000408
729,B,B-000000441
730,A,A-000000409
730,B,B-000000442
732,A,A-000000410
732,B,B-000000443
736,A,A-000000411
736,B,B-000000444
737,A,A-000000412
737,B,B-000000445
738,A,A-000000413
738,B,B-000000446
739,A,A-000000414
739,B,B-000000447
741,A,A-000000415
741,B,B-000000448
742,A,A-000000416
742,B,B-000000449
743,A,A-000000417
743,B,B-000000450
745,A,A-000000418
745,B,B-000000451
746,A,A-000000419
746,B,B-000000452
748,A,A-000000420
748,B,B-000000453
751,A,A-000000421
751,B,B-000000454
752,A,A-000000422
752,B,B-000000455
753,A,A-000000423
753,B,B-000000456
754,A,A-000000424
754,B,B-000000457
755,A,A-000000425
755,B,B-000000458
757,A,A-000000426
757,B,B-000000459
759,A,A-000000427
759,B,B-000000460
761,A,A-000000428
761,B,B-000000461
762,A,A-000000429
762,B,B-000000462
764,A,A-000000430
764,B,B-000000463
765,A,A-000000431
765,B,B-000000464
766,A,A-000000432
766,B,B-000000465
767,A,A-000000433
767,B,B-000000466
768,B,B-000000467
769,A,A-000000434
769,B,B-000000468
770,A,A-000000435
770,B,B-000000469
771,A,A-000000436
771,B,B-000000470
772,B,B-000000471
773,A,A-000000437
773,B,B-000000472
774,A,A-000000438
774,B,B-000000473
776,A,A-000000439
776,B,B-000000474
777,A,A-000000440
777,B,B-000000475
778,A,A-000000441
778,B,B-000000476
780,A,A-000000442
780,B,B-000000477
782,A,A-000000443
782,B,B-000000478
783,A,A-000000444
783,B,B-000000479
785,A,A-000000445
785,B,B-000000480
786,A,A-000000446
786,B,B-000000481
787,A,A-000000447
787,B,B-000000482
791,A,A-000000448
791,B,B-000000483
793,A,A-000000449
793,B,B-000000484
794,A,A-000000450
794,B,B-000000485
800,A,A-000000451
800,B,B-000000486
802,A,A-000000452
802,B,B-000000487
804,A,A-000000453
804,B,B-000000488
805,A,A-000000454
805,B,B-000000489
810,A,A-000000455
810,B,B-000000490
811,A,A-000000456
811,B,B-000000491
812,B,B-000000492
813,B,B-000000493
814,A,A-000000457
814,B,B-000000494
815,A,A-000000458
815,B,B-000000495
820,A,A-000000459
820,B,B-000000496
822,A,A-000000460
822,B,B-000000497
823,A,A-000000461
823,B,B-000000498
824,B,B-000000499
826,A,A-000000462
826,B,B-000000500
828,A,A-000000463
828,B,B-000000501
829,A,A-000000464
829,B,B-000000502
831,B,B-000000503
833,A,A-000000465
833,B,B-000000504
836,A,A-000000466
836,B,B-000000505
837,A,A-000000467
837,B,B-000000506
841,A,A-000000468
841,B,B-000000507
844,A,A-000000469
844,B,B-000000508
847,A,A-000000470
847,B,B-000000509
849,A,A-000000471
849,B,B-000000510
850,A,A-000000472
850,B,B-000000511
852,A,A-000000473
852,B,B-000000512
853,A,A-000000474
853,B,B-000000513
854,A,A-000000475
854,B,B-000000514
855,A,A-000000476
855,B,B-000000515
858,A,A-000000477
858,B,B-000000516
860,A,A-000000478
860,B,B-000000517
862,A,A-000000479
862,B,B-000000518
863,A,A-000000480
863,B,B-000000519
864,A,A-000000481
864,B,B-000000520
865,A,A-000000482
865,B,B-000000521
868,A,A-000000483
868,B,B-000000522
869,A,A-000000484
869,B,B-000000523
870,A,A-000000485
870,B,B-000000524
874,A,A-000000486
874,B,B-000000525
875,A,A-000000487
875,B,B-000000526
878,A,A-000000488
878,B,B-000000527
879,A,A-000000489
879,B,B-000000528
881,A,A-000000490
881,B,B-000000529
882,A,A-000000491
882,B,B-000000530
883,A,A-000000492
883,B,B-000000531
884,A,A-000000493
884,B,B-000000532
889,A,A-000000494
889,B,B-000000533
892,A,A-000000495
892,B,B-000000534
895,A,A-000000496
895,B,B-000000535
896,A,A-000000497
896,B,B-000000536
897,A,A-000000498
897,B,B-000000537
899,A,A-000000499
899,B,B-000000538
900,A,A-000000500
900,B,B-000000539
902,A,A-000000501
902,B,B-000000540
904,A,A-000000502
904,B,B-000000541
906,A,A-000000503
906,B,B-000000542
907,A,A-000000504
907,B,B-000000543
908,A,A-000000505
908,B,B-000000544
909,A,A-000000506
909,B,B-000000545
910,A,A-000000507
910,B,B-000000546
912,A,A-000000508
912,B,B-000000547
913,B,B-000000548
915,A,A-000000509
915,B,B-000000549
917,A,A-000000510
917,B,B-000000550
919,A,A-000000511
919,B,B-000000551
920,A,A-000000512
920,B,B-000000552
921,A,A-000000513
921,B,B-000000553
922,A,A-000000514
922,B,B-000000554
924,A,A-000000515
924,B,B-000000555
925,A,A-000000516
925,B,B-000000556
928,A,A-000000517
928,B,B-000000557
929,B,B-000000558
930,A,A-000000518
930,B,B-000000559
932,A,A-000000519
932,B,B-000000560
933,A,A-000000520
933,B,B-000000561
934,A,A-000000521
934,B,B-000000562
935,A,A-000000522
935,B,B-000000563
937,A,A-000000523
937,B,B-000000564
938,A,A-000000524
938,B,B-000000565
939,A,A-000000525
939,B,B-000000566
940,A,A-000000526
940,B,B-000000567
941,B,B-000000568
943,A,A-000000527
943,B,B-000000569
945,A,A-000000528
945,B,B-000000570
947,A,A-000000529
947,B,B-000000571
949,A,A-000000530
949,B,B-000000572
950,A,A-000000531
950,B,B-000000573
953,A,A-000000532
953,B,B-000000574
955,A,A-000000533
955,B,B-000000575
956,A,A-000000534
956,B,B-000000576
958,B,B-000000577
961,A,A-000000535
961,B,B-000000578
964,A,A-000000536
964,B,B-000000579
965,A,A-000000537
965,B,B-000000580
968,B,B-000000581
969,B,B-000000582
971,A,A-000000538
971,B,B-000000583
972,A,A-000000539
972,B,B-000000584
972,B,B-000000585
973,A,A-000000540
973,B,B-000000586
973,B,B-000000587
974,A,A-000000541
974,B,B-000000588
974,B,B-000000589
978,A,A-000000542
978,B,B-000000590
978,B,B-000000591
979,A,A-000000543
979,B,B-000000592
979,B,B-000000593
981,A,A-000000544
981,B,B-000000594
981,B,B-000000595
982,A,A-000000545
982,B,B-000000596
982,B,B-000000597
983,A,A-000000546
983,B,B-000000598
983,B,B-000000599
985,A,A-000000547
985,B,B-000000600
985,B,B-000000601
986,B,B-000000602
987,A,A-000000548
987,B,B-000000603
987,B,B-000000604
989,A,A-000000549
989,B,B-000000605
989,B,B-000000606
994,A,A-000000550
994,B,B-000000607
994,B,B-000000608
996,A,A-000000551
996,B,B-000000609
996,B,B-000000610
997,A,A-000000552
997,B,B-000000611
997,B,B-000000612
998,B,B-000000613
1001,A,A-000000553
1001,B,B-000000614
1001,B,B-000000615
1003,A,A-000000554
1003,B,B-000000616
1003,B,B-000000617
1005,B,B-000000618
1006,A,A-000000555
1006,B,B-000000619
1006,B,B-000000620
1008,A,A-000000556
1008,B,B-000000621
1008,B,B-000000622
1009,B,B-000000623
1010,A,A-000000557
1010,B,B-000000624
1010,B,B-000000625
1011,A,A-000000558
1011,B,B-000000626
1011,B,B-000000627
1012,A,A-000000559
1012,B,B-000000628
1012,B,B-000000629
1013,B,B-000000630
1014,A,A-000000560
1014,B,B-000000631
1014,B,B-000000632
1016,A,A-000000561
1016,B,B-000000633
1016,B,B-000000634
1017,A,A-000000562
1017,B,B-000000635
1017,B,B-000000636
1018,A,A-000000563
1018,B,B-000000637
1018,B,B-000000638
1019,A,A-000000564
1019,B,B-000000639
1019,B,B-000000640
1020,A,A-000000565
1020,B,B-000000641
1020,B,B-000000642
1021,A,A-000000566
1021,B,B-000000643
1021,B,B-000000644
1022,A,A-000000567
1022,B,B-000000645
1022,B,B-000000646
1024,A,A-000000568
1024,B,B-000000647
1024,B,B-000000648
1025,A,A-000000569
1025,B,B-000000649
1025,B,B-000000650
1027,A,A-000000570
1027,B,B-000000651
1027,B,B-000000652
1028,A,A-000000571
1028,B,B-000000653
1028,B,B-000000654
1029,A,A-000000572
1029,B,B-000000655
1029,B,B-000000656
1030,A,A-000000573
1030,B,B-000000657
1030,B,B-000000658
1036,B,B-000000659
1037,A,A-000000574
1037,B,B-000000660
1037,B,B-000000661
1038,A,A-000000575
1038,B,B-000000662
1038,B,B-000000663
1039,A,A-000000576
1039,B,B-000000664
1039,B,B-000000665
1040,A,A-000000577
1040,B,B-000000666
1040,B,B-000000667
1042,A,A-000000578
1042,B,B-000000668
1042,B,B-000000669
1043,A,A-000000579
1043,B,B-000000670
1043,B,B-000000671
1044,A,A-000000580
1044,B,B-000000672
1044,B,B-000000673
1046,A,A-000000581
1046,B,B-000000674
1046,B,B-000000675
1047,A,A-000000582
1047,B,B-000000676
1047,B,B-000000677
1048,A,A-000000583
1048,B,B-000000678
1048,B,B-000000679
1050,A,A-000000584
1050,B,B-000000680
1050,B,B-000000681
1051,A,A-000000585
1051,B,B-000000682
1051,B,B-000000683
1052,A,A-000000586
1052,B,B-000000684
1052,B,B-000000685
1054,A,A-000000587
1054,B,B-000000686
1054,B,B-000000687
1056,A,A-000000588
1056,B,B-000000688
1056,B,B-000000689
1058,A,A-000000589
1058,B,B-000000690
1058,B,B-000000691
1064,B,B-000000692
1065,A,A-000000590
1065,B,B-000000693
1065,B,B-000000694
1068,A,A-000000591
1068,B,B-000000695
1068,B,B-000000696
1070,B,B-000000697
1071,A,A-000000592
1071,B,B-000000698
1071,B,B-000000699
1072,A,A-000000593
1072,B,B-000000700
1072,B,B-000000701
1073,A,A-000000594
1073,B,B-000000702
1073,B,B-000000703
1076,A,A-000000595
1076,B,B-000000704
1076,B,B-000000705
1080,A,A-000000596
1080,B,B-000000706
1080,B,B-000000707
1081,A,A-000000597
1081,B,B-000000708
1081,B,B-000000709
1082,A,A-000000598
1082,B,B-000000710
1082,B,B-000000711
1084,B,B-000000712
1085,A,A-000000599
1085,B,B-000000713
1085,B,B-000000714
1086,A,A-000000600
1086,B,B-000000715
1086,B,B-000000716
1087,A,A-000000601
1087,B,B-000000717
1087,B,B-000000718
1088,A,A-000000602
1088,B,B-000000719
1088,B,B-000000720
1089,A,A-000000603
1089,B,B-000000721
1089,B,B-000000722
1091,A,A-000000604
1091,B,B-000000723
1091,B,B-000000724
1092,A,A-000000605
1092,B,B-000000725
1092,B,B-000000726
1093,B,B-000000727
1094,A,A-000000606
1094,B,B-000000728
1094,B,B-000000729
1099,A,A-000000607
1099,B,B-000000730
1099,B,B-000000731
1100,A,A-000000608
1100,B,B-000000732
1100,B,B-000000733
1101,A,A-000000609
1101,B,B-000000734
1101,B,B-000000735
1103,B,B-000000736
1104,A,A-000000610
1104,B,B-000000737
1104,B,B-000000738
1105,A,A-000000611
1105,B,B-000000739
1105,B,B-000000740
1107,A,A-000000612
1107,B,B-000000741
1107,B,B-000000742
1109,A,A-000000613
1109,B,B-000000743
1109,B,B-000000744
1111,B,B-000000745
1113,A,A-000000614
1113,B,B-000000746
1113,B,B-000000747
1114,A,A-000000615
1114,B,B-000000748
1114,B,B-000000749
1116,A,A-000000616
1116,B,B-000000750
1116,B,B-000000751
1117,A,A-000000617
1117,B,B-000000752
1117,B,B-000000753
1118,A,A-000000618
1118,B,B-000000754
1118,B,B-000000755
1119,A,A-000000619
1119,B,B-000000756
