PersonKey,A_RecordKey,B_RecordKey
196,A-000000172,B-000000190
197,,B-000000191
198,,B-000000192
199,A-000000173,B-000000193
200,A-000000174,B-000000194
201,A-000000175,B-000000195
202,,B-000000196
203,A-000000176,B-000000197
204,,B-000000198
205,,B-000000199
206,A-000000177,
207,A-000000178,B-000000200
208,A-000000179,B-000000201
209,A-000000180,B-000000202
210,A-000000181,B-000000203
211,A-000000182,B-000000204
212,A-000000183,
213,A-000000184,B-000000205
214,,B-000000206
215,A-000000185,B-000000207
216,A-000000186,B-000000208
216,A-000000187,
217,A-000000188,B-000000209
218,A-000000189,B-000000210
219,,B-000000211
220,A-000000190,B-000000212
221,A-000000191,B-000000213
222,A-000000192,B-000000214
223,A-000000193,B-000000215
223,A-000000194,
224,A-000000195,B-000000216
225,A-000000196,B-000000217
226,,B-000000218
227,A-000000197,
228,A-000000198,B-000000219
229,A-000000199,
230,A-000000200,B-000000220
231,,B-000000222
231,A-000000201,B-000000221
232,A-000000202,B-000000223
233,,B-000000224
233,,B-000000225
234,A-000000203,B-000000226
235,A-000000204,
236,A-000000205,B-000000227
237,A-000000206,B-000000228
238,A-000000207,
239,A-000000208,B-000000229
240,A-000000209,B-000000230
241,A-000000210,B-000000231
242,A-000000211,B-000000232
243,A-000000212,B-000000233
244,A-000000213,B-000000234
245,A-000000214,B-000000235
246,A-000000215,B-000000236
247,A-000000216,B-000000237
248,,B-000000238
249,A-000000217,B-000000239
250,A-000000218,B-000000240
251,A-000000219,B-000000241
252,,B-000000243
252,A-000000220,B-000000242
253,,B-000000244
254,A-000000221,B-000000245
255,A-000000222,B-000000246
256,A-000000223,B-000000247
257,,B-000000248
258,,B-000000249
259,,B-000000250
260,,B-000000251
261,,B-000000252
262,A-000000224,B-000000253
263,A-000000225,B-000000254
264,A-000000226,
265,A-000000227,B-000000255
266,A-000000228,B-000000256
267,A-000000229,B-000000257
268,A-000000230,B-000000258
269,A-000000231,B-000000259
270,A-000000232,B-000000260
271,A-000000233,B-000000261
272,,B-000000262
273,A-000000234,
273,A-000000235,
274,A-000000236,B-000000263
275,A-000000237,B-000000264
276,A-000000238,B-000000265
277,A-000000239,B-000000266
278,A-000000240,B-000000267
279,A-000000241,B-000000268
280,A-000000242,
281,A-000000243,B-000000269
282,,B-000000270
283,A-000000244,B-000000271
284,A-000000245,B-000000272
285,,B-000000274
285,A-000000246,B-000000273
287,A-000000247,B-000000275
288,A-000000248,
289,,B-000000276
290,A-000000249,B-000000277
291,,B-000000278
291,,B-000000279
292,A-000000250,B-000000280
293,A-000000251,B-000000281
294,,B-000000282
295,A-000000252,B-000000283
296,A-000000253,B-000000284
297,A-000000254,B-000000285
298,A-000000255,B-000000286
299,,B-000000288
299,A-000000256,B-000000287
300,A-000000257,B-000000289
301,,B-000000290
302,A-000000258,B-000000291
303,A-000000259,B-000000292
304,A-000000260,B-000000293
305,A-000000261,B-000000294
306,A-000000262,B-000000295
307,,B-000000296
308,A-000000263,B-000000297
309,A-000000264,B-000000298
310,A-000000265,B-000000299
311,,B-000000300
312,A-000000266,B-000000301
313,A-000000267,B-000000302
314,A-000000268,B-000000303
315,A-000000269,B-000000304
316,A-000000270,B-000000305
317,A-000000271,
318,A-000000272,B-000000306
319,A-000000273,B-000000307
320,A-000000274,B-000000308
321,A-000000275,B-000000309
322,A-000000276,B-000000310
323,A-000000277,B-000000311
324,A-000000278,B-000000312
325,,B-000000313
326,,B-000000314
327,A-000000279,B-000000315
328,A-000000280,B-000000316
329,A-000000281,B-000000317
330,,B-000000318
331,A-000000282,
332,A-000000283,B-000000319
333,,B-000000321
333,A-000000284,B-000000320
334,A-000000285,B-000000322
335,A-000000286,B-000000323
336,A-000000287,B-000000324
337,A-000000288,B-000000325
338,A-000000289,B-000000326
338,A-000000290,
339,A-000000291,
340,,B-000000327
341,A-000000292,B-000000328
342,A-000000293,B-000000329
343,A-000000294,B-000000330
344,A-000000295,B-000000331
345,A-000000296,B-000000332
346,A-000000297,B-000000333
347,A-000000298,B-000000334
348,,B-000000335
349,A-000000299,B-000000336
350,,B-000000337
351,A-000000300,B-000000338
352,A-000000301,B-000000339
353,A-000000302,
353,A-000000303,
354,A-000000304,B-000000340
355,A-000000305,B-000000341
356,A-000000306,B-000000342
357,A-000000307,
358,A-000000308,B-000000343
359,A-000000309,
360,A-000000310,B-000000344
361,A-000000311,
362,A-000000312,
363,,B-000000346
363,A-000000313,B-000000345
364,A-000000314,B-000000347
365,A-000000315,B-000000348
366,,B-000000349
367,A-000000316,B-000000350
368,,B-000000351
369,A-000000317,B-000000352
370,A-000000318,B-000000353
371,,B-000000354
372,A-000000319,B-000000355
373,A-000000320,B-000000356
373,A-000000321,
374,A-000000322,B-000000357
375,,B-000000358
376,A-000000323,B-000000359
377,A-000000324,B-000000360
378,,B-000000362
378,A-000000325,B-000000361
379,A-000000326,B-000000363
380,,B-000000364
381,A-000000327,
382,A-000000328,B-000000365
383,A-000000329,B-000000366
384,A-000000330,B-000000367
385,A-000000331,B-000000368
386,A-000000332,B-000000369
387,,B-000000370
387,,B-000000371
388,A-000000333,B-000000372
389,A-000000334,B-000000373
390,,B-000000375
390,A-000000335,B-000000374
391,A-000000336,B-000000376
392,A-000000337,B-000000377
393,A-000000338,
394,A-000000339,B-000000378
395,A-000000340,B-000000379
396,A-000000341,B-000000380
397,A-000000342,B-000000381
398,A-000000343,B-000000382
399,,B-000000383
400,A-000000344,B-000000384
401,A-000000345,B-000000385
402,A-000000346,B-000000386
403,A-000000347,B-000000387
404,,B-000000389
404,A-000000348,B-000000388
405,A-000000349,B-000000390
406,A-000000350,
407,A-000000351,B-000000391
408,,B-000000392
409,A-000000352,B-000000393
410,A-000000353,B-000000394
411,,B-000000395
412,A-000000354,B-000000396
413,A-000000355,B-000000397
413,A-000000356,B-000000398
414,A-000000357,B-000000399
415,A-000000358,B-000000400
416,A-000000359,B-000000401
417,A-000000360,B-000000402
418,A-000000361,B-000000403
419,A-000000362,B-000000404
420,,B-000000405
421,A-000000363,B-000000406
422,A-000000364,B-000000407
423,,B-000000408
424,A-000000365,B-000000409
425,A-000000366,B-000000410
426,A-000000367,B-000000411
427,A-000000368,B-000000412
428,A-000000369,B-000000413
429,A-000000370,B-000000414
430,A-000000371,B-000000415
431,A-000000372,B-000000416
432,,B-000000417
433,A-000000373,B-000000418
434,A-000000374,B-000000419
435,A-000000375,B-000000420
436,A-000000376,
437,A-000000377,B-000000421
438,A-000000378,B-000000422
439,,B-000000423
440,A-000000379,B-000000424
441,A-000000380,B-000000425
442,A-000000381,B-000000426
443,A-000000382,B-000000427
444,A-000000383,B-000000428
445,,B-000000429
446,A-000000384,B-000000430
447,A-000000385,B-000000431
448,,B-000000432
449,A-000000386,B-000000433
450,,B-000000434
450,,B-000000435
451,A-000000387,B-000000436
452,A-000000388,B-000000437
453,A-000000389,B-000000438
454,A-000000390,B-000000439
455,,B-000000440
456,A-000000391,B-000000441
457,A-000000392,B-000000442
458,,B-000000443
459,,B-000000444
460,A-000000393,B-000000445
461,,B-000000446
462,A-000000394,
463,A-000000395,B-000000447
464,,B-000000448
465,,B-000000449
466,A-000000396,B-000000450
467,,B-000000451
468,,B-000000452
469,,B-000000454
469,A-000000397,B-000000453
470,A-000000398,B-000000455
471,A-000000399,B-000000456
472,A-000000400,B-000000457
473,A-000000401,B-000000458
474,A-000000402,B-000000459
475,A-000000403,B-000000460
475,A-000000404,
476,A-000000405,B-000000461
477,,B-000000462
478,A-000000406,B-000000463
479,A-000000407,B-000000464
480,,B-000000466
480,A-000000408,B-000000465
481,A-000000409,
482,A-000000410,B-000000467
483,A-000000411,B-000000468
484,A-000000412,B-000000469
485,,B-000000471
485,A-000000413,B-000000470
486,A-000000414,B-000000472
487,,B-000000474
487,A-000000415,B-000000473
488,A-000000416,B-000000475
489,,B-000000476
490,A-000000417,B-000000477
491,A-000000418,B-000000478
492,,B-000000479
493,A-000000419,B-000000480
494,,B-000000481
495,A-000000420,B-000000482
496,A-000000421,B-000000483
497,A-000000422,B-000000484
498,A-000000423,B-000000485
499,A-000000424,B-000000486
500,A-000000425,B-000000487
501,A-000000426,B-000000488
502,A-000000427,B-000000489
503,A-000000428,B-000000490
504,A-000000429,
505,A-000000430,B-000000491
506,A-000000431,B-000000492
507,,B-000000493
508,A-000000432,B-000000494
509,A-000000433,B-000000495
510,A-000000434,B-000000496
511,A-000000435,B-000000497
512,A-000000436,B-000000498
513,A-000000437,B-000000499
514,A-000000438,B-000000500
515,A-000000439,B-000000501
516,A-000000440,B-000000502
517,A-000000441,B-000000503
518,A-000000442,B-000000504
519,A-000000443,B-000000505
520,A-000000444,B-000000506
521,,B-000000507
522,A-000000445,B-000000508
523,A-000000446,B-000000509
524,A-000000447,B-000000510
525,,B-000000511
526,A-000000448,B-000000512
526,A-000000449,B-000000513
527,A-000000450,B-000000514
528,A-000000451,B-000000515
529,,B-000000516
530,A-000000452,B-000000517
531,A-000000453,B-000000518
532,A-000000454,B-000000519
533,A-000000455,B-000000520
534,,B-000000521
535,A-000000456,B-000000522
536,A-000000457,B-000000523
537,A-000000458,B-000000524
538,A-000000459,B-000000525
539,A-000000460,B-000000526
540,A-000000461,B-000000527
541,,B-000000528
542,,B-000000529
543,,B-000000530
544,A-000000462,
545,A-000000463,B-000000531
546,,B-000000532
547,A-000000464,B-000000533
548,A-000000465,
549,A-000000466,B-000000534
550,A-000000467,B-000000535
551,A-000000468,
552,A-000000469,B-000000536
553,A-000000470,B-000000537
554,A-000000471,B-000000538
555,A-000000472,B-000000539
556,,B-000000540
557,A-000000473,B-000000541
558,A-000000474,B-000000542
559,A-000000475,
560,A-000000476,B-000000543
561,A-000000477,B-000000544
562,A-000000478,B-000000545
563,A-000000479,B-000000546
564,A-000000480,B-000000547
565,A-000000481,B-000000548
566,A-000000482,B-000000549
567,A-000000483,
568,A-000000484,B-000000550
569,A-000000485,B-000000551
570,A-000000486,B-000000552
571,A-000000487,B-000000553
572,A-000000488,
573,A-000000489,B-000000554
574,A-000000490,B-000000555
575,A-000000491,B-000000556
576,A-000000492,
577,A-000000493,B-000000557
578,,B-000000559
578,A-000000494,B-000000558
579,A-000000495,B-000000560
580,,B-000000561
581,A-000000496,B-000000562
582,A-000000497,B-000000563
583,,B-000000564
584,A-000000498,B-000000565
585,A-000000499,B-000000566
586,A-000000500,B-000000567
587,A-000000501,B-000000568
588,A-000000502,B-000000569
589,A-000000503,B-000000570
590,A-000000504,B-000000571
591,,B-000000572
592,A-000000505,B-000000573
593,A-000000506,B-000000574
594,A-000000507,B-000000575
595,A-000000508,B-000000576
596,A-000000509,B-000000577
597,A-000000510,B-000000578
598,A-000000511,B-000000579
599,,B-000000580
600,A-000000512,
601,A-000000513,B-000000581
602,A-000000514,B-000000582
603,,B-000000583
604,A-000000515,B-000000584
605,A-000000516,B-000000585
606,A-000000517,B-000000586
607,A-000000518,B-000000587
608,A-000000519,B-000000588
609,,B-000000589
610,A-000000520,B-000000590
611,A-000000521,B-000000591
612,A-000000522,
613,A-000000523,B-000000592
614,A-000000524,B-000000593
615,A-000000525,B-000000594
616,A-000000526,B-000000595
617,A-000000527,B-000000596
618,,B-000000597
619,A-000000528,
620,,B-000000599
620,A-000000529,B-000000598
621,,B-000000600
622,,B-000000601
623,A-000000530,B-000000602
624,A-000000531,
625,A-000000532,
626,A-000000533,B-000000603
627,A-000000534,B-000000604
628,A-000000535,
629,A-000000536,
630,A-000000537,B-000000605
631,A-000000538,B-000000606
632,A-000000539,B-000000607
633,A-000000540,B-000000608
634,A-000000541,B-000000609
635,A-000000542,B-000000610
636,A-000000543,B-000000611
637,A-000000544,B-000000612
638,,B-000000613
639,A-000000545,B-000000614
640,A-000000546,B-000000615
641,A-000000547,B-000000616
642,A-000000548,B-000000617
643,A-000000549,B-000000618
644,A-000000550,B-000000619
645,A-000000551,B-000000620
646,A-000000552,B-000000621
647,A-000000553,
648,A-000000554,B-000000622
649,,B-000000623
650,A-000000555,B-000000624
651,A-000000556,B-000000625
652,A-000000557,B-000000626
653,A-000000558,B-000000627
653,A-000000559,
654,A-000000560,B-000000628
654,A-000000561,
655,A-000000562,B-000000629
656,A-000000563,B-000000630
657,A-000000564,B-000000631
658,A-000000565,B-000000632
659,A-000000566,
660,A-000000567,B-000000633
661,A-000000568,
662,,B-000000635
662,A-000000569,B-000000634
663,A-000000570,B-000000636
664,A-000000571,B-000000637
665,A-000000572,B-000000638
666,A-000000573,B-000000639
667,A-000000574,B-000000640
668,A-000000575,B-000000641
669,A-000000576,B-000000642
670,A-000000577,B-000000643
671,A-000000578,B-000000644
672,A-000000579,B-000000645
672,A-000000580,
673,A-000000581,B-000000646
674,A-000000582,B-000000647
675,A-000000583,B-000000648
676,A-000000584,B-000000649
677,A-000000585,B-000000650
678,A-000000586,B-000000651
679,A-000000587,B-000000652
680,A-000000588,
681,A-000000589,B-000000653
682,A-000000590,B-000000654
683,A-000000591,B-000000655
684,A-000000592,B-000000656
685,A-000000593,B-000000657
686,,B-000000658
687,A-000000594,B-000000659
688,,B-000000660
689,A-000000595,B-000000661
690,A-000000596,B-000000662
691,,B-000000663
691,,B-000000664
692,A-000000597,B-000000665
693,A-000000598,B-000000666
694,A-000000599,B-000000667
695,A-000000600,B-000000668
696,A-000000601,B-000000669
697,A-000000602,B-000000670
698,A-000000603,B-000000671
699,A-000000604,B-000000672
700,A-000000605,B-000000673
701,A-000000606,B-000000674
702,A-000000607,B-000000675
703,,B-000000676
704,A-000000608,B-000000677
705,A-000000609,B-000000678
706,A-000000610,
707,,B-000000679
707,,B-000000680
708,,B-000000681
709,,B-000000682
710,A-000000611,B-000000683
711,A-000000612,
712,A-000000613,
713,A-000000614,B-000000684
714,A-000000615,
715,A-000000616,B-000000685
716,,B-000000687
716,A-000000617,B-000000686
717,A-000000618,B-000000688
718,A-000000619,B-000000689
719,A-000000620,
720,A-000000621,B-000000690
721,A-000000622,B-000000691
722,,B-000000693
722,A-000000623,B-000000692
723,A-000000624,B-000000694
724,A-000000625,
725,A-000000626,B-000000695
726,A-000000627,
727,A-000000628,B-000000696
728,A-000000629,
729,A-000000630,B-000000697
730,A-000000631,B-000000698
731,A-000000632,B-000000699
732,,B-000000700
733,A-000000633,B-000000701
734,A-000000634,B-000000702
735,A-000000635,B-000000703
736,A-000000636,B-000000704
737,A-000000637,B-000000705
737,A-000000638,
738,,B-000000706
739,A-000000639,B-000000707
740,A-000000640,B-000000708
741,A-000000641,B-000000709
742,A-000000642,B-000000710
743,,B-000000711
744,A-000000643,B-000000712
745,,B-000000713
746,A-000000644,B-000000714
746,A-000000645,B-000000715
747,,B-000000716
748,A-000000646,B-000000717
749,A-000000647,B-000000718
750,,B-000000719
751,,B-000000721
751,A-000000648,B-000000720
752,A-000000649,B-000000722
753,A-000000650,B-000000723
754,A-000000651,
755,A-000000652,
756,A-000000653,B-000000724
757,,B-000000725
758,A-000000654,B-000000726
759,A-000000655,B-000000727
760,A-000000656,B-000000728
761,,B-000000729
762,A-000000657,B-000000730
763,A-000000658,B-000000731
764,A-000000659,B-000000732
765,A-000000660,
766,A-000000661,B-000000733
767,A-000000662,B-000000734
768,A-000000663,B-000000735
769,A-000000664,B-000000736
770,A-000000665,B-000000737
771,A-000000666,B-000000738
772,A-000000667,
773,,B-000000740
773,A-000000668,B-000000739
774,A-000000669,B-000000741
775,A-000000670,B-000000742
776,A-000000671,B-000000743
777,A-000000672,B-000000744
777,A-000000673,
778,A-000000674,B-000000745
779,A-000000675,B-000000746
780,A-000000676,B-000000747
781,A-000000677,
782,A-000000678,B-000000748
783,A-000000679,B-000000749
784,A-000000680,B-000000750
785,A-000000681,
786,,B-000000751
787,A-000000682,B-000000752
788,A-000000683,B-000000753
789,A-000000684,B-000000754
790,A-000000685,B-000000755
791,A-000000686,B-000000756
792,,B-000000758
792,A-000000687,B-000000757
793,A-000000688,B-000000759
794,,B-000000760
795,A-000000689,B-000000761
796,A-000000690,
797,A-000000691,B-000000762
798,A-000000692,B-000000763
799,,B-000000764
800,A-000000693,B-000000765
801,,B-000000766
802,A-000000694,B-000000767
803,,B-000000768
804,,B-000000769
805,A-000000695,
806,A-000000696,B-000000770
807,A-000000697,B-000000771
808,,B-000000772
809,A-000000698,B-000000773
810,A-000000699,B-000000774
811,,B-000000775
812,A-000000700,B-000000776
813,A-000000701,B-000000777
813,A-000000702,
814,A-000000703,B-000000778
815,A-000000704,B-000000779
816,A-000000705,B-000000780
817,A-000000706,B-000000781
818,A-000000707,B-000000782
819,A-000000708,B-000000783
820,A-000000709,B-000000784
821,A-000000710,B-000000785
822,A-000000711,B-000000786
823,A-000000712,B-000000787
824,,B-000000788
825,A-000000713,B-000000789
826,A-000000714,B-000000790
827,A-000000715,B-000000791
828,,B-000000793
828,,B-000000794
828,A-000000716,B-000000792
829,A-000000717,B-000000795
830,A-000000718,B-000000796
831,A-000000719,B-000000797
832,,B-000000799
832,A-000000720,B-000000798
833,A-000000721,B-000000800
834,,B-000000802
834,A-000000722,B-000000801
835,A-000000723,
836,A-000000724,B-000000803
837,,B-000000804
838,A-000000725,
839,A-000000726,B-000000805
840,A-000000727,
841,A-000000728,B-000000806
842,A-000000729,B-000000807
843,A-000000730,
844,,B-000000808
845,A-000000731,
846,,B-000000809
847,A-000000732,B-000000810
848,A-000000733,
849,A-000000734,B-000000811
849,A-000000735,
850,A-000000736,
851,A-000000737,B-000000812
852,A-000000738,B-000000813
853,A-000000739,B-000000814
854,A-000000740,B-000000815
855,A-000000741,B-000000816
856,,B-000000817
857,,B-000000819
857,A-000000742,B-000000818
858,,B-000000820
859,,B-000000821
860,,B-000000823
860,,B-000000824
860,A-000000743,B-000000822
861,A-000000744,B-000000825
862,,B-000000826
863,,B-000000827
863,,B-000000828
864,A-000000745,B-000000829
865,A-000000746,B-000000830
866,A-000000747,B-000000831
867,A-000000748,B-000000832
868,A-000000749,B-000000833
869,A-000000750,B-000000834
870,A-000000751,B-000000835
871,,B-000000836
872,A-000000752,B-000000837
873,,B-000000838
874,A-000000753,B-000000839
875,A-000000754,B-000000840
876,A-000000755,B-000000841
877,A-000000756,B-000000842
878,A-000000757,B-000000843
879,,B-000000844
880,A-000000758,
881,A-000000759,B-000000845
882,A-000000760,B-000000846
882,A-000000761,
883,,B-000000848
883,A-000000762,B-000000847
884,A-000000763,
885,A-000000764,B-000000849
886,A-000000765,B-000000850
887,,B-000000852
887,A-000000766,B-000000851
888,A-000000767,B-000000853
889,A-000000768,B-000000854
890,,B-000000855
891,A-000000769,B-000000856
892,,B-000000857
893,A-000000770,
894,A-000000771,B-000000858
895,A-000000772,B-000000859
896,A-000000773,B-000000860
897,A-000000774,B-000000861
898,A-000000775,
899,A-000000776,B-000000862
900,,B-000000863
901,A-000000777,
902,A-000000778,B-000000864
903,A-000000779,B-000000865
904,A-000000780,B-000000866
905,A-000000781,B-000000867
906,,B-000000868
907,A-000000782,B-000000869
908,A-000000783,B-000000870
909,A-000000784,
910,A-000000785,B-000000871
911,A-000000786,B-000000872
912,A-000000787,B-000000873
913,A-000000788,B-000000874
914,A-000000789,B-000000875
915,,B-000000877
915,A-000000790,B-000000876
916,,B-000000878
917,A-000000791,B-000000879
918,A-000000792,B-000000880
918,A-000000793,
919,A-000000794,
919,A-000000795,
920,A-000000796,B-000000881
921,A-000000797,B-000000882
922,A-000000798,B-000000883
923,A-000000799,B-000000884
924,,B-000000885
925,A-000000800,B-000000886
926,A-000000801,
927,A-000000802,B-000000887
928,A-000000803,B-000000888
929,A-000000804,B-000000889
930,A-000000805,B-000000890
931,,B-000000891
932,A-000000806,B-000000892
933,,B-000000893
934,,B-000000894
934,,B-000000895
935,A-000000807,B-000000896
936,A-000000808,B-000000897
937,A-000000809,B-000000898
938,A-000000810,B-000000899
939,A-000000811,B-000000900
940,,B-000000901
941,A-000000812,B-000000902
942,,B-000000903
943,,B-000000905
943,A-000000813,B-000000904
944,A-000000814,B-000000906
945,A-000000815,B-000000907
946,,B-000000909
946,A-000000816,B-000000908
947,A-000000817,B-000000910
948,A-000000818,B-000000911
949,A-000000819,
950,,B-000000912
951,A-000000820,B-000000913
952,A-000000821,B-000000914
953,A-000000822,B-000000915
954,A-000000823,B-000000916
955,A-000000824,B-000000917
956,A-000000825,B-000000918
957,A-000000826,B-000000919
958,A-000000827,
959,A-000000828,B-000000920
960,A-000000829,B-000000921
961,,B-000000922
962,A-000000830,B-000000923
963,A-000000831,B-000000924
964,A-000000832,B-000000925
965,A-000000833,B-000000926
966,A-000000834,B-000000927
967,A-000000835,B-000000928
968,A-000000836,B-000000929
969,A-000000837,B-000000930
970,A-000000838,
970,A-000000839,
971,A-000000840,B-000000931
972,A-000000841,
973,A-000000842,B-000000932
974,A-000000843,B-000000933
975,A-000000844,
976,A-000000845,B-000000934
977,A-000000846,B-000000935
978,A-000000847,B-000000936
979,A-000000848,B-000000937
980,A-000000849,
981,A-000000850,B-000000938
982,A-000000851,B-000000939
983,,B-000000941
983,A-000000852,B-000000940
984,,B-000000942
985,A-000000853,
986,A-000000854,B-000000943
987,,B-000000944
988,A-000000855,B-000000945
989,,B-000000947
989,A-000000856,B-000000946
990,A-000000857,B-000000948
991,A-000000858,B-000000949
992,A-000000859,B-000000950
993,,B-000000951
994,A-000000860,B-000000952
995,A-000000861,B-000000953
996,A-000000862,B-000000954
997,A-000000863,B-000000955
998,A-000000864,B-000000956
999,A-000000865,B-000000957
1000,A-000000866,B-000000958
1001,A-000000867,B-000000959
1002,A-000000868,B-000000960
1003,,B-000000962
1003,A-000000869,B-000000961
1004,A-000000870,B-000000963
1005,A-000000871,B-000000964
1006,A-000000872,B-000000965
1007,A-000000873,B-000000966
1008,A-000000874,B-000000967
1009,A-000000875,
1010,A-000000876,B-000000968
1011,A-000000877,B-000000969
1012,A-000000878,B-000000970
1013,A-000000879,B-000000971
1014,A-000000880,B-000000972
1015,A-000000881,B-000000973
1016,A-000000882,B-000000974
1017,,B-000000976
1017,A-000000883,B-000000975
1018,A-000000884,
1019,,B-000000977
1020,A-000000885,B-000000978
1021,A-000000886,B-000000979
1022,,B-000000980
1023,A-000000887,B-000000981
1024,A-000000888,B-000000982
1025,A-000000889,B-000000983
1025,A-000000890,
1026,A-000000891,B-000000984
1027,A-000000892,B-000000985
1028,,B-000000986
1029,A-000000893,
1030,A-000000894,
1031,A-000000895,B-000000987
1032,A-000000896,B-000000988
1033,A-000000897,B-000000989
1034,A-000000898,B-000000990
