seed,condition,run_id,records_a,records_b,true_links,candidate_pairs,candidate_recall,runtime_s,truth_signature_sha256,threshold_variant,threshold,predicted_links,true_positives,false_positives,false_negatives,precision,recall,f1
20260728,low_overlap,2026-07-22_e1_low_overlap_s20260728_seed20260728,5815,5367,2245,20437,1.0,6.24956869999005,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,fixed,0.65,2249,2244,5,1,0.9977767896843042,0.999554565701559,0.9986648865153538
20260728,one_to_many,2026-07-22_e1_one_to_many_s20260728_seed20260728,9624,19045,18650,126942,1.0,16.405901900012395,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,fixed,0.65,18657,18628,29,22,0.9984456236265209,0.9988203753351207,0.9986329643230494
20260729,clean,2026-07-22_e1_clean_s20260729_seed20260729,9617,9990,9500,64453,1.0,11.017825199989602,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,fixed,0.65,9500,9489,11,11,0.9988421052631579,0.9988421052631579,0.9988421052631579
20260729,high_noise,2026-07-22_e1_high_noise_s20260729_seed20260729,9617,9990,9500,61224,0.9969473684210526,11.177206099993782,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,fixed,0.65,9093,9084,9,416,0.999010227647641,0.9562105263157895,0.9771419351368795
20260729,low_overlap,2026-07-22_e1_low_overlap_s20260729_seed20260729,5811,5356,2244,20254,1.0,6.5988995999941835,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,fixed,0.65,2246,2241,5,3,0.9977738201246661,0.9986631016042781,0.9982182628062362
20260729,one_to_many,2026-07-22_e1_one_to_many_s20260729_seed20260729,9617,19018,18636,123426,1.0,16.604590800008737,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,fixed,0.65,18629,18608,21,28,0.9988727253207365,0.9984975316591543,0.9986850932510399
20260720,clean,2026-07-22_e1_clean_s20260720_seed20260720,9633,10007,9510,66778,1.0,11.103264699995634,a57165bd5b4a3e972351fe331b6e91bd8159997643729e3caf2b7ea474396655,per_seed,0.65,9503,9489,14,21,0.9985267810165211,0.9977917981072555,0.9981591542628728
20260720,high_noise,2026-07-22_e1_high_noise_s20260720_seed20260720,9633,10007,9510,63637,0.9978969505783386,10.996828500006814,a57165bd5b4a3e972351fe331b6e91bd8159997643729e3caf2b7ea474396655,per_seed,0.65,9091,9080,11,430,0.998790012099879,0.9547844374342797,0.9762915972259556
20260720,low_overlap,2026-07-22_e1_low_overlap_s20260720_seed20260720,5820,5364,2247,20788,1.0,6.25071660001413,a57165bd5b4a3e972351fe331b6e91bd8159997643729e3caf2b7ea474396655,per_seed,0.65,2247,2241,6,6,0.9973297730307076,0.9973297730307076,0.9973297730307076
20260720,one_to_many,2026-07-22_e1_one_to_many_s20260720_seed20260720,9633,19051,18666,127891,1.0,16.284927000000607,a57165bd5b4a3e972351fe331b6e91bd8159997643729e3caf2b7ea474396655,per_seed,0.65,18653,18627,26,39,0.99860612233957,0.9979106396657024,0.9982582598676277
20260721,clean,2026-07-22_e1_clean_s20260721_seed20260721,9632,9976,9524,66693,1.0,10.897298600000795,5b2699fa038b9d424ba9949877bcc8b022c936dd5105a10b57d8a03fa3ce1332,per_seed,0.65,9530,9514,16,10,0.998321091290661,0.99895002099958,0.9986354571218641
20260721,high_noise,2026-07-22_e1_high_noise_s20260721_seed20260721,9632,9976,9524,63150,0.997270054598908,11.216513599996688,5b2699fa038b9d424ba9949877bcc8b022c936dd5105a10b57d8a03fa3ce1332,per_seed,0.65,9145,9134,11,390,0.9987971569163477,0.9590508189836203,0.9785205420750978
20260721,low_overlap,2026-07-22_e1_low_overlap_s20260721_seed20260721,5820,5348,2244,21008,1.0,6.245814900001278,5b2699fa038b9d424ba9949877bcc8b022c936dd5105a10b57d8a03fa3ce1332,per_seed,0.65,2243,2238,5,6,0.9977708426214891,0.9973262032085561,0.9975484733675061
20260721,one_to_many,2026-07-22_e1_one_to_many_s20260721_seed20260721,9632,19019,18666,127995,1.0,17.701422800004366,5b2699fa038b9d424ba9949877bcc8b022c936dd5105a10b57d8a03fa3ce1332,per_seed,0.65,18660,18634,26,32,0.9986066452304394,0.9982856530590378,0.9984461233456572
20260722,clean,2026-07-22_e1_clean_s20260722_seed20260722,9651,10000,9546,67370,1.0,11.073906799996621,af269eb28d4e91c5233f052e21b5a15eeb8105d98c68b812b645b67c0dafbdbc,per_seed,0.65,9540,9528,12,18,0.9987421383647799,0.9981143934632307,0.9984281672430053
20260722,high_noise,2026-07-22_e1_high_noise_s20260722_seed20260722,9651,10000,9546,64449,0.9973811020322648,11.480213200004073,af269eb28d4e91c5233f052e21b5a15eeb8105d98c68b812b645b67c0dafbdbc,per_seed,0.65,9115,9103,12,443,0.9986834887547997,0.9535931280117327,0.9756175981994534
20260722,low_overlap,2026-07-22_e1_low_overlap_s20260722_seed20260722,5831,5362,2255,20994,1.0,6.217057300003944,af269eb28d4e91c5233f052e21b5a15eeb8105d98c68b812b645b67c0dafbdbc,per_seed,0.65,2251,2249,2,6,0.9991115059973346,0.9973392461197339,0.9982245894363072
20260722,one_to_many,2026-07-22_e1_one_to_many_s20260722_seed20260722,9651,19060,18704,129287,0.9999465355004277,16.246582099993248,af269eb28d4e91c5233f052e21b5a15eeb8105d98c68b812b645b67c0dafbdbc,per_seed,0.65,18696,18672,24,32,0.9987163029525032,0.998289136013687,0.9985026737967915
20260723,clean,2026-07-22_e1_clean_s20260723_seed20260723,9636,10010,9528,65724,1.0,11.164549399996758,56fbd2e2b1637b53589892e0eae17e723b27720b1e7c236ebb026f233bfc8126,per_seed,0.65,9526,9516,10,12,0.9989502414444678,0.9987405541561712,0.9988453867954235
20260723,high_noise,2026-07-22_e1_high_noise_s20260723_seed20260723,9636,10010,9528,62443,0.9972712006717045,11.00247490000038,56fbd2e2b1637b53589892e0eae17e723b27720b1e7c236ebb026f233bfc8126,per_seed,0.65,9120,9111,9,417,0.9990131578947369,0.9562342569269522,0.9771557271557273
20260723,low_overlap,2026-07-22_e1_low_overlap_s20260723_seed20260723,5823,5366,2270,20445,1.0,6.212775000007241,56fbd2e2b1637b53589892e0eae17e723b27720b1e7c236ebb026f233bfc8126,per_seed,0.65,2268,2264,4,6,0.9982363315696648,0.9973568281938326,0.99779638607316
20260723,one_to_many,2026-07-22_e1_one_to_many_s20260723_seed20260723,9636,19057,18672,125907,1.0,16.072666899999604,56fbd2e2b1637b53589892e0eae17e723b27720b1e7c236ebb026f233bfc8126,per_seed,0.65,18659,18642,17,30,0.9990889115172303,0.9983933161953727,0.9987409927406177
20260724,clean,2026-07-22_e1_clean_s20260724_seed20260724,9623,10019,9506,66797,1.0,10.825048400001833,1f302f14a5f0f9ac4296300a9ae7beccf08ac3ca3b5af6c56b44cf2d8714cce7,per_seed,0.65,9495,9491,4,15,0.9995787256450763,0.998422049232064,0.999000052628809
20260724,high_noise,2026-07-22_e1_high_noise_s20260724_seed20260724,9623,10019,9506,63634,0.9968440984641279,11.42811759999313,1f302f14a5f0f9ac4296300a9ae7beccf08ac3ca3b5af6c56b44cf2d8714cce7,per_seed,0.65,9123,9120,3,386,0.9996711608023676,0.9593940669051125,0.9791185785603091
20260724,low_overlap,2026-07-22_e1_low_overlap_s20260724_seed20260724,5814,5371,2256,20944,1.0,6.516819999989821,1f302f14a5f0f9ac4296300a9ae7beccf08ac3ca3b5af6c56b44cf2d8714cce7,per_seed,0.65,2257,2255,2,1,0.999113867966327,0.9995567375886525,0.9993352537115
20260724,one_to_many,2026-07-22_e1_one_to_many_s20260724_seed20260724,9623,19053,18644,127932,1.0,16.247996899997815,1f302f14a5f0f9ac4296300a9ae7beccf08ac3ca3b5af6c56b44cf2d8714cce7,per_seed,0.65,18622,18616,6,28,0.9996778004510793,0.9984981763570049,0.9990876402082327
20260725,clean,2026-07-22_e1_clean_s20260725_seed20260725,9630,10013,9516,65563,1.0,10.817299199989066,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6,per_seed,0.65,9520,9503,17,13,0.9982142857142857,0.9986338797814208,0.9984240386635849
20260725,high_noise,2026-07-22_e1_high_noise_s20260725_seed20260725,9630,10013,9516,62347,0.998108448928121,11.073840800003381,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6,per_seed,0.65,9128,9113,15,403,0.9983567046450482,0.9576502732240437,0.9775799184724309
20260725,low_overlap,2026-07-22_e1_low_overlap_s20260725_seed20260725,5819,5368,2251,20388,1.0,6.267206599994097,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6,per_seed,0.65,2255,2250,5,1,0.9977827050997783,0.9995557529986673,0.9986684420772305
20260725,one_to_many,2026-07-22_e1_one_to_many_s20260725_seed20260725,9630,19054,18658,125804,1.0,16.374122799999896,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6,per_seed,0.65,18660,18630,30,28,0.9983922829581994,0.9984993032479366,0.9984457902352752
20260726,clean,2026-07-22_e1_clean_s20260726_seed20260726,9624,10013,9512,66143,1.0,11.319952899997588,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149,per_seed,0.65,9514,9503,11,9,0.9988438091233971,0.999053826745164,0.9989488068958269
20260726,high_noise,2026-07-22_e1_high_noise_s20260726_seed20260726,9624,10013,9512,63293,0.9980025231286795,10.98472550000588,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149,per_seed,0.65,9104,9096,8,416,0.9991212653778558,0.9562657695542472,0.9772238934250107
20260726,low_overlap,2026-07-22_e1_low_overlap_s20260726_seed20260726,5815,5368,2246,20784,1.0,6.29666520000319,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149,per_seed,0.65,2243,2240,3,6,0.9986625055728935,0.9973285841495992,0.9979950991312097
20260726,one_to_many,2026-07-22_e1_one_to_many_s20260726_seed20260726,9624,19048,18646,126704,1.0,17.911796400003368,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149,per_seed,0.65,18638,18618,20,28,0.9989269234896448,0.9984983374450285,0.9987125844866432
20260727,clean,2026-07-22_e1_clean_s20260727_seed20260727,9632,10005,9513,64809,1.0,12.344805100001395,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc,per_seed,0.65,9507,9498,9,15,0.9990533291259073,0.9984232103437402,0.9987381703470032
20260727,high_noise,2026-07-22_e1_high_noise_s20260727_seed20260727,9632,10005,9513,61546,0.9982129717229055,11.976484699989669,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc,per_seed,0.65,9113,9105,8,408,0.9991221332162844,0.957111321349732,0.9776656286910769
20260727,low_overlap,2026-07-22_e1_low_overlap_s20260727_seed20260727,5820,5364,2247,20283,1.0,6.459210500004701,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc,per_seed,0.65,2249,2245,4,2,0.9982214317474433,0.9991099243435692,0.9986654804270463
20260727,one_to_many,2026-07-22_e1_one_to_many_s20260727_seed20260727,9632,19048,18666,124113,1.0,16.897746100003133,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc,per_seed,0.65,18657,18640,17,26,0.9990888138500295,0.9986070931104682,0.9988478953996196
20260728,clean,2026-07-22_e1_clean_s20260728_seed20260728,9624,10010,9509,66175,1.0,10.965191700001014,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,per_seed,0.65,9510,9495,15,14,0.998422712933754,0.9985277105899674,0.9984752090015248
20260728,high_noise,2026-07-22_e1_high_noise_s20260728_seed20260728,9624,10010,9509,63152,0.9976864023556631,11.140323200001149,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,per_seed,0.65,9125,9112,13,397,0.9985753424657534,0.958250078872647,0.9779972094021682
20260728,low_overlap,2026-07-22_e1_low_overlap_s20260728_seed20260728,5815,5367,2245,20437,1.0,6.24956869999005,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,per_seed,0.65,2249,2244,5,1,0.9977767896843042,0.999554565701559,0.9986648865153538
20260728,one_to_many,2026-07-22_e1_one_to_many_s20260728_seed20260728,9624,19045,18650,126942,1.0,16.405901900012395,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a,per_seed,0.65,18657,18628,29,22,0.9984456236265209,0.9988203753351207,0.9986329643230494
20260729,clean,2026-07-22_e1_clean_s20260729_seed20260729,9617,9990,9500,64453,1.0,11.017825199989602,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,per_seed,0.65,9500,9489,11,11,0.9988421052631579,0.9988421052631579,0.9988421052631579
20260729,high_noise,2026-07-22_e1_high_noise_s20260729_seed20260729,9617,9990,9500,61224,0.9969473684210526,11.177206099993782,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,per_seed,0.65,9093,9084,9,416,0.999010227647641,0.9562105263157895,0.9771419351368795
20260729,low_overlap,2026-07-22_e1_low_overlap_s20260729_seed20260729,5811,5356,2244,20254,1.0,6.5988995999941835,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,per_seed,0.65,2246,2241,5,3,0.9977738201246661,0.9986631016042781,0.9982182628062362
20260729,one_to_many,2026-07-22_e1_one_to_many_s20260729_seed20260729,9617,19018,18636,123426,1.0,16.604590800008737,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d,per_seed,0.65,18629,18608,21,28,0.9988727253207365,0.9984975316591543,0.9986850932510399
