seed,condition,run_id,dataset_a_sha256,dataset_b_sha256,entity_map_sha256,truth_signature_sha256
20260725,clean,2026-07-22_e1_clean_s20260725_seed20260725,6b4d9ff18b9e3e6f64cdd8130e828104a99775d8782da886d7362fa6cdd5dcb7,28a5da6a26843bb26fc4e9553b32674be9f6caca2fcb80f324319944d7cfc72a,4545c545bb14184c6d482197dd363e3ce0d265cef1e100a31cca3b1b12795b2c,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6
20260725,high_noise,2026-07-22_e1_high_noise_s20260725_seed20260725,6b4d9ff18b9e3e6f64cdd8130e828104a99775d8782da886d7362fa6cdd5dcb7,41075b51826bacd929a356955281e0374752c94679593beb5b2b0dd8bd2f3e02,4545c545bb14184c6d482197dd363e3ce0d265cef1e100a31cca3b1b12795b2c,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6
20260725,low_overlap,2026-07-22_e1_low_overlap_s20260725_seed20260725,34b5e0df9983bb914d508aba572deed1972c4907436cea66bfb6fd7989b75940,a821b81930c31db0fabdd895b23696cbff8b7081dc95fb5eae9cc6191209994b,b0ce49dd07bb6f32ea9176021348d2d4d76e0a000859a4b4dd96124e40fc35f3,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6
20260725,one_to_many,2026-07-22_e1_one_to_many_s20260725_seed20260725,8b84eb6666174b242a6d25d284f239bfdd390216807c0244d194478cb22bfd0c,3adc29407b94ba248807c6d037e43918bdbe51e1f5ce07b987bb281ab8273ae5,e270ef4c5cd69f0da29d95e1edfeacdd760644b6dc4e3994a709c37fd3c088f1,53c16577688636275136b58626c54401e174898d40f24b95f7c02114f86aeef6
20260726,clean,2026-07-22_e1_clean_s20260726_seed20260726,340a959dd3d9c41a4dfad5d6704082fdb54b196429d7950564e6619c4d480eda,c4700663cde1995c32597254b81a1f0326e33c357d2768a2c4af0b05d56c2433,228b5d339e59d7bd94ee4481b2f5195dc8118320fb5344ef266127c6642c21c2,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149
20260726,high_noise,2026-07-22_e1_high_noise_s20260726_seed20260726,340a959dd3d9c41a4dfad5d6704082fdb54b196429d7950564e6619c4d480eda,4e140049a0ed2d6142fea8228219b20f646321f7196f6c74b14512b0f282c51b,228b5d339e59d7bd94ee4481b2f5195dc8118320fb5344ef266127c6642c21c2,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149
20260726,low_overlap,2026-07-22_e1_low_overlap_s20260726_seed20260726,6b3f206945b817a8c540c9c48a62ff9ee07557386b945855d2b5bc31ccc440e1,c0ee5f19415aa5bd15ba8a35467919fa6f4546a7f42b6bb2dbaba60d58913ae3,4fcdbffff86fea8eff04245b8124b0b370932c53db87cb76856c093770cdd757,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149
20260726,one_to_many,2026-07-22_e1_one_to_many_s20260726_seed20260726,293d4c725f130eb8c4f061186936d6f2bc9b5a5f2ecd074ff581eb4a5a295291,09677d8a14aeea9201bb433e8f2913439809c3423098c0efd4f8ecdcf8d30b99,bfb9604d723c1ba3e7bcd8889a58b91b407050a69a65577745c156c6194abe03,2fee1f38a60e713b57625f39bf9084a0a5aec63037f90695bcaf4a66d372b149
20260727,clean,2026-07-22_e1_clean_s20260727_seed20260727,2c3dbc296e4364f9e5268a9e026249abecf89605d836718be585c3ac3591b700,15b113f40accd2f13d635c24e20efef0790b4cdbcc2e322b6fa620e506753482,c4be33d985e8942c1b60d07013ba15ae0ff521ad7b3d3d0399416a609f56fc60,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc
20260727,high_noise,2026-07-22_e1_high_noise_s20260727_seed20260727,2c3dbc296e4364f9e5268a9e026249abecf89605d836718be585c3ac3591b700,40eda0af111a9e5493b0558511886e05ca6ad46718514dbdc26674d41046b931,c4be33d985e8942c1b60d07013ba15ae0ff521ad7b3d3d0399416a609f56fc60,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc
20260727,low_overlap,2026-07-22_e1_low_overlap_s20260727_seed20260727,fac320cf1b63e6ca86cd3c22377c81587a05348a914be31bfe2a65dc5463e59c,eb4f073e2fceb4c66946b64f8081b836b756e9122cde03165de8e224fcf25e98,6f4636c720fad498eb50f3ee8384e88a2245398a5fe2fa056c61a6702b615620,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc
20260727,one_to_many,2026-07-22_e1_one_to_many_s20260727_seed20260727,e08f91774aa9ffceaaef709fae4e8ea6ae63a6d50621b9c94755e52886f4ac35,e60d4692253c36a0341675dcb03ced4ed4dd0853ce81cc3d1e94d156f3df9869,5d061a2192de0fb1b9e9c60df4b0c04af5be02ebdd7df80abd2bfd009c9ea285,1d1b2faecb05ba56b66fa4c9ee101e88844e72c7b19c68b937406be415f5dbcc
20260728,clean,2026-07-22_e1_clean_s20260728_seed20260728,157ce41329b4e3351f066d87f5117c7a80ea65de2b1c3ef4b2c709f455d202aa,54be99a081da4932de3b8ee6ece8e3f666a3810e64762043c498d9d85cd07954,47d554ead24a73583219760627b469604780812a554bb7b704d37b32d6b0bb93,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a
20260728,high_noise,2026-07-22_e1_high_noise_s20260728_seed20260728,157ce41329b4e3351f066d87f5117c7a80ea65de2b1c3ef4b2c709f455d202aa,16186c3f8c1165fb244a951c189418ac3a2392790da5c59f5d850ca7612a5128,47d554ead24a73583219760627b469604780812a554bb7b704d37b32d6b0bb93,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a
20260728,low_overlap,2026-07-22_e1_low_overlap_s20260728_seed20260728,33c7c6ab0a7f482a7b07725f4aa82ba1791939543d3abb4028132166dba59f0c,6f3173d9e820a0c1174918dd1f12412c5fdbbe1ef69257260e5c9e3722a9f688,20d31daf4fe4f2238d764d3ea4937177ed7fe2d60a83467a7fc07f6ab3dd2c21,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a
20260728,one_to_many,2026-07-22_e1_one_to_many_s20260728_seed20260728,b51806be994466a227fc0d01864c01187f6f35fbcc6403c9dba9b5240e6ac3d2,27377e948623d4fcd80da711155c4ec6a5590c2ab03e00c11bc6268a8f7516b5,1daadf49fd199fd0b40eeb8f47c6f6e2c6fb2918c3ce629bc391a2f347063c43,d98ab18f58559b4d6d26c8e9a7f4375a95981b992bcb895807dab060630aa54a
20260729,clean,2026-07-22_e1_clean_s20260729_seed20260729,4fc98ea6c3f42d825962793db70e3d218f3c5bd1e75ddcd7ec79b063c104b2fd,dabaf5ed30df304a91ebe638f4974813024bef4bf2d5ff9634a1595165676322,f8ccab71d5dcdb3ba15771ac76f328ceca5d7b1045fbaed2016c4ad73aac1c86,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d
20260729,high_noise,2026-07-22_e1_high_noise_s20260729_seed20260729,4fc98ea6c3f42d825962793db70e3d218f3c5bd1e75ddcd7ec79b063c104b2fd,173bd62b1b3289fbc9ebe78de0e608f9fe47aa6507786bacfee1fba0fc4ba9a0,f8ccab71d5dcdb3ba15771ac76f328ceca5d7b1045fbaed2016c4ad73aac1c86,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d
20260729,low_overlap,2026-07-22_e1_low_overlap_s20260729_seed20260729,db574413b11b54d214843195250ddb423a58265feeb59c02689b5e4015cd7f01,fbb655e30eb8d1d32d59d2793bb4107dfcc1141b2b5033dd495dbeaf5baa0aeb,ffc8a047bc1c7159eb7363f98359dd1aefd77304b39d345e041de127ed17eb41,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d
20260729,one_to_many,2026-07-22_e1_one_to_many_s20260729_seed20260729,7ca76596aeec5807429b84ce995c95b2a4f20df2ae5f1b1cca838e3d9b2b66ef,e9d1e43c2334f1ecc032c4848697b902b4df27e3ae68a3706bcaa014ce8ecefb,e3eb0c77ac626544e59ee0edd5febf29b799dee1a90373de017e47ce2feffa40,2099b8df50a7f32d2201d04713c2010f215127f61bade79d63744ba9bf38583d
