formal_name,formal_count,nickname_count,nickname_count_sum,group_total_count,nickname_to_formal_ratio,top_nickname,top_nickname_count,nicknames_joined
Kara,49684,20,154117,203801,3.101944287899525,Kerry,46018,Kerry; Kari; Kiara; Keri; Kyrie; Kori; Kory; Kairo; Korey; Kyree; Kairi; Khari; Karey; Kary; Kiari; Kree; Karry; Kaoru; Kior; Kyri
Alice,253133,18,581942,835075,2.2989574650480185,Alyssa,156328,Alyssa; Alex; Alicia; Alexa; Alisha; Alec; Alexia; Alissa; Alijah; Alesha; Alize; Alexi; Alix; Alexie; Alika; Alexy; Alexx; Alik
Michael,2211153,17,830005,3041158,0.37537203440919736,Michelle,407970,Michelle; Michele; Miguel; Micheal; Makayla; Maxwell; Michaela; Michel; Mikel; Michell; Michal; Mozell; Mykel; Mikal; Mychal; Mikell; Makell
Jayden,134748,16,81404,216152,0.6041202837889987,Jaden,45942,Jaden; Jaiden; Jadyn; Jaidyn; Jaeden; Jaedyn; Jaydin; Jaydan; Jadin; Jadan; Jaydyn; Jaidan; Jaydn; Jaydenn; Jaydeen; Jaidin
Terry,257350,15,313954,571304,1.219949485136973,Troy,106575,Troy; Tara; Terri; Tori; Tiara; Tierra; Tyree; Tory; Tru; Torrey; Tiera; True; Torey; Torrie; Troi
Logan,204091,15,14931,219022,0.07315854202292114,Lawson,6670,Lawson; Lashawn; Laken; Laquan; Lashon; Lakin; Laiken; Lashaun; Layken; Lajuan; Lashun; Lugene; Leshawn; Loghan; Lasean
Sue,68800,15,31099,99899,0.4520203488372093,Skye,10936,Skye; Shea; Sky; Shay; Shae; Shia; Shai; Shaya; Sia; Sai; Shaye; Shoua; Sha; Soua; Siah
Amir,25346,15,44474,69820,1.7546752939319814,Amari,24200,Amari; Amara; Amare; Amiri; Amar; Amor; Amarie; Amauri; Ahmari; Amere; Amarii; Amaree; Amori; Amory; Aimar
Muriel,23788,15,57063,80851,2.3988145283336135,Merle,17665,Merle; Marley; Marlee; Mariela; Merrill; Marlo; Marlowe; Meryl; Marlow; Myrle; Murl; Myrl; Murrell; Merril; Murel
Christopher,1033974,14,1064603,2098577,1.0296226017288637,Christine,288397,Christine; Christina; Christian; Crystal; Christy; Cristian; Cristina; Christie; Cristal; Christen; Christin; Christan; Christain; Christia
Kelly,274839,14,666131,940970,2.4237135195514465,Kyle,244176,Kyle; Kayla; Kaylee; Kylie; Kelli; Kylee; Kelley; Kali; Kailey; Kiley; Kayle; Kalei; Khali; Keala
Carrie,111595,14,246221,357816,2.2063802141673015,Corey,94592,Corey; Cory; Cara; Ciara; Cierra; Cary; Carey; Cori; Cairo; Corrie; Corie; Cher; Corry; Cree
Mark,679196,13,274700,953896,0.40444878945105683,Marc,68788,Marc; Maurice; Marissa; Marco; Morris; Marcy; Mercy; Merrick; Mars; Markie; Mirza; Myers; Marice
Carol,408960,13,750260,1159220,1.8345559467918622,Carl,240162,Carl; Cheryl; Charlie; Carla; Carole; Carly; Carroll; Charley; Carlie; Carrol; Charly; Curley; Caroll
Julie,253783,13,548897,802680,2.1628596084056064,Julia,217050,Julia; Joel; Jill; Julio; Jayla; Jewel; Jewell; Joelle; Jael; Joell; Jule; Juel; July
Sheila,117706,13,223277,340983,1.8969041510203388,Sally,97917,Sally; Shelly; Shelley; Saul; Shayla; Shiloh; Sol; Shellie; Shilo; Sully; Soul; Salah; Shylo
Daniel,981443,12,226688,1208131,0.230974188006843,Danielle,185031,Danielle; Daniela; Donnell; Donell; Daniele; Danyell; Danyel; Daniell; Denali; Danell; Danyale; Donelle
Anna,381987,12,928794,1310781,2.431480652482938,Amy,345512,Amy; Ann; Anne; Annie; Ana; Ami; Ayan; Aime; Anay; Anh; An; Ameya
Aaron,303773,12,65896,369669,0.2169251381788375,Ariana,58375,Ariana; Aryan; Arian; Arin; Airam; Arion; Aaryn; Aarin; Arnie; Ariyan; Aaren; Ariyon
Megan,219149,12,247333,466482,1.1286065644835248,Mason,166538,Mason; Meghan; Mckenna; Meaghan; Makena; Mayson; Maison; Masyn; Macon; Makana; Maeson; Maysen
Dylan,212608,12,62141,274749,0.29227968844069835,Dillon,31474,Dillon; Delaney; Delma; Dillan; Daylen; Delano; Dyllan; Daylin; Daelyn; Delaine; Dylann; Delane
Riley,117389,12,101739,219128,0.8666825682133761,Raul,42192,Raul; Rylee; Rylie; Royal; Reilly; Ryley; Rilee; Royale; Rhiley; Rael; Rahil; Reiley
Devin,84568,12,75113,159681,0.8881964809384164,Devon,43196,Devon; Devan; Devyn; Davion; Davon; Deven; Davian; Divine; Devine; Deavion; Devonne; Davonne
Colleen,79638,12,114049,193687,1.432092719555991,Colin,64570,Colin; Collin; Callan; Callen; Callahan; Clemmie; Caelan; Colon; Collyn; Climmie; Collen; Caelin
Darren,51014,12,47564,98578,0.9323715058611362,Darin,14834,Darin; Dorian; Darian; Darien; Dream; Darion; Darrian; Darrien; Dereon; Daryn; Derin; Daryan
Kay,47474,12,51696,99170,1.0889328895816657,Kai,35108,Kai; Kaye; Kaya; Koa; Kia; Khai; Kc; Ka; Kao; Koi; Keahi; Koy
Nikki,18209,12,23671,41880,1.29996155747158,Nico,8786,Nico; Niko; Nakia; Nicky; Nikia; Najee; Nickie; Nyjah; Nijah; Neko; Naziah; Nasiah
Karen,493182,11,54020,547202,0.10953360017194463,Karina,29246,Karina; Kareem; Kieran; Karon; Karim; Karma; Karan; Kiran; Kareen; Kirin; Kayron
Billy,191532,11,214832,406364,1.121650690224088,Bill,77164,Bill; Bailey; Billie; Baylee; Billye; Bayley; Baily; Blue; Bela; Blu; Bleu
Judy,189406,11,230097,419503,1.2148347993199793,Jade,50744,Jade; Jody; Jodi; Jada; Jude; Judah; Jodie; Jett; Jayde; Jaydee; Joud
Brittany,179683,11,159272,338955,0.8864055030247714,Brayden,67162,Brayden; Brittney; Braden; Britney; Braeden; Brittani; Britton; Braedyn; Brittan; Britain; Britten
Holly,101250,11,238806,340056,2.3585777777777777,Hailey,88986,Hailey; Haley; Hayley; Hallie; Haylee; Hailee; Hollie; Halo; Halley; Hala; Haile
Tyrone,38066,11,12222,50288,0.32107392423685177,Taryn,11389,Taryn; Terrion; Taran; Trine; Trini; Tarin; Terran; Tyrion; Terren; Toryn; Terin
Brian,586792,10,417457,1004249,0.7114224461137848,Bryan,192831,Bryan; Brianna; Briana; Breanna; Bryn; Bernie; Breon; Brion; Brownie; Beren
Adam,285978,10,314573,600551,1.0999902090370588,Aiden,126432,Aiden; Autumn; Aidan; Ayden; Aden; Aydan; Aidyn; Auden; Adonai; Adama
Joe,216735,10,280330,497065,1.293422843564722,Jay,94998,Jay; Jo; Joy; Joey; Jai; Jia; Jaye; Jae; Ja; Jiayi
Lee,136588,10,270457,407045,1.980093419626907,Leah,122828,Leah; Leo; Lou; Louie; Lue; Loy; La; Le; Ly; Li
Demetrius,16944,10,21228,38172,1.2528328611898016,Deandre,13680,Deandre; Dimitri; Deandra; Demetri; Demetrice; Demetris; Deandrea; Demetric; Deondra; Deundra
Mary,1882124,9,659901,2542025,0.35061504980543257,Maria,277488,Maria; Marie; Mario; Mariah; Mayra; Maira; Meyer; Mar; Mahari
Brandon,384950,9,536758,921708,1.3943577087933499,Brenda,303206,Brenda; Brent; Brandy; Brandi; Brendan; Brantley; Brentley; Brandyn; Brantlee
Ella,148245,9,141830,290075,0.9567270396977976,Eli,72014,Eli; Ellie; Eula; Elia; Ely; Elie; Eliyah; Eliah; Eliya
Landon,90590,9,58695,149285,0.6479191963792913,London,24848,London; Londyn; Landen; Landyn; Lyndon; Linden; Lynden; Londen; Lunden
Regina,87824,9,50028,137852,0.5696392785571143,Reagan,33930,Reagan; Regan; Reign; Rashawn; Rayshawn; Rashaun; Rasheen; Reegan; Roshawn
Marshall,45058,9,44927,89985,0.997092636157841,Marisol,16264,Marisol; Miracle; Marcel; Maricela; Marisela; Marcell; Marcelle; Marshell; Marquelle
Minnie,44669,9,6270,50939,0.14036580178647384,Mina,5496,Mina; Minh; Mana; Mena; Mannie; Moon; Min; Mayan; Man
Sage,19763,9,24725,44488,1.2510752416131155,Sasha,18134,Sasha; Saige; Sequoia; Sacha; Swayze; Sascha; Sehaj; Sakae; Sequoyah
Frank,413397,8,605231,1018628,1.464043038531968,Frances,269031,Frances; Francis; Francisco; Franklin; Frankie; Francesca; Francisca; Francesc
Larry,402522,8,725361,1127883,1.8020406338038666,Laura,377992,Laura; Lori; Leroy; Laurie; Larue; Lory; Lior; Larrie
Ruth,371900,8,194090,565990,0.521887604194676,Rita,138848,Rita; Rudy; Reid; Reed; Ryatt; Riot; Reda; Rudi
Lauren,237588,8,162496,400084,0.683940266343418,Lorraine,102032,Lorraine; Loren; Lorena; Lauryn; Loraine; Lorin; Laramie; Loran
Doris,224976,8,228532,453508,1.0158061304316905,Derek,118216,Derek; Derrick; Darius; Darcy; Dorris; Dorsey; Dorsie; Daris
Roy,189778,8,116018,305796,0.6113353497244148,Ray,96374,Ray; Rae; Rhea; Rey; Rio; Rei; Rai; Rowe
Elijah,182376,8,161373,343749,0.884836820634294,Elsie,71313,Elsie; Elise; Ellis; Elisa; Elisha; Elzie; Elza; Elgie
Connie,133007,8,50676,183683,0.3810025036276286,Cheyenne,34540,Cheyenne; Cohen; Chaim; Cam; Cyan; Chaney; Chan; Chayanne
Ellen,125848,8,191250,317098,1.5196904201894348,Eileen,91582,Eileen; Elena; Eliana; Elma; Elian; Elmo; Elan; Elim
Kristen,108546,8,259517,368063,2.390848119691191,Kristin,88656,Kristin; Kristina; Krystal; Kristopher; Kirsten; Kristian; Khristian; Krystian
Casey,93920,8,114620,208540,1.2204003407155026,Chase,89832,Chase; Cassie; Chaz; Chayse; Cache; Chaka; Cayce; Chaise
Dominic,93398,8,80986,174384,0.8671063620206,Dominique,34430,Dominique; Dominick; Domingo; Dominik; Domonique; Dominque; Dominga; Domanique
Brett,79024,8,176666,255690,2.235599311601539,Bertha,68524,Bertha; Brady; Brody; Barrett; Brodie; Bertie; Britt; Brit
Daisy,65874,8,85003,150877,1.2903877098703587,Diego,60802,Diego; Dixie; Dessie; Dickie; Desi; Doyce; Dezi; Dossie
Tristan,62686,8,25491,88177,0.4066458220336279,Tristen,11013,Tristen; Triston; Tristin; Tristian; Trystan; Tristyn; Trystin; Trust
Selena,27204,8,27604,54808,1.0147037200411704,Sloane,10369,Sloane; Selma; Salem; Sloan; Salome; Shalom; Skylan; Salam
Ty,22252,8,31848,54100,1.4312421355383786,Tia,15416,Tia; Theo; Tye; Tai; Thao; Toi; Toy; Tu
Keegan,18930,8,15091,34021,0.7972002113048072,Kayson,6446,Kayson; Keagan; Kaysen; Keshawn; Kasyn; Kaisyn; Kijana; Kaegan
Coy,6036,8,1010,7046,0.16732935719019218,Che,335,Che; Cai; Choua; Chee; Chi; Chau; Chai; Chia
Andrew,654139,7,348167,1002306,0.5322523194611543,Andrea,222684,Andrea; Andre; Andres; Anderson; Andra; Andree; Andersen
Scott,385672,7,99822,485494,0.25882615279304694,Seth,80625,Seth; Scotty; Scottie; Sade; Scout; Shade; Shadi
Alexander,361420,7,483360,844780,1.3373914005865752,Allison,157580,Allison; Alexandra; Alejandro; Alison; Alexandria; Alejandra; Alexandr
Angela,334186,7,336641,670827,1.0073462083989155,Angel,177868,Angel; Angelina; Angelica; Angelo; Ainsley; Angelita; Angeles
Jerry,311426,7,3058,314484,0.009819347132224028,Jere,917,Jere; Jireh; Jrue; Jory; Jeriah; Jru; Jerre
Keith,217746,7,292749,510495,1.3444517924554298,Kathy,165555,Kathy; Katie; Kody; Koda; Kodi; Kit; Kodie
Austin,216326,7,59996,276322,0.27734068026959313,Ashton,51022,Ashton; Austyn; Austen; Ashtyn; Ashtin; Ashten; Astin
Marilyn,185130,7,81738,266868,0.44151677199805545,Marlene,63254,Marlene; Marlin; Merlin; Marlyn; Marlen; Merlyn; Maryland
Bonnie,161300,7,90504,251804,0.561091134531928,Ben,35701,Ben; Bennie; Benny; Bowen; Bonny; Bayan; Binh
Chloe,121714,7,132535,254249,1.0889051382749724,Cole,74756,Cole; Callie; Cleo; Cali; Cielo; Callaway; Ciel
Marion,113666,7,211885,325551,1.864101842239544,Maureen,69932,Maureen; Marian; Miriam; Mariana; Marin; Marne; Marrion
Anita,104050,7,130378,234428,1.2530321960595867,Annette,81512,Annette; Andy; Andi; Andie; Amit; Ayomide; Anhad
Lily,87854,7,201791,289645,2.2968902952625947,Layla,60968,Layla; Lillie; Lilly; Lula; Lyle; Loyal; Lael
Clyde,65474,7,102892,168366,1.5714940281638512,Claudia,60938,Claudia; Claude; Claudio; Claudie; Cleotha; Child; Clide
Nina,60084,7,10574,70658,0.17598695160109182,Nehemiah,9198,Nehemiah; Noam; Nana; Nima; Neema; Numa; Name
Damian,51978,7,65000,116978,1.2505290699911502,Damon,32105,Damon; Damien; Denim; Damani; Damoni; Denym; Demani
Aria,43971,7,28469,72440,0.6474494553228264,Arya,14004,Arya; Ari; Aarya; Arie; Arrow; Ara; Ary
Kayden,38528,7,72125,110653,1.872015157807309,Kaden,33994,Kaden; Kaiden; Keaton; Kadyn; Kaidyn; Kaedyn; Kaydin
Dawson,23912,7,13167,37079,0.5506440281030445,Deshawn,7040,Deshawn; Dashawn; Deshaun; Deshon; Dasani; Dawsyn; Deshone
Kasey,19882,7,11694,31576,0.5881702042048084,Kacey,4923,Kacey; Kaycee; Kayce; Kacy; Kekoa; Khaza; Kazi
Asia,15106,7,22027,37133,1.4581623196081028,Ace,10650,Ace; Asa; Asha; Asiyah; Asiah; Aziah; Acie
Braylen,6015,7,6978,12993,1.1600997506234414,Braelyn,5019,Braelyn; Braylin; Berlin; Brailyn; Bralyn; Braylyn; Brylen
Kymani,1694,7,1541,3235,0.9096812278630461,Kimani,575,Kimani; Kaimana; Kanon; Kamani; Khamani; Kemani; Kemoni
Ocie,1512,7,2845,4357,1.8816137566137565,Ozzy,1233,Ozzy; Ossie; Ozzie; Ozie; Osie; Okie; Osa
Young,274,7,598,872,2.1824817518248176,Yancy,254,Yancy; Yeng; Yong; Ying; Yannis; Yang; Ynes
Sarah,523344,6,414228,937572,0.7915023388058332,Sara,211822,Sara; Sherry; Sierra; Sawyer; Sora; Surya
Rachel,281166,6,269699,550865,0.9592162637018701,Russell,174538,Russell; Rachael; Raquel; Rochelle; Rogelio; Rozell
Hannah,225050,6,19094,244144,0.08484336814041324,Hanna,18792,Hanna; Han; Hanh; Hien; Hani; Hyun
Teresa,204280,6,400768,605048,1.9618562757000195,Theresa,194320,Theresa; Tracy; Tracey; Trace; Tyrese; Terez
Gabriel,195006,6,176387,371393,0.9045208865368245,Gabrielle,67722,Gabrielle; Gabriella; Gabriela; Gabriele; Gabriell; Gabrial
Cameron,166974,6,25894,192868,0.15507803610142898,Camryn,16142,Camryn; Camron; Camren; Cameryn; Cameran; Camrin
Robin,165200,6,110588,275788,0.6694188861985472,Ruben,55224,Ruben; Robyn; Raven; Robbin; Revan; Ravon
Cody,145478,6,138712,284190,0.9534912495360123,Chad,119138,Chad; Cade; Coty; Codi; Codie; Coda
Peggy,144288,6,72567,216855,0.502931636726547,Paige,71858,Paige; Page; Peace; Paz; Posey; Phuc
Evan,141249,6,19714,160963,0.13956912969295357,Ebony,18498,Ebony; Evin; Evon; Evyn; Evian; Evann
Adrian,137414,6,83812,221226,0.609923297480606,Adriana,46544,Adriana; Adrienne; Adrien; Adriane; Adrain; Adrean
Glenn,120596,6,67348,187944,0.5584596504029984,Glen,59697,Glen; Galen; Glynn; Gaylon; Gaylen; Glyn
Savannah,93176,6,20291,113467,0.21777067055894223,Savanna,15618,Savanna; Sevyn; Shavon; Seven; Sivan; Sophana
Lydia,83276,6,106527,189803,1.2792040924155819,Lloyd,75142,Lloyd; Latoya; Loyd; Ludie; Lattie; Luddie
Nora,80758,6,5794,86552,0.07174521409643626,Noor,3216,Noor; Nori; Nour; Nery; Nuri; Neri
Gina,74908,6,70986,145894,0.9476424413947776,Gene,62754,Gene; Gianni; Gennie; Gwyn; Gianny; Giani
Aaliyah,53320,6,70699,124019,1.3259377344336083,Aliyah,23452,Aliyah; Allie; Ali; Al; Alaa; Aly
Skylar,50310,6,40695,91005,0.8088849135360763,Skyler,32882,Skyler; Saylor; Sailor; Schuyler; Skylor; Schyler
Ariel,47206,6,28201,75407,0.5974028725162056,Arielle,14096,Arielle; Arlo; Areli; Arlie; Arley; Arlee
Drew,40394,6,46634,87028,1.154478387879388,Dora,38709,Dora; Dara; Dior; Dru; Drue; Diarra
Sandy,35776,6,3578,39354,0.10001118067978533,Saint,2422,Saint; Shawnta; Shaunte; Shanti; Shonte; Summit
Janelle,26240,6,20484,46724,0.780640243902439,Jamal,15388,Jamal; Jamel; Jonell; Janiel; Jamelle; Jamile
Zane,25566,6,31544,57110,1.2338261753891888,Zion,24536,Zion; Zain; Zyon; Zen; Zhane; Zyan
Rylan,18685,6,5011,23696,0.2681830345196682,Raylan,2956,Raylan; Rylen; Raylen; Rylin; Raylin; Rilyn
Paris,17802,6,20085,37887,1.1282440175261206,Percy,11532,Percy; Pierce; Parrish; Parris; Praise; Perris
Teagan,15480,6,3665,19145,0.23675710594315247,Tegan,2562,Tegan; Teegan; Teigan; Tashawn; Teagen; Teigen
Thomas,1144248,5,19523,1163771,0.017061860715509226,Tamika,10546,Tamika; Tanisha; Townes; Tennessee; Tanis
George,677288,5,361613,1038901,0.5339131949776166,Grace,231125,Grace; Georgia; Gracie; Gregg; Georgie
Kenneth,638856,5,50167,689023,0.07852630326708993,Kennedy,47018,Kennedy; Kenyatta; Kenyetta; Kenyata; Kinta
Susan,555649,5,117794,673443,0.2119935426861202,Suzanne,107774,Suzanne; Susana; Shaquan; Sekani; Sagan
Eric,443542,5,291900,735442,0.658111294984466,Erica,114770,Erica; Erik; Erika; Erick; Eris
Melissa,378342,5,137391,515733,0.3631396990024898,Miles,55320,Miles; Malachi; Myles; Malik; Mills
Sharon,360380,5,12386,372766,0.03436927687441035,Sharron,7040,Sharron; Soren; Sheron; Sherron; Sharone
Dennis,308025,5,193651,501676,0.6286859832805779,Denise,185264,Denise; Denis; Deniz; Dung; Donnis
Willie,267122,5,49612,316734,0.1857278696625512,Willow,28901,Willow; Will; Wiley; Wylie; Wally
Jordan,264406,5,43268,307674,0.16364227740671544,Jordyn,32236,Jordyn; Jordon; Jorden; Jordin; Jourdan
Noah,253562,5,15787,269349,0.06226090660272438,Noe,10387,Noe; Noa; Nou; Nai; Nhia
Jeremy,222133,5,197999,420132,0.8913533783814201,Jeremiah,108908,Jeremiah; Jerome; Journey; Jream; Jermiah
Bruce,191142,5,191734,382876,1.0030971738288812,Brooke,98047,Brooke; Bryce; Brooks; Brice; Brook
Shannon,170618,5,14973,185591,0.08775744645934193,Simone,11615,Simone; Shanon; Shannan; Shannen; Sonam
Randy,164940,5,131762,296702,0.7988480659633806,Rhonda,102834,Rhonda; Ronda; Randi; Ronit; Rande
Lucas,159293,5,32041,191334,0.20114505973269384,Lukas,20510,Lukas; Lakeisha; Legacy; Lexus; Legaci
Avery,111920,5,83927,195847,0.7498838456040029,Aubrey,77358,Aubrey; Averie; Aubry; Abeer; Avry
Thelma,100962,5,1422,102384,0.014084507042253521,Taylin,706,Taylin; Taylen; Talin; Talyn; Taylan
Levi,99806,5,14342,114148,0.14369877562471195,Lupe,10768,Lupe; Lovie; Love; Levy; Lipa
Blake,99579,5,6412,105991,0.06439108647405578,Blaze,2984,Blaze; Blaise; Blayke; Blaize; Bless
Darrell,78186,5,78447,156633,1.003338193538485,Darryl,44431,Darryl; Daryl; Dariel; Darl; Darriel
Asher,50989,5,9228,60217,0.18098021141814902,Azariah,5032,Azariah; Akira; Azari; Akari; Azure
Roman,46852,5,73309,120161,1.5646930760693247,Ramon,35534,Ramon; Ramona; Ronin; Romaine; Rameen
Kendall,46630,5,8895,55525,0.19075702337550932,Kendal,3810,Kendal; Kyndall; Kyndal; Kendell; Kendel
Felicia,43470,5,38230,81700,0.8794570968484012,Felix,37114,Felix; Felice; Feliz; Floyce; Felis
Beau,29244,5,7100,36344,0.24278484475447956,Bo,5698,Bo; Bowie; Bao; Bee; Bawi
Archie,22320,5,5527,27847,0.24762544802867384,Ares,3066,Ares; Aries; Aris; Argie; Arshia
Kameron,19429,5,17977,37406,0.9252663544186526,Kamryn,13492,Kamryn; Kamron; Kamren; Kameryn; Kamrin
Mandy,18500,5,11012,29512,0.5952432432432433,Monte,8880,Monte; Monet; Mendy; Montie; Monta
Semaj,3324,5,1323,4647,0.398014440433213,Simcha,787,Simcha; Seneca; Sang; Sung; Seng
Adley,2546,5,2219,4765,0.8715632364493323,Adell,1702,Adell; Adel; Atlee; Atley; Ayodele
Aven,938,5,1271,2209,1.3550106609808101,Avion,656,Avion; Avian; Ayven; Avon; Abyan
Charles,1158250,4,151967,1310217,0.13120397150874163,Carlos,150702,Carlos; Charleston; Corliss; Carlisle
Steven,645508,4,811988,1457496,1.2579054016371602,Stephen,428820,Stephen; Stephanie; Stephan; Stephane
Jason,525108,4,197789,722897,0.376663467324817,Jackson,142696,Jackson; Jaxon; Jaxyn; Jasani
Gary,450070,4,9851,459921,0.021887706356788945,Gerry,6954,Gerry; Grey; Gray; Ger
Ashley,434068,4,27712,461780,0.06384253158491296,Ashlee,20886,Ashlee; Ashly; Azul; Aseel
Kathleen,353008,4,184612,537620,0.522968317998459,Kaitlyn,82780,Kaitlyn; Katelyn; Kaitlin; Kaitlynn
Tyler,307290,4,226793,534083,0.7380422402290996,Taylor,218414,Taylor; Tayler; Tylor; Tylar
Martha,247198,4,22775,269973,0.09213262243222033,Marty,14921,Marty; Marta; Merritt; Merit
Albert,223174,4,196924,420098,0.8823787717207201,Alfred,111982,Alfred; Alberto; Alberta; Alfredo
Sophia,207988,4,149665,357653,0.7195847837375233,Sofia,87893,Sofia; Sophie; Saba; Shiva
Alexis,203244,4,1559,204803,0.00767058314144575,Alexys,1278,Alexys; Alexsis; Alexes; Alexiz
Alan,179528,4,228343,407871,1.2719074461922375,Allen,131616,Allen; Alma; Alana; Allyn
Ava,165474,4,38088,203562,0.23017513325356248,Abby,29134,Abby; Abbie; Avi; Avo
Audrey,149049,4,11191,160240,0.07508269092714477,Audra,10316,Audra; Audry; Adair; Autry
Mia,148612,4,101265,249877,0.6814052700993191,Maya,59070,Maya; Mae; Mai; My
Craig,148166,4,96975,245141,0.6545023824629133,Chris,80782,Chris; Cruz; Cris; Cherokee
Amelia,127430,4,738,128168,0.005791414894451856,Anel,609,Anel; Anmol; Amil; Amel
Isaiah,122436,4,2148,124584,0.017543859649122806,Isa,1220,Isa; Issa; Izzy; Ikea
Gail,101942,4,65509,167451,0.6426105040120853,Gayle,30140,Gayle; Gael; Gale; Gal
Claire,101138,4,18067,119205,0.17863710969170835,Clare,13074,Clare; Clair; Collier; Clary
Debbie,92458,4,1561,94019,0.016883341625386662,Davi,574,Davi; Davie; Davey; Davy
Molly,85018,4,35181,120199,0.41380648803782727,Milo,17870,Milo; Millie; Mel; Mallie
Zoe,76288,4,56439,132727,0.7398149119127517,Zoey,55532,Zoey; Zia; Ziah; Zi
Carmen,75300,4,5987,81287,0.07950863213811421,Carmine,5736,Carmine; Carman; Carmon; Carmin
Tamara,64302,4,50173,114475,0.7802712201797767,Tanner,48260,Tanner; Tamar; Tamer; Tamari
Grayson,61438,4,30350,91788,0.4939939451154009,Greyson,28290,Greyson; Graysen; Gracen; Graycen
Brooklyn,61222,4,20622,81844,0.3368396981477247,Brooklynn,18176,Brooklynn; Berkley; Berkeley; Breslin
