formal_name,formal_count,nickname_count,nickname_count_sum,group_total_count,nickname_to_formal_ratio,top_nickname,top_nickname_count,nicknames_joined
Danny,283561,65,866102,1149663,3.054376307037992,Dean,186469,Dean; Don; Duane; Dan; Dwayne; Donnie; Dana; Dane; Dewayne; Dion; Deon; Denny; Donny; Dino; Dannie; Deion; Dwain; Donn; Duwayne; Dwaine; Dayne; Dennie; Dwane; Deane; Diana; Deen; Donna; Dany; Dann; Dain; Diane; Dwyane; Doyne; Dawn; Dani; Dawayne; Dwan; Dayon; Duaine; Dom; Dawan; Dayan; Dhyan; Dhani; Donyae; Danney; Danie; Dewain; Duan; Deno; Denahi; Danh; Deanna; Diony; Dannye; Dawon; Dewaine; Dewan; Dewin; Dinh; Dione; Dionne; Diyan; Donye; Dyami
Christopher,2061183,61,550584,2611767,0.2671203866905559,Christian,446177,Christian; Cristian; Cristopher; Cristobal; Cristofer; Cristiano; Christophe; Christofer; Christ; Christos; Christoper; Christop; Christina; Cristo; Cristhian; Christain; Carsten; Creighton; Christine; Christion; Christen; Crystal; Christan; Christpher; Christiano; Chirstopher; Christoher; Christy; Christobal; Chrystian; Cristina; Cristoval; Christon; Christo; Christien; Christia; Christiaan; Christoph; Crist; Cruzito; Christin; Christoffer; Crystian; Christohper; Christie; Christophr; Christipher; Crockett; Christianjames; Christapher; Carston; Cristal; Chrisotpher; Christophor; Cristan; Cristino; Christepher; Christianpaul; Christophere; Christropher; Chrystopher
Tony,246750,61,438869,685619,1.778597771023303,Tommy,174261,Tommy; Tom; Tim; Tommie; Timmy; Toney; Timmie; Tuan; Tino; Thanh; Thien; Tam; Tammy; Taim; Tomie; Tywan; Thayne; Timm; Thane; Tien; Toan; Tanay; Tan; Tyon; Toni; Toma; Teon; Tina; Tin; Tywon; Tauno; Taiwan; Tyheem; Thom; Tonny; Taym; Tiam; Tomio; Tyheim; Thaine; Taheem; Thuan; Teyon; Tanya; Theon; Thinh; Tonnie; Tayon; Tania; Timo; Tian; Tonie; Tiana; Tyion; Tanmay; Tiheim; Tion; Tomy; Tonya; Tuyen; Tyan
Javon,15567,61,51760,67327,3.324982334425387,Jovan,7782,Jovan; Javion; Jovani; Jovanni; Jovanny; Jovany; Jevon; Jayvion; Jayvon; Javen; Javian; Jiovanni; Javan; Jovon; Jayven; Javien; Javin; Javeon; Jayvian; Jayveon; Jayvien; Jayvin; Jiovani; Jeevan; Jeovany; Jhovany; Jeovanny; Jayvyn; Jiovanny; Jeovanni; Jahvon; Jevin; Jovian; Jaiven; Jobany; Jovanie; Jeovani; Jaivon; Jhovanny; Jaivion; Jovannie; Jobani; Jaevion; Jhovani; Jevan; Javone; Javonni; Jaevon; Jabin; Javonne; Joven; Jovin; Jvon; Jaivyn; Jobin; Jaiveon; Jaivin; Javeion; Javoni; Jobanny; Jovonni
Kellen,14603,59,50142,64745,3.4336780113675274,Killian,13649,Killian; Kellan; Kylan; Kylen; Kylian; Kalen; Keelan; Kilian; Kalani; Kallen; Kylin; Kollin; Kylon; Kolin; Kalin; Kelan; Kaylon; Keilan; Kaelan; Kellin; Kaylen; Khylan; Keylan; Kaelin; Kullen; Kalan; Kaulana; Kallum; Kalon; Kailen; Keylon; Kaelen; Kyliam; Khylen; Kallan; Khylin; Kalem; Kailan; Kaleem; Khalan; Kaylan; Keelyn; Kelin; Kaelon; Keilon; Kailon; Kalum; Kaylin; Khalon; Kalyan; Kalyn; Kelwin; Keylen; Keylin; Khalen; Kilyan; Klein; Kline; Kyllian
Reagan,5124,58,23011,28135,4.490827478532396,Rashawn,4419,Rashawn; Reign; Rayshawn; Raekwon; Rashaun; Rakeem; Regan; Rishaan; Rogan; Rasheen; Rashon; Raquan; Roshan; Rahsaan; Rasheem; Rayquan; Rakim; Rashan; Rashaan; Rakan; Regino; Rajan; Riggin; Raequan; Rajon; Rayshaun; Roshawn; Rishan; Ryken; Rizwan; Ryzen; Roczen; Rasean; Rayshon; Regina; Rashun; Rajohn; Raquon; Reason; Reegan; Rejino; Rishawn; Rajahn; Rasheim; Raysean; Ragene; Rahsean; Rayjon; Raekwan; Raequon; Rahshawn; Rakin; Rayson; Resean; Reshawn; Rockne; Roshun; Ryson
Jeremy,443414,56,407507,850921,0.919021501350882,Jeremiah,217789,Jeremiah; Jerome; Jaron; Jaren; Jeromy; Jeramy; Jeramiah; Jerimiah; Jeremie; Jeramie; Jeremey; Jermiah; Jermey; Jereme; Journey; Jeremih; Jarom; Jarren; Jeron; Jarron; Jream; Jeremi; Jayren; Jeremyah; Jerron; Jiren; Jerimy; Jermy; Jarin; Jerone; Jerame; Jeromie; Jeyren; Jairon; Jerin; Jarian; Jeramey; Jeremaih; Jyren; Jyron; Jayron; Jeromey; Jeramyah; Jeren; Jerimyah; Jermie; Jerrin; Jeremia; Jarome; Jarrin; Jaryn; Jeiren; Jerami; Jeremiyah; Jerren; Jyrin
Kerry,46408,56,64599,111007,1.3919798310636098,Kyrie,16392,Kyrie; Kory; Kairo; Korey; Kyree; Khari; Krew; Kyro; Kyaire; Khyree; Krue; Khiry; Kyair; Kahari; Khyrie; Khary; Kree; Kru; Kaoru; Keir; Kiara; Kary; Kori; Kairi; Kairee; Kaiyr; Karo; Kior; Kari; Kaire; Kroy; Khayree; Khairo; Khyir; Khairi; Kara; Kroi; Kyre; Kyri; Karry; Kiari; Khair; Kierre; Keary; Khyro; Kier; Kyriee; Khyair; Khyri; Karey; Keri; Khayir; Khayr; Khyaire; Kyeir; Kyier
Michael,4405088,55,476502,4881590,0.10817082428319252,Miguel,185676,Miguel; Micheal; Maxwell; Misael; Mikel; Michel; Mikael; Mikhail; Michelle; Mykel; Michal; Mikal; Michele; Michale; Mychal; Migel; Miquel; Micahel; Mikhael; Mikail; Mychael; Mizael; Mikeal; Mechel; Missael; Mickel; Mikell; Mykal; Maykel; Miklo; Makel; Michoel; Michial; Michiel; Maikel; Mikaeel; Maikol; Mykell; Mickael; Mikkel; Mikayel; Mickeal; Makayla; Macaulay; Michell; Mishael; Mozell; Maycol; Mykael; Makell; Mykale; Maicol; Maykol; Michaela; Mizell
Tracy,56574,54,41311,97885,0.7302117580514017,Trace,10990,Trace; Tyrese; Tracey; Tariq; Tarik; Tyreek; Tyrek; Tyrus; Tyrique; Tyreese; Taurus; Tyriq; Tarek; Tyrik; Tyreke; Tyriek; Truce; Tyreik; Teresa; Theresa; Tyrice; Tarus; Terrick; Tyric; Tyrece; Taras; Tarique; Tereso; Treg; Trigo; Taariq; Tyresse; Trigg; Troyce; Trayce; Tyrick; Tyreece; Tyris; Terez; Tirso; Torris; Terek; Terius; Tres; Tarick; Tarig; Tarris; Terique; Terrace; Terris; Torres; Trask; Trig; Tyrease
Adam,571333,52,531437,1102770,0.9301703209861849,Aiden,252078,Aiden; Aidan; Ayden; Adan; Aden; Aydin; Aydan; Aaden; Aidyn; Aedan; Adin; Athan; Aayden; Auden; Adyn; Adonai; Adem; Aaiden; Atom; Aydenn; Aeden; Aiyden; Adian; Adham; Adyan; Athen; Adon; Aidin; Adama; Aydon; Adonay; Aadyn; Aedyn; Aithan; Adien; Aidden; Addam; Autumn; Aadan; Aidon; Adain; Aidenn; Audon; Aadam; Athony; Aadin; Aideen; Aitan; Audwin; Aydeen; Aydyn; Ayeden
Tyson,45519,52,16605,62124,0.364792723917485,Teagan,3703,Teagan; Tyshawn; Tyquan; Tegan; Tyshaun; Tayshaun; Taquan; Tashawn; Tayshawn; Tyshon; Tayson; Teegan; Taysom; Tyjuan; Tysen; Tysean; Takumi; Tsuneo; Teagen; Tasheem; Tykeem; Tashaun; Taseen; Tequan; Tyshun; Teigan; Tajuan; Tayquan; Tiquan; Tysheem; Taysen; Tahsin; Takeem; Tashan; Taiquan; Teshawn; Tajon; Tejon; Taequan; Taesean; Tyquon; Tacuma; Tayshon; Tashiem; Tysheen; Taeshawn; Tashon; Taysean; Tayshun; Teigen; Tishawn; Tycen
Demetrius,33309,48,54002,87311,1.6212435077606653,Deandre,27346,Deandre; Dimitri; Dandre; Deondre; Demetri; Demetrio; Dontrell; Dimitrios; Demetrios; Demetris; Dondre; Demetric; Demitri; Demitrius; Demetrice; Dmitri; Diondre; Demetrious; Dantrell; Deaundre; Dmitriy; Deontre; Deandra; Dimitrius; Deandrea; Demetrick; Dmitry; Dimitry; Demetruis; Deiondre; Dontarius; Demetre; Dontravious; Diandre; Dimitris; Deundre; Demetrus; Deontray; Deondra; Dontre; Demetriu; Dontrez; Dontreal; Dantrel; Demetreus; Demetrias; Deundra; Donterrius
Dylan,411257,47,91996,503253,0.22369467267426452,Dillon,62813,Dillon; Dillan; Dilan; Dallin; Dylon; Daylen; Dillion; Delano; Dyllan; Daylon; Daylan; Daylin; Delma; Dalen; Dyllon; Dallen; Delon; Dallan; Dylen; Delwin; Dallon; Dalyn; Deleon; Dolan; Daelyn; Dylann; Dillen; Dalon; Delaney; Dhilan; Dylin; Dillian; Dalan; Dilon; Daelon; Dailen; Dallyn; Delwyn; Dhillon; Delaine; Dillin; Daelin; Daylyn; Daelen; Dailon; Delane; Delno
Liam,336148,47,387119,723267,1.1516326142056474,Leon,171052,Leon; Lonnie; Lynn; Lane; Layne; Lanny; Lon; Lenny; Lonny; Lian; Lino; Lyam; Len; Lannie; Lennie; Luan; Laine; Lyon; Lyan; Lyn; Linn; Lahiam; Liem; Llewyn; Lem; Lam; Lion; Lowen; Leam; Linh; Lonie; Lliam; Leone; Lemmie; Leno; Lan; Lawayne; Lain; Leeam; Loney; Lean; Linnie; Lynne; Leeon; Limmie; Lonn; Luian
Derek,236388,47,278418,514806,1.1778009035991674,Derrick,142989,Derrick; Darius; Drake; Derick; Dirk; Darrius; Darrick; Dereck; Derik; Dorsey; Deric; Doris; Dorris; Derrek; Draco; Darcy; Derrik; Darious; Darsh; Darris; Derric; Darek; Derrius; Darick; Drako; Derreck; Dariusz; Dreux; Deryk; Darrious; Dorsie; Daris; Derk; Derius; Deryck; Dorse; Dariush; Derico; Drayke; Dearis; Dearius; Daric; Darik; Daruis; Derrike; Dierks; Drayce
Darren,102010,46,153031,255041,1.500156847367905,Darin,29662,Darin; Darrin; Darwin; Dorian; Darian; Darien; Daren; Darion; Daron; Darron; Deron; Darrion; Derwin; Darrian; Darrien; Dereon; Derian; Derrion; Dorien; Daryn; Derion; Darryn; Dayron; Doran; Duran; Dream; Derron; Derin; Doron; Daryan; Derrian; Darwyn; Darran; Dorwin; Diron; Drin; Duron; Dareon; Derreon; Daran; Dorion; Dheeran; Dairon; Derrin; Durwin; Dyron
Anthony,1472148,45,330152,1802300,0.2242654950453351,Antonio,256482,Antonio; Antoine; Anton; Antwan; Antony; Antwon; Antione; Antone; Antonia; Antwain; Antoni; Antonino; Antwone; Anthoney; Andon; Antuan; Antwaun; Antonios; Anthonie; Anthoni; Antwoine; Antwane; Antwine; Anden; Antwann; Antonie; Andoni; Antwuan; Antawn; Antoin; Antoniodejesus; Anthonyjames; Anthonyjr; Antwoin; Antoino; Antwaine; Antion; Antawan; Anthem; Anthonny; Anthonyjohn; Anthuan; Antionne; Antiono; Antoinne
Tyrone,76116,45,20878,96994,0.2742918703032214,Theron,6147,Theron; Tyron; Torin; Taurean; Thorin; Taron; Tyrin; Terrion; Tyren; Terron; Tyran; Taran; Tyronne; Toriano; Torian; Tarun; Thierno; Terran; Trino; Toren; Teron; Tron; Tyrion; Tyrome; Trine; Treyon; Terren; Theran; Terrin; Taryn; Trini; Torrian; Torrin; Toryn; Trayon; Tyrann; Tarin; Turhan; Tarren; Teran; Terin; Therion; Thoren; Tyreem; Tyronn
Junior,37825,45,43102,80927,1.13951090548579,Jamar,13946,Jamar; Jamari; Jamir; Jahmir; Jomar; Jameer; Jamere; Jahmari; Jamario; Jamier; Jamauri; Jamarr; Jahmere; Jamarie; Jameir; Jenaro; Jamaree; Jamarri; Jahmar; Jenner; Jahmeir; Jahmier; Jomari; Jaymere; Jamare; Jamori; Janari; Jaymar; Jamire; Jamaar; Jamaury; Jymir; Jhamari; Jahmyr; Jamiere; Jemar; Jahmeer; Jahmiere; Jahmire; Jamair; Jamaria; Jamaurie; Jamiri; Jaymir; Jimari
Brian,1171261,44,529626,1700887,0.4521844405303344,Bryan,385293,Bryan; Byron; Brayan; Bruno; Barney; Bryon; Bernie; Baron; Brain; Barron; Brien; Breon; Bayron; Brion; Brown; Braheem; Bram; Byran; Bryn; Brianna; Buren; Bruin; Brayam; Barnie; Burnie; Burney; Briana; Bairon; Breyon; Brownie; Borna; Brahim; Burhan; Berwyn; Breanna; Braun; Brehon; Bren; Brayn; Bryen; Beren; Brahin; Bron; Bryheem
Louis,376199,43,859916,1236115,2.28580086603101,Luke,311583,Luke; Luis; Lewis; Luca; Luka; Lucca; Lucio; Lacy; Luigi; Luc; Leigh; Luiz; Lisa; Les; Lex; Lois; Lucky; Loki; Lux; Lake; Luz; Louise; Lukah; Lessie; Locke; Laakea; Lucah; Loyce; Lige; Lakai; Lacey; Laksh; Loic; Loc; Lucy; Lc; Lexie; Lakhi; Layke; Loise; Louka; Lucia; Luxe
Alex,277683,43,70834,348517,0.2550894365157392,Alec,50347,Alec; Alijah; Alek; Alessio; Alois; Alexi; Alika; Alexei; Alakai; Alias; Alejo; Algie; Alicia; Alexey; Alice; Alcee; Alix; Aleck; Aleksey; Alyssa; Aleks; Aloys; Alize; Alesso; Aleksei; Aalijah; Alexa; Alik; Alexie; Alexx; Alisha; Alekai; Alexia; Alexio; Alakay; Aleix; Alesha; Alexy; Alhaji; Alikai; Alissa; Alyas; Alyjah
Terry,421145,41,282760,703905,0.6714077099336333,Troy,212583,Troy; Trey; Tyree; Tre; Tory; Torrey; Tru; Trae; Thor; True; Torey; Tahir; Tyre; Tray; Teruo; Tri; Thierry; Torry; Tor; Torao; Tyr; Tori; Terri; Tara; Tiara; Tierra; Tyhir; Tyrie; Thayer; Torre; Troi; Tyaire; Toru; Tierre; Torrie; Trea; Taro; Toure; Tiera; Tra; Treu
Devin,154090,41,133081,287171,0.8636576026997209,Devon,69344,Devon; Davion; Davon; Devan; Deven; Davin; Davian; Devyn; Daveon; Divine; Devion; Daven; Dayvon; Davien; Daevon; Devine; Devean; Dayvion; Devone; Deaven; Daveion; Daivon; Deveon; Davyn; Davone; Daevion; Devonne; Davonne; Dayveon; Duvan; Dabney; Deavion; Devonn; Davione; Dabin; Daveyon; Davionne; Davonn; Dayvian; Devaun; Devyne
Kash,15093,41,25372,40465,1.6810441926720996,Kasey,9143,Kasey; Kase; Kayce; Kace; Kekoa; Khaza; Kacey; Kaius; Kawika; Kiyoshi; Kazuo; Kush; Kage; Kasai; Keoki; Koji; Kazi; Kwesi; Kwasi; Koichi; Kaikoa; Khazi; Kaz; Kekai; Kwaku; Kacy; Kais; Kaycee; Kaikea; Kaj; Keiji; Kasiah; Keaka; Kuzey; Kache; Kaige; Kiichi; Koki; Kaisei; Kawaski; Kessiah
Alexander,720429,40,172180,892609,0.23899648681549465,Alejandro,142422,Alejandro; Alessandro; Alexzander; Alexandro; Alexandre; Aleksander; Alexandros; Allison; Aleksandr; Alexsander; Aleksandar; Alekzander; Alexande; Alejandra; Aleczander; Alexandra; Alegandro; Alexandru; Alquan; Alexsandro; Algenis; Alesandro; Alcuin; Alexandria; Alison; Alexandr; Alecsander; Alexandar; Alhassan; Alejandr; Alhassane; Alikhan; Alassane; Alegend; Alejando; Alekxander; Alessand; Alexanderjames; Alezander; Aljandro
Kyle,482785,40,103302,586087,0.21397102229771017,Kelly,77972,Kelly; Kole; Kale; Kylo; Kael; Kelley; Kiel; Kaleo; Kohl; Keola; Klay; Kailo; Kal; Kealii; Kelii; Kalai; Kiley; Kayla; Kali; Kile; Kalei; Kaylee; Khali; Kylie; Kol; Kaiel; Kylee; Keala; Klye; Kjell; Kailey; Kweli; Kelli; Kail; Kailoh; Kawelo; Kayle; Khyle; Khylo; Koalii
Kai,64197,40,16685,80882,0.25990311073726186,Koa,5562,Koa; Kye; Khai; Kay; Kee; Kou; Koah; Kc; Kao; Khoa; Koe; Kaeo; Ky; Keahi; Kahiau; Khoi; Koi; Koy; Kaya; Kei; Kaye; Kaio; Kawhi; Kaiea; Kia; Kiai; Keawe; Kue; Keo; Kuhao; Kaua; Koua; Ki; Ka; Kawai; Kha; Kio; Kohei; Ku; Kyo
Aaron,605742,39,43109,648851,0.07116726262996458,Aron,15731,Aron; Aryan; Arian; Arron; Aharon; Arham; Aram; Aaryan; Arne; Ahron; Aren; Arin; Arion; Arun; Arno; Aarin; Arhaan; Arnie; Aarron; Ariyan; Aran; Aaren; Auron; Airam; Aaryn; Arhan; Arien; Aarian; Aarion; Aeron; Ariana; Ahren; Ariyon; Arihaan; Airrion; Arren; Arrion; Arwin; Aurohom
Thiago,28628,39,11795,40423,0.4120092217409529,Taj,3423,Taj; Tahj; Tiago; Tyce; Toshio; Tex; Takeo; Tj; Teague; Tyus; Tajh; Tage; Tej; Tosh; Takao; Taiga; Tycho; Tegh; Tige; Taji; Taiki; Tokio; Taika; Taksh; Taz; Tuck; Toxie; Taige; Tokuo; Taisei; Takai; Takuya; Taos; Tessa; Tajay; Tashi; Tighe; Tyke; Tyski
Brandon,767608,38,401042,1168650,0.5224567748121437,Brent,136810,Brent; Brendan; Bryant; Brantley; Branden; Brenden; Brendon; Brenton; Brant; Brandan; Brentley; Brandyn; Brandt; Brantlee; Brandin; Brando; Brandy; Brenda; Brently; Brendyn; Brentlee; Barnett; Brantly; Burnett; Briant; Burhanuddin; Brayant; Barnet; Brendin; Branton; Brandi; Brandom; Brenten; Brinton; Branndon; Brentt; Bryndon; Burnet
Jayden,248677,38,146544,395221,0.5892945467413553,Jaden,79756,Jaden; Jaiden; Jadon; Jaydon; Jaeden; Jadyn; Jaidyn; Jaydan; Jaydin; Jaedon; Jaedyn; Jadin; Johathan; Jaidon; Jathan; Jadan; Jayton; Jaythan; Jaidan; Jeyden; Jaydyn; Jidenna; Jaydenn; Jaydn; Jotham; Jaedan; Jaedin; Jatin; Jaydeen; Jden; Jadden; Jadien; Jhayden; Jdyn; Jaidin; Jaiyden; Jaythian; Jeydan
