formal_name,formal_count,nickname_count,nickname_count_sum,group_total_count,nickname_to_formal_ratio,top_nickname,top_nickname_count,nicknames_joined
Muriel,47535,67,148957,196492,3.133627853160829,Marla,34995,Marla; Marley; Marlee; Merle; Marylou; Mariela; Mariel; Marlo; Marilee; Marlowe; Mariella; Meryl; Marlie; Marielle; Marely; Mirella; Marilou; Marilu; Marli; Mareli; Marlow; Marylee; Merrilee; Mirel; Mariely; Myrle; Merrily; Morelia; Marly; Merrill; Myrl; Marily; Marlei; Merilee; Marylu; Merryl; Mireille; Miral; Maral; Marili; Miraal; Maralee; Mirielle; Murielle; Murl; Mayerli; Meryle; Mayerly; Marieli; Merril; Maryella; Merly; Mirely; Marelly; Marialy; Marelie; Mariali; Marliyah; Maryela; Maryl; Mariele; Marlea; Meral; Merla; Merlie; Murel; Murrell
Zaniyah,6183,65,23227,29410,3.756590651787158,Zion,5684,Zion; Zaniya; Zina; Zena; Zaina; Zhane; Zinnia; Zona; Zayna; Zaniah; Zamiyah; Zenia; Zamya; Zana; Zeina; Zyana; Zyanya; Zaynah; Zyon; Zamiya; Zen; Zamaya; Zania; Zanaya; Zyanna; Zionna; Zyonna; Zianna; Zanya; Zeniyah; Zanyah; Zeena; Ziana; Zenaya; Ziona; Zonia; Zamiah; Zanyiah; Zonnie; Zanai; Zienna; Zanayah; Zohemy; Zeniya; Ziyonna; Zayana; Zane; Zanna; Zain; Zuni; Zaima; Zainah; Zamyah; Zanae; Zani; Zanyia; Zayanna; Zenayah; Zeniah; Zenna; Zhana; Ziham; Zniyah; Zuma; Zyan
Elsie,142589,64,325031,467620,2.2794956132661004,Elise,67859,Elise; Eloise; Eliza; Elisa; Elsa; Elyse; Elissa; Elisha; Elouise; Eloisa; Elyssa; Ellis; Elease; Elysia; Elicia; Elois; Elsy; Elisia; Elyza; Elysa; Elke; Elka; Elijah; Elizah; Elysse; Elky; Elexa; Elize; Elgie; Elyssia; Elysha; Ellouise; Elexia; Ellyse; Eulogia; Elika; Elleigh; Elzie; Elsi; Elisse; Elishia; Ellesse; Ellise; Ellisa; Elyce; Elloise; Elese; Eliska; Eilish; Else; Eliz; Elis; Eloiza; Ellice; Elza; Elaysia; Elecia; Elesha; Elga; Elisea; Ellissa; Ellyssa; Eloyse; Elsia
Susie,62675,64,83200,145875,1.3274830474670922,Sasha,35650,Sasha; Sage; Saige; Sequoia; Suzy; Shakia; Suzie; Sacha; Shizue; Susy; Swayze; Sujey; Saisha; Suzi; Saskia; Sueko; Sachi; Shakeya; Saja; Sascha; Sehaj; Suki; Sugey; Saachi; Shakiya; Swayzie; Shizuye; Shaasia; Shakeia; Shyasia; Shazia; Sissy; Swayzee; Sequoyah; Susi; Sissi; Sequoya; Shaquaya; Saki; Shizu; Sakaye; Syesha; Sakiyah; Sakshi; Sayaka; Sayge; Saga; Shaquia; Sokha; Sussie; Sosha; Sossy; Sussy; Sachie; Saeko; Sakae; Sayoko; Saysha; Shakiyah; Shaquoia; Shekia; Sheza; Shizuyo; Suz
Corinne,41389,63,80767,122156,1.9514122109739303,Corrine,14295,Corrine; Carina; Corina; Corine; Caryn; Caren; Corinna; Corrina; Carin; Corene; Caron; Carma; Coreen; Corrin; Charm; Coraima; Corin; Corrinne; Corean; Corena; Cerina; Carrieann; Charna; Charnae; Coryn; Czarina; Cyrena; Charon; Corinn; Corryn; Corynn; Cerena; Charny; Cheron; Corayma; Carine; Charma; Charmie; Cherron; Cyrene; Corrinna; Cyrine; Carianne; Carinne; Carmie; Cherene; Coreena; Cariann; Carime; Carinna; Carmya; Carriann; Carrianne; Carrieanne; Carrin; Carrina; Carron; Charene; Charron; Cheramie; Correna; Correne; Courney
Ashley,856789,61,89587,946376,0.10456133307033587,Ashlee,41760,Ashlee; Ashly; Azalea; Ashlie; Ashely; Ashli; Azul; Ashlea; Akilah; Akeelah; Azalia; Ashlei; Azalee; Ahsley; Aseel; Akayla; Ayzal; Azula; Aysel; Aisley; Azaleah; Ajla; Ayzel; Azilee; Asley; Asheley; Azelia; Azaliah; Ashle; Aizal; Aqueelah; Akila; Azayla; Aquila; Akela; Azaylie; Azelie; Asal; Aquilla; Azaylia; Ajayla; Ashlye; Azaleya; Aizel; Akeela; Aslee; Aizley; Asly; Aisla; Asli; Azaleia; Akaylah; Akhila; Akyli; Asalee; Axelle; Azaela; Azalie; Azaylah; Azelea; Azylah
Teresa,408440,61,929911,1338351,2.2767383214180787,Theresa,388540,Theresa; Tracy; Tracey; Traci; Tricia; Trisha; Therese; Tracie; Terese; Teressa; Tresa; Tressa; Tressie; Taraji; Tarsha; Tracee; Trish; Terrica; Thresa; Tracye; Treasa; Terresa; Tirzah; Teruko; Teresia; Terica; Theressa; Tereasa; Tereza; Terisa; Theresia; Terrika; Terika; Tyresha; Thressa; Trixie; Trishia; Thersa; Tresha; Tresia; Trecia; Tresea; Torsha; Terrisha; Tyrisha; Terasa; Tracia; Truc; Tyrese; Trisa; Terasha; Teresea; Tarika; Tarshia; Terez; Terressa; Terrisa; Threasa; Trace; Trese; Tyrika
Denise,370192,60,43465,413657,0.1174120456411808,Danica,13078,Danica; Denice; Danika; Denisse; Denisha; Dennise; Danisha; Danasia; Dennis; Danesha; Donisha; Denese; Denyse; Denis; Denasia; Denesha; Donnis; Deniz; Deniece; Dung; Dionicia; Danise; Daneisha; Dannika; Denisa; Donica; Donesha; Denys; Donnisha; Danessa; Denika; Dionisia; Dennice; Doneisha; Daniqua; Donis; Danice; Deneisha; Dannica; Danaisha; Danajah; Danissa; Demeka; Donice; Dynesha; Denecia; Donasia; Dynisha; Daneshia; Danyka; Deneshia; Dynasia; Damika; Damisha; Danaja; Danaysha; Daniesha; Denishia; Denyce; Donika
Zara,17117,60,69132,86249,4.038791844365251,Zuri,14421,Zuri; Zariah; Zaria; Zahra; Zariyah; Zora; Zaira; Zahara; Zarah; Zhuri; Zayra; Zariya; Zahraa; Zaire; Zahira; Zari; Zyra; Zaara; Zharia; Zury; Zahria; Zori; Zuria; Zaryah; Zyaire; Zoraya; Zyria; Zoriah; Zyriah; Zehra; Zarya; Zarria; Zorah; Zarahi; Zyrah; Ziara; Zarriah; Zahirah; Zohra; Zarai; Zera; Zoria; Zohar; Zuriah; Zurie; Zaryiah; Zhara; Zahrah; Ziora; Zahari; Zairah; Zaraya; Zarayah; Zeriah; Zyaira; Zahro; Zuhra; Zuriyah; Zyairah; Zyeria
Chloe,243371,59,184330,427701,0.757403306063582,Callie,59042,Callie; Celia; Cleo; Cali; Cayla; Caylee; Cielo; Cloe; Cailey; Calli; Calla; Ceola; Caliyah; Cloey; Caley; Chole; Chloee; Caylie; Caeli; Cailee; Chloie; Calia; Caila; Calie; Chloey; Cayley; Cally; Ceil; Cloie; Clio; Caleah; Callaway; Ciel; Chela; Callia; Callee; Calley; Ciela; Chayla; Clea; Caeley; Caliah; Cielle; Chyla; Calayah; Cele; Cole; Cyla; Chelle; Ciella; Calee; Caylah; Chalee; Cilia; Cheyla; Clo; Clowie; Cola; Cylee
Carrie,223180,59,359212,582392,1.6095169818084059,Cora,114335,Cora; Cara; Cheri; Ciara; Cherie; Cierra; Cari; Ciera; Carey; Cori; Cherry; Corey; Corrie; Cory; Chiara; Carie; Cary; Ciarra; Cherri; Carri; Corie; Cherrie; Cher; Cheree; Ceara; Cera; Chere; Chari; Cree; Cairo; Cyra; Ceaira; Caira; Carry; Cieara; Chara; Cierrah; Cyre; Cyerra; Ciarah; Cira; Chery; Charo; Carra; Corra; Corri; Carah; Ceirra; Chera; Chihiro; Ciria; Caera; Caro; Ceira; Charae; Cheray; Corah; Corry; Cyriah
Lydia,166525,59,122512,289037,0.7356973427413301,Latoya,43968,Latoya; Lottie; Letha; Lidia; Leota; Leta; Lettie; Leatha; Latia; Letty; Lita; Lyda; Lida; Ludie; Latoyia; Luetta; Leda; Lady; Leidy; Loida; Leydi; Liddie; Louetta; Liat; Leotha; Lataya; Lotoya; Leddy; Leida; Lethia; Letti; Latoia; Leyda; Lidya; Littie; Loeta; Lota; Letoya; Letta; Lloyd; Lattie; Liyat; Leidi; Leoda; Lety; Loetta; Lydie; Latoy; Loyda; Latoiya; Loette; Ladye; Latoi; Latoyah; Ledia; Leita; Lotta; Loyd; Luddie
Melissa,755665,58,55800,811465,0.07384224491011228,Melisa,15914,Melisa; Malaysia; Malka; Malissa; Mellissa; Malika; Malak; Malky; Mellisa; Milissa; Malaika; Melyssa; Malisa; Melissia; Maleigha; Meliza; Myleigh; Malikah; Melek; Maeleigh; Mayleigh; Milca; Melisha; Malkie; Malasia; Malyssa; Milka; Malaysha; Malke; Mills; Mallika; Milica; Malisha; Maelys; Malaak; Malayshia; Melika; Maleka; Malayjah; Maleeka; Melis; Melizza; Mylissa; Malik; Malachi; Malajah; Maleigh; Malissia; Malissie; Melaysia; Melessa; Meliss; Melysa; Mileigh; Miles; Mliss; Mulki; Myles
Rachel,561958,57,322033,883991,0.5730552817114446,Rachael,77358,Rachael; Rosalie; Raquel; Rochelle; Rachelle; Rosella; Rosalee; Racheal; Rosalia; Richelle; Rochel; Racquel; Rachele; Raizel; Rachell; Rozella; Raechel; Rashel; Roselle; Ruchel; Rochell; Rachal; Raychel; Rashelle; Rashell; Roselia; Reizel; Raquelle; Richele; Rechel; Rosaly; Rechelle; Roshelle; Raguel; Roselee; Roselie; Rosalea; Rosely; Rosali; Rozell; Raychelle; Raechelle; Rochele; Rozelle; Rachyl; Rahcel; Rakel; Raquell; Rochella; Rockell; Rocquel; Rogelio; Rosala; Rosela; Roshell; Rosielee; Russell
Lauren,473186,57,360109,833295,0.7610305461277383,Lorraine,204008,Lorraine; Lorena; Lorene; Lorna; Lauryn; Loraine; Loren; Lorine; Laureen; Loriann; Laraine; Laurene; Loreen; Lorin; Laramie; Lorianne; Lorina; Laurine; Loryn; Lorayne; Lorean; Lorrayne; Larraine; Laurin; Lauran; Laurieann; Lauraine; Lareina; Lorien; Lawren; Lareen; Laurynn; Lurene; Larene; Loriana; Loran; Larina; Lorain; Larayne; Larena; Lorriane; Laren; Lorraina; Lorenia; Laurena; Loriene; Laruen; Lauraann; Liron; Lorrine; Lorianna; Lorrain; Leronia; Lorma; Lorren; Lorrene; Louren
Brittany,358956,57,153213,512169,0.42682947213586064,Brittney,80546,Brittney; Britney; Brittani; Brittni; Britany; Brittanie; Britni; Brittny; Brittaney; Brittnee; Brittnie; Britny; Brittnay; Britnee; Britteny; Britani; Britton; Brithany; Biridiana; Britnie; Brittini; Brittiany; Brayden; Brittanee; Britanny; Brittiny; Brittainy; Brittan; Brittania; Britanie; Brittiney; Brittyn; Brittanny; Bridney; Brittne; Brittane; Braden; Bertina; Britain; Britini; Brittnei; Brithney; Brittanya; Berdine; Britne; Bryttani; Brettany; Berdena; Berdina; Britania; Braeden; Braedyn; Britainy; Brithanny; Brittanyann; Britten; Brytni
Marilyn,370165,56,172506,542671,0.46602461064660355,Marlene,126494,Marlene; Maryellen; Marilynn; Marlena; Marlen; Marlyn; Marleen; Marylin; Marylyn; Mariaelena; Marlana; Marielena; Marleny; Merlene; Marlin; Marylynn; Merilyn; Merline; Marelyn; Mariellen; Marleni; Marilin; Marlina; Marolyn; Marlenne; Maralyn; Marlane; Marilynne; Marlaina; Maryhelen; Marline; Merlyn; Merlinda; Merlin; Murlene; Marillyn; Marilena; Merlina; Maryland; Marlinda; Marlynn; Marelin; Marlyne; Marlayna; Murline; Merrilyn; Maryln; Merelyn; Mirlande; Marlaine; Mariahelena; Marilyne; Marleena; Marylynne; Myrlande; Myrlene
Delaney,42865,56,29388,72253,0.6855943077102531,Dylan,13959,Dylan; Delma; Delanie; Delana; Daylin; Dailyn; Delani; Delainey; Delany; Daelyn; Delaine; Delina; Delmy; Dalene; Delaina; Delena; Dalani; Dallana; Dylann; Dayleen; Dillon; Daelynn; Dalena; Delynn; Daylani; Dailany; Delayna; Delene; Daylene; Dalina; Dailani; Deilany; Delmi; Dalaney; Deylani; Dilynn; Delane; Deilani; Dehlani; Dillan; Dyllan; Dalana; Dayelin; Dailynn; Daliana; Deloma; Delone; Dailin; Daylen; Delano; Delayne; Delaynie; Deliana; Delinah; Dlaney; Doylene
Allison,314682,55,630378,945060,2.003222300608233,Alexandra,241372,Alexandra; Alison; Alexandria; Alejandra; Allyson; Alyson; Alessandra; Alexandrea; Alisson; Alexander; Allisson; Aleksandra; Alexsandra; Alysson; Alejandrina; Alejandro; Alexzandria; Alexzandra; Alexandr; Alyssandra; Alesandra; Alixandra; Alizon; Allysson; Alyssamarie; Allisyn; Allizon; Alyxandra; Alegandra; Allysen; Alexanderia; Alicen; Alissandra; Alisandra; Alyxandria; Alazne; Alisyn; Alixandria; Alysandra; Alesana; Alexiana; Alzina; Alexandrina; Aliciana; Alessandria; Alexandrya; Alexzandrea; Alysen; Allyzon; Allisen; Alexandera; Alezandra; Alisande; Alexina; Alyssamae
Talia,30778,55,53325,84103,1.7325687179153941,Thalia,12106,Thalia; Twila; Taliyah; Tillie; Tayla; Twyla; Tala; Taliah; Tahlia; Tilly; Talya; Taleah; Tyla; Taylee; Tehila; Tali; Theola; Tylee; Tehilla; Teela; Teal; Thaily; Taliya; Tula; Talaya; Tal; Talayah; Taylie; Tyleah; Talea; Twilla; Tylah; Tyliyah; Taylah; Tela; Tylie; Tilley; Teila; Tyliah; Tehillah; Talyah; Teel; Tylia; Teyla; Thalya; Talayeh; Teala; Teola; Taaliyah; Taleia; Taleyah; Telia; Thula; Tila; Twalla
Carol,812577,53,894967,1707544,1.1013934679421151,Cheryl,436906,Cheryl; Carla; Carole; Carly; Charlie; Charlee; Carley; Carlie; Carlee; Charli; Charley; Carli; Coral; Charla; Caryl; Cheryle; Carroll; Carolee; Carrol; Cheryll; Cherelle; Charly; Creola; Coralie; Cherryl; Cherrelle; Carl; Coralee; Cirilla; Caroll; Cherly; Charyl; Carola; Curlie; Carlye; Cherrell; Curley; Carely; Corley; Cyrilla; Charlea; Caralee; Charelle; Carollee; Charlye; Chyrl; Corielle; Caryle; Cherell; Cheril; Cherl; Cheryal; Chryl
Daphne,36949,53,57991,94940,1.5694876721968118,Devon,17049,Devon; Devin; Davina; Devyn; Devan; Dafne; Divine; Debanhi; Devany; Divina; Devina; Devona; Daphney; Daphine; Deven; Devynn; Devine; Defne; Devonna; Devani; Daphnie; Davianna; Davonna; Devanny; Daviana; Deavion; Debany; Devanie; Daphna; Davionna; Diavian; Dafina; Devonne; Daffne; Daphnee; Debanhy; Devanee; Daviona; Davona; Dafney; Davian; Daffney; Dafnee; Daphane; Daphanie; Daphene; Davanee; Davinah; Davion; Davon; Davonne; Deviny; Diavion
Susan,1110504,51,295006,1405510,0.26565055146131844,Suzanne,215542,Suzanne; Susanne; Susana; Susanna; Suzan; Suzanna; Shoshana; Susannah; Suzann; Shaquana; Susann; Shekinah; Signe; Shaquanna; Sakina; Shakeema; Shakima; Sakinah; Suzana; Season; Shakema; Shakeena; Shakina; Shaquan; Suzannah; Sokhna; Shaqueena; Shakena; Sekani; Sakeenah; Sacheen; Shoshanna; Sukanya; Shaguana; Sagan; Suzzanne; Sakeena; Shakeemah; Shakenya; Shykemmia; Saquana; Sasheen; Shigeno; Suzzane; Shajuana; Shaqueen; Shaquna; Shekina; Shoshannah; Sokhom; Suzonne
Nevaeh,96416,51,78541,174957,0.8146054596747427,Nova,46881,Nova; Neva; Navy; Neveah; Novah; Nubia; Navya; Naveah; Navi; Nava; Nuvia; Neve; Navaeh; Nivea; Nevaeha; Nabiha; Navie; Nivia; Naevia; Nobie; Nayvie; Neiva; Neyva; Novi; Nabi; Neeva; Naava; Nabeeha; Naibe; Niva; Novie; Niobe; Neviah; Naavya; Naveyah; Nayvee; Neiba; Naba; Navah; Navey; Navia; Neave; Nobue; Napua; Naviah; Naiovy; Nayab; Nevah; Niveah; Nobu; Nube
Marcella,57786,51,90786,148572,1.5710725781331119,Marisol,32387,Marisol; Miracle; Maricela; Marisela; Marcela; Marceline; Marcelle; Marigold; Marcelina; Markayla; Maricella; Marysol; Myracle; Miroslava; Marchelle; Marcile; Marizol; Mariaclara; Maricel; Marisel; Marcelline; Marcille; Marcell; Marisella; Marsela; Mariselda; Marcel; Marshall; Marceil; Maryclaire; Mariajulia; Maricelda; Marzell; Marcelyn; Mariaceleste; Marisleysis; Mirakle; Mursal; Myrical; Marisal; Marizela; Marcelene; Marcellina; Margalit; Margulia; Markella; Marquelle; Marshelia; Marshell; Marshelle; Mirasol
Trina,29045,50,29384,58429,1.0116715441556206,Taryn,22762,Taryn; Trena; Tierney; Trany; Triana; Taren; Terina; Teryn; Treena; Tran; Trine; Trini; Tram; Tarin; Trana; Trinh; Trane; Tarryn; Terriann; Tarina; Terrianna; Traniya; Toriana; Terriana; Trannie; Trianna; Taran; Tyrone; Trenia; Taraneh; Terena; Tharon; Tierany; Trenna; Terrion; Traniyah; Terriona; Terryn; Tyriana; Tarynn; Teriana; Terin; Terran; Terren; Torianna; Torina; Toryn; Treanna; Trenae; Tyrion
Carolyn,550361,48,440646,991007,0.8006490285467175,Caroline,233174,Caroline; Charlene; Carolina; Carlene; Coraline; Carolann; Charleen; Charline; Carleen; Carolynn; Carlyn; Cherilyn; Carolyne; Charlean; Cherylann; Cherlyn; Carolanne; Charlyn; Carline; Carlin; Charlena; Coralynn; Coralyn; Caraline; Charlyne; Carylon; Carlina; Carolynne; Carolin; Caralyn; Charlayne; Carlean; Carlena; Carlyon; Cherylene; Carolene; Carolena; Carolyna; Charlynn; Carlynn; Carrolyn; Charlaine; Charlane; Cherlene; Cherline; Carloyn; Caroleann; Charlen
Danielle,369433,48,116827,486260,0.3162332547444327,Daniela,65544,Daniela; Daniella; Daniel; Danelle; Danyelle; Dannielle; Daniele; Danyell; Danyel; Daniell; Donielle; Denali; Danely; Danelly; Danell; Denielle; Donnalee; Danyla; Danyale; Donelle; Donyale; Donella; Damali; Denelle; Donnell; Dawnelle; Danille; Dawnielle; Dawnell; Denell; Dannelle; Danniela; Danyella; Donell; Daneille; Danella; Donyelle; Donalee; Dannell; Danaly; Danylah; Damyla; Dianelly; Daneli; Danyela; Denaly; Dianely; Dnyla
Kathy,331078,48,358509,689587,1.08285358737216,Katie,223566,Katie; Kate; Katy; Kathie; Kathi; Kitty; Katia; Kati; Kattie; Kodi; Katya; Kady; Kathia; Kadie; Kaydee; Kathey; Kit; Katey; Keidy; Kathya; Kathe; Keith; Keitha; Katty; Kaity; Kittie; Kodie; Kaida; Koda; Kadee; Kadi; Katee; Kody; Khady; Kayda; Kaytee; Ketty; Kitt; Kaede; Keydi; Kaydie; Kaytie; Kattia; Katye; Kaydi; Kayte; Kayti; Keyatta
Kenzie,19353,48,15362,34715,0.7937787423138531,Kinsey,5253,Kinsey; Kenisha; Kenzi; Kanisha; Kimiko; Kanesha; Kinzie; Kanika; Kaneisha; Kamisha; Kamesha; Kenesha; Kensie; Kenza; Kaneesha; Kenzy; Kynzie; Kensi; Kaneshia; Kinza; Kenosha; Kyung; Kennisha; Kensey; Kyong; Keneshia; Kameko; Kinga; Kennesha; Kamika; Keneisha; Kynzee; Kang; Kanijah; Kinzey; Kameshia; Kiamesha; Kynisha; Kameka; Knox; Kwanza; Kinze; Kinisha; Kameisha; Kenzee; Kianga; Kinnick; Kinzee
Holly,202434,47,524788,727222,2.5923906063210724,Hailey,177945,Hailey; Haley; Hayley; Hallie; Haylee; Halle; Hailee; Hollie; Haylie; Halie; Holli; Hailie; Halo; Hali; Halley; Haily; Holley; Halee; Hayli; Hala; Hayle; Halia; Heily; Hallee; Halli; Haile; Haylei; Haylea; Hiilei; Haili; Haillie; Hailley; Hila; Heela; Heiley; Hollye; Hollee; Haille; Hailei; Hlee; Haliey; Haelee; Haeley; Haely; Hailea; Hally; Hayla
Nora,161505,47,50183,211688,0.31072103030865916,Norah,29823,Norah; Noor; Neriah; Nariah; Nori; Nour; Nyra; Nariyah; Nuri; Nyree; Noura; Nihira; Naira; Noora; Niara; Nara; Nira; Naiari; Nura; Nairi; Nuria; Nyari; Nare; Naiara; Nayra; Nur; Nareh; Nari; Nary; Nayara; Noriah; Nahiara; Nery; Neriyah; Neri; Neira; Nahara; Nariya; Neyra; Nahriah; Naara; Nerea; Noori; Norie; Nouri; Nury; Nyirah
Colleen,159270,47,46416,205686,0.2914296477679412,Celine,13517,Celine; Celina; Coleen; Cailyn; Celena; Cailin; Caelyn; Caylin; Clemmie; Celene; Caliana; Cleone; Cailynn; Colene; Callan; Calani; Callahan; Calina; Caelan; Caylen; Calyn; Caelynn; Callyn; Celenia; Colin; Climmie; Calianna; Cleona; Calleen; Cloma; Callen; Calynn; Collene; Caylani; Caylynn; Ceylin; Collin; Collen; Caelin; Cailani; Calonia; Caylyn; Celyna; Chalon; Chelan; Collyn; Colon
Brenda,605908,46,295980,901888,0.48849000178244883,Brandy,104397,Brandy; Brandi; Bernadette; Bernadine; Brandie; Brandee; Brandon; Bernita; Brianda; Brinda; Bernetta; Breindy; Brande; Brantley; Brandice; Bronte; Brandis; Bernetha; Brandye; Breindel; Branda; Brandalyn; Bryndle; Berneda; Brandilyn; Bernette; Burnette; Brantlee; Brunetta; Brendy; Brentley; Berneta; Brenetta; Brent; Bernadet; Breanda; Brantleigh; Brandel; Bernadean; Brandyn; Brendalee; Brendan; Briante; Bryanda; Bryndee; Burnetta
Kennedy,90020,46,31022,121042,0.34461230837591644,Kennedi,13837,Kennedi; Kandi; Kenyatta; Kandy; Kenneth; Kenyetta; Kennadi; Kenadie; Kenadee; Kynnedi; Kenda; Kennady; Kenadi; Kennedie; Kenyata; Kenedi; Kenedy; Kawanda; Kynnedy; Kennadie; Kandie; Kennadee; Kenyada; Kimyatta; Kenady; Kennetha; Kynadee; Kendi; Kennedee; Kynadi; Kandee; Kendy; Kennede; Kynedi; Kainat; Kimetha; Kimyetta; Kinda; Kendia; Kinta; Koneta; Kennidy; Kewanda; Keyanta; Keyonda; Kimyata
Aria,87655,46,72462,160117,0.8266727511265758,Arya,26843,Arya; Ariah; Ariyah; Ariya; Ari; Aarya; Araya; Aura; Ayra; Arie; Aryah; Ara; Aira; Arayah; Aarohi; Arwa; Auria; Aurea; Arrow; Arrie; Aariyah; Auri; Aaira; Aaria; Ayari; Aryia; Ahri; Aayra; Arha; Airi; Aairah; Aryiah; Arohi; Araiya; Aariah; Araiyah; Ary; Airah; Aara; Aariya; Areya; Aryahi; Aryya; Aurie; Ayrah; Ayuri
Adeline,67475,46,152294,219769,2.2570433493886624,Adalynn,31890,Adalynn; Adalyn; Adelyn; Adaline; Adelynn; Adelina; Addilyn; Adilene; Addilynn; Adilynn; Addalyn; Addelyn; Addalynn; Adilyn; Adalina; Adalynne; Adelyne; Adalyne; Adalind; Addelynn; Adelin; Adelynne; Adelene; Adline; Adalena; Adylene; Adalene; Adelaine; Adeleine; Addeline; Adalyna; Adalin; Adelmira; Atlanta; Adelena; Adyline; Adaleen; Addaline; Adelinne; Atlantis; Adileny; Adilenne; Adelani; Adileni; Aidelyn; Athelene
Mia,297193,45,334758,631951,1.1263993431877601,Maya,118133,Maya; Mae; Mya; May; Maia; Myah; Miah; Miya; Mai; Maiya; Miyah; Mayah; Maha; Mei; Mahi; Myia; Meah; Mea; My; Maiah; Mi; Mee; Ma; Maye; Meya; Mao; Maahi; Myiah; Meyah; Mio; Miaa; Miia; Miyu; Maiyah; Meuy; Mahiyah; Miyo; Moya; Maie; Meeya; Mey; Miaya; Miu; Miye; Mui
Carissa,25727,45,49685,75412,1.9312395537761884,Chris,20060,Chris; Cherish; Charisse; Cruz; Charissa; Cherise; Chrissy; Charis; Crissy; Carisa; Carys; Cherokee; Charise; Corissa; Cris; Cherisse; Caris; Cherice; Caressa; Carrissa; Chrissie; Cherese; Cerissa; Circe; Craig; Carrisa; Caresse; Charice; Caress; Cerise; Cherrish; Cherika; Cressie; Caricia; Cherisa; Creasie; Carisia; Charisa; Charrise; Charrisse; Chrisie; Chrissa; Chrys; Crissa; Crissie
Summer,87771,44,38330,126101,0.4367046063050438,Samara,19106,Samara; Samira; Sommer; Samaria; Samarah; Samirah; Samaira; Somer; Samari; Shamira; Shamara; Sonora; Sumer; Shamari; Siomara; Samar; Samyra; Sameerah; Sameera; Simra; Shamyra; Shamaria; Semira; Samarra; Simrah; Simar; Samra; Shamirah; Samora; Senora; Samariah; Samera; Shomari; Samary; Sanari; Samayra; Sumaira; Sameria; Samorah; Samoria; Sanora; Shameria; Shamra; Shannara
Laura,755383,43,644732,1400115,0.8535166928564715,Lori,339348,Lori; Laurie; Lora; Lara; Lorie; Lorrie; Lauri; Lorri; Lyra; Leora; Lura; Larue; Larry; Loree; Larae; Lory; Lera; Liora; Laure; Loria; Lariah; Laree; Lariyah; Lore; Liara; Lorry; Laury; Lourie; Lior; Lari; Leroy; Lear; Leira; Loura; Lira; Lauree; Laurey; Larrie; Lirio; Lorra; Lorre; Leyre; Liria
Ava,330897,43,102889,433786,0.31093965796002987,Abby,58254,Abby; Abbey; Abbie; Avah; Ayva; Ahuva; Avayah; Aoife; Ayvah; Avaya; Avia; Aavya; Abbe; Abbi; Avie; Aveah; Avi; Aiva; Afia; Aveyah; Aeva; Abeeha; Abiha; Aivy; Aveya; Aviyah; Avy; Ahava; Ave; Afiyah; Aviah; Abi; Avo; Afiya; Aivah; Aviya; Aby; Afua; Avya; Aava; Abbye; Avaiyah; Avea
Kelsey,148389,43,108237,256626,0.729413905343388,Kayleigh,32929,Kayleigh; Kyleigh; Kelsie; Kaleigh; Kelsi; Khaleesi; Kelsea; Kelis; Kelcie; Kelsy; Kaileigh; Kelci; Kelcey; Kelsee; Kalissa; Kalisha; Kalyssa; Kaeleigh; Kaleigha; Kalise; Kelcy; Khalessi; Kelcee; Kalleigh; Kelise; Kelce; Kleigh; Keleigh; Kellsie; Kileigh; Kaleesi; Kyliegh; Keeleigh; Kelsay; Kelechi; Kalaysia; Kellsey; Kalisa; Kalyse; Kayliegh; Keileigh; Kelsye; Khyleigh
Janet,551269,42,460363,1011632,0.8350968401996122,Juanita,198486,Juanita; Jeanette; Jeannette; Janette; Jaunita; Janeth; Jannette; Jeanetta; Janett; Jannet; Jannat; Jennette; Johnetta; Janetta; Jenette; Johnette; Janneth; Jannett; Jonette; Janita; Junita; Jeanett; Jonda; Jind; Johnda; Janith; Juanda; Janyth; Jonita; Jeannett; Jeannetta; Jonetta; Jannete; Johnita; Jonte; Janat; Janete; Jeanet; Jeaneth; Jenita; Jennett; Jennetta
Sophia,415930,42,307496,723426,0.7392974779409996,Sofia,175781,Sofia; Sophie; Sofie; Safa; Safiya; Saba; Safia; Sofiya; Sheba; Svea; Shevy; Sophya; Sofi; Safiyah; Sheva; Safiyyah; Sabiha; Shavy; Sabah; Savvy; Safaa; Shiffy; Sophi; Saavi; Shiva; Sophy; Sophea; Sofya; Shifa; Savi; Sofiah; Sophee; Saby; Safiyya; Sahiba; Sophiah; Sheeba; Sheeva; Sofiia; Suhavi; Suvi; Sveya
Autumn,141487,42,65259,206746,0.46123672139489846,Athena,46570,Athena; Aitana; Adina; Aidan; Ayden; Autum; Aiden; Adam; Adena; Atiana; Aithana; Aitanna; Adama; Adna; Auden; Athina; Aidyn; Adanna; Aytana; Atianna; Adeena; Atenea; Aidana; Aden; Adianna; Aydan; Athenea; Aidanna; Aadhini; Adana; Adiana; Aidynn; Athyna; Adanya; Adonai; Adonna; Ahitana; Aitiana; Atheena; Audine; Autymn; Aythana
