scenario,seed,matcher,co_resident_nonmatch_count,co_resident_score_median,random_nonmatch_score_median,true_match_score_median,false_positives,false_positive_rate,co_resident_false_positives,co_resident_fp_share
couple_merge,20260720,baseline,250,0.6,0.316,0.65,18,0.0005027371243436487,12,0.6666666666666666
couple_merge,20260720,splink,250,0.9999995246025223,0.0008016525429219355,0.9986013472769922,257,0.007177968942017651,250,0.9727626459143969
couple_merge,20260720,learned,250,2.4404312294764534e-05,3.4259850724283657e-06,0.9945853685418045,7,0.00019550888168919675,0,0.0
couple_merge,20260721,baseline,285,0.6,0.3205128205128205,0.65,20,0.0005646367973800852,16,0.8
couple_merge,20260721,splink,285,0.9999995246025223,0.001158135937865692,0.9986013472769922,290,0.008187233562011237,285,0.9827586206896551
couple_merge,20260721,learned,285,2.4404312294764534e-05,4.215667518409279e-06,0.9945853685418045,1,2.8231839869004263e-05,1,1.0
couple_merge,20260722,baseline,249,0.6,0.4163636363636364,0.65,14,0.0003981571014163017,13,0.9285714285714286
couple_merge,20260722,splink,249,0.9999995246025223,0.001158135937865692,0.9986013472769922,250,0.0071099482395768155,249,0.996
couple_merge,20260722,learned,249,2.4404312294764534e-05,8.042802525218615e-05,0.9945853685418045,3,8.531937887492179e-05,0,0.0
couple_merge,20260723,baseline,221,0.6,0.37,0.65,19,0.0005394202651676462,12,0.631578947368421
couple_merge,20260723,splink,221,0.9999995246025223,0.001158135937865692,0.9986013472769922,228,0.006473043182011753,221,0.9692982456140351
couple_merge,20260723,learned,221,2.4404312294764534e-05,4.357685637766346e-05,0.9945853685418045,0,0.0,0,0.0
couple_merge,20260724,baseline,268,0.6,0.3155555555555556,0.65,15,0.0004233102864399605,15,1.0
couple_merge,20260724,splink,268,0.9999995246025223,0.001158135937865692,0.9986013472769922,269,0.007591364470156625,268,0.9962825278810409
couple_merge,20260724,learned,268,2.4404312294764534e-05,9.562739377367822e-06,0.9945853685418045,0,0.0,0,0.0
couple_merge,20260725,baseline,231,0.6,0.37,0.65,21,0.0006117276937865944,16,0.7619047619047619
couple_merge,20260725,splink,231,0.9999995246025223,0.001158135937865692,0.9986013472769922,237,0.006903783972734423,231,0.9746835443037974
couple_merge,20260725,learned,231,2.4404312294764534e-05,5.3940703402751534e-05,0.9945853685418045,2,5.825978036062804e-05,0,0.0
couple_merge,20260726,baseline,280,0.6,0.37403846153846154,0.65,19,0.0005526147402710721,19,1.0
couple_merge,20260726,splink,280,0.9999995246025223,0.001158135937865692,0.9986013472769922,280,0.008143796172415799,280,1.0
couple_merge,20260726,learned,280,2.4404312294764534e-05,7.022675162720374e-05,0.9945853685418045,9,0.0002617648769705078,0,0.0
couple_merge,20260727,baseline,278,0.6,0.38441647597254003,0.65,37,0.0010955496994640688,37,1.0
couple_merge,20260727,splink,278,0.9999995246025223,0.001158135937865692,0.9986013472769922,278,0.00823142747164895,278,1.0
couple_merge,20260727,learned,278,2.4404312294764534e-05,8.042802525218615e-05,0.9945853685418045,4,0.00011843780534746691,4,1.0
couple_merge,20260728,baseline,249,0.6,0.3393548387096774,0.65,19,0.0005352715798963263,17,0.8947368421052632
couple_merge,20260728,splink,249,0.9999995246025223,0.001158135937865692,0.9986013472769922,252,0.007099391480730223,249,0.9880952380952381
couple_merge,20260728,learned,249,2.4404312294764534e-05,7.017646154843744e-05,0.9945853685418045,1,2.8172188415596124e-05,0,0.0
couple_merge,20260729,baseline,261,0.6,0.3596825396825397,0.65,21,0.0006070592316364582,19,0.9047619047619048
couple_merge,20260729,splink,261,0.9999995246025223,0.001158135937865692,0.9986013472769922,265,0.007660509351602926,261,0.9849056603773585
couple_merge,20260729,learned,261,2.4404312294764534e-05,3.432226692323536e-05,0.9945853685418045,0,0.0,0,0.0
roommates_split,20260720,baseline,30,0.5499999999999999,0.45,1.0000000000000002,10,0.0001229090104595568,6,0.6
roommates_split,20260720,splink,30,0.9999995246025223,0.1267123382008275,0.9999999999998234,52,0.0006391268543896953,30,0.5769230769230769
roommates_split,20260720,learned,30,0.0008170874293729431,8.042802525218615e-05,0.9999920993841217,6,7.374540627573408e-05,0,0.0
roommates_split,20260721,baseline,55,0.5857142857142856,0.45,1.0000000000000002,12,0.000146864444118079,8,0.6666666666666666
roommates_split,20260721,splink,55,0.9999995246025223,0.1267123382008275,0.9999999999998234,74,0.0009056640720614872,55,0.7432432432432432
roommates_split,20260721,learned,55,2.4404312294764534e-05,8.042802525218615e-05,0.9999920993841217,4,4.8954814706026335e-05,0,0.0
roommates_split,20260722,baseline,57,0.6,0.4163076923076924,1.0000000000000002,16,0.00019410644312074633,10,0.625
roommates_split,20260722,splink,57,0.9999995246025223,0.001220520627872436,0.9999999999998234,80,0.0009705322156037317,57,0.7125
roommates_split,20260722,learned,57,2.4404312294764534e-05,1.93727009756145e-05,0.9999920993841217,6,7.278991617027988e-05,5,0.8333333333333334
roommates_split,20260723,baseline,28,0.5499999999999999,0.31607142857142856,1.0000000000000002,13,0.0001629399378321468,3,0.23076923076923078
roommates_split,20260723,splink,28,0.9999998912001203,0.00036444809349734535,0.9999999999998234,50,0.0006266920685851799,28,0.56
roommates_split,20260723,learned,28,0.0019191251568645964,5.660156959021018e-06,0.9999920993841217,8,0.0001002707309736288,0,0.0
roommates_split,20260724,baseline,60,0.6,0.345,1.0000000000000002,1,1.2220307707348071e-05,1,1.0
roommates_split,20260724,splink,60,0.9999995246025223,0.001158135937865692,0.9999999999998234,66,0.0008065403086849727,60,0.9090909090909091
roommates_split,20260724,learned,60,2.4404312294764534e-05,8.042802525218615e-05,0.9999920993841217,0,0.0,0,0.0
roommates_split,20260725,baseline,47,0.6,0.45,1.0000000000000002,28,0.0003542375668939691,18,0.6428571428571429
roommates_split,20260725,splink,47,0.9999998912001203,0.1267123382008275,0.9999999999998234,69,0.0008729425755601381,47,0.6811594202898551
roommates_split,20260725,learned,47,0.0019191251568645964,8.042802525218615e-05,0.9999920993841217,8,0.00010121073339827688,4,0.5
roommates_split,20260726,baseline,44,0.6035714285714285,0.45,1.0000000000000002,25,0.0003092413690733892,21,0.84
roommates_split,20260726,splink,44,0.9999995246025223,0.1267123382008275,0.9999999999998234,61,0.0007545489405390695,44,0.7213114754098361
roommates_split,20260726,learned,44,0.0008170874293729431,8.042802525218615e-05,0.9999920993841217,16,0.00019791447620696906,4,0.25
roommates_split,20260727,baseline,43,0.6,0.45,1.0000000000000002,7,8.826014045970925e-05,3,0.42857142857142855
roommates_split,20260727,splink,43,0.9999995246025223,0.1267123382008275,0.9999999999998234,66,0.0008321670386201158,43,0.6515151515151515
roommates_split,20260727,learned,43,2.4404312294764534e-05,8.042802525218615e-05,0.9999920993841217,2,2.5217182988488355e-05,1,0.5
roommates_split,20260728,baseline,65,0.6,0.45,1.0000000000000002,14,0.00017322444939371441,10,0.7142857142857143
roommates_split,20260728,splink,65,0.9999995246025223,0.1267123382008275,0.9999999999998234,83,0.0010269735214055928,65,0.7831325301204819
roommates_split,20260728,learned,65,0.0007686206145976485,8.042802525218615e-05,0.9999920993841217,4,4.949269982677555e-05,0,0.0
roommates_split,20260729,baseline,49,0.4409090909090909,0.45,1.0000000000000002,12,0.00015260574306279727,5,0.4166666666666667
roommates_split,20260729,splink,49,0.9997570095788743,0.1267123382008275,0.9999999999998234,73,0.0009283516036320167,49,0.6712328767123288
roommates_split,20260729,learned,49,2.803720855524563e-07,8.042802525218615e-05,0.9999920993841217,4,5.086858102093242e-05,0,0.0
family_birth,20260720,baseline,918,0.6,0.3205555555555556,1.0000000000000002,43,0.0013300751647127966,43,1.0
family_birth,20260720,splink,918,0.9999995246025223,0.001158135937865692,0.9999999999998234,926,0.0286430140121872,918,0.9913606911447084
family_birth,20260720,learned,918,2.4404312294764534e-05,1.2113213185396435e-05,0.9999920993841217,3,9.27959417241486e-05,0,0.0
family_birth,20260721,baseline,952,0.6,0.369375,1.0000000000000002,30,0.0009489166534872687,30,1.0
family_birth,20260721,splink,952,0.9999995246025223,0.001158135937865692,0.9999999999998234,953,0.0301439190257789,952,0.9989506820566632
family_birth,20260721,learned,952,2.4404312294764534e-05,5.1568531411461485e-05,0.9999920993841217,3,9.489166534872688e-05,3,1.0
family_birth,20260722,baseline,893,0.6,0.3991228070175438,1.0000000000000002,36,0.0011224044397331171,33,0.9166666666666666
family_birth,20260722,splink,893,0.9999995246025223,0.001158135937865692,0.9999999999998234,900,0.02806011099332793,893,0.9922222222222222
family_birth,20260722,learned,893,2.4404312294764534e-05,8.042802525218615e-05,0.9999920993841217,2,6.23558022073954e-05,2,1.0
family_birth,20260723,baseline,932,0.6,0.32894167923579687,1.0000000000000002,45,0.001393749806423638,44,0.9777777777777777
family_birth,20260723,splink,932,0.9999995246025223,0.001158135937865692,0.9999999999998234,941,0.029144857063214298,932,0.9904357066950054
family_birth,20260723,learned,932,2.4404312294764534e-05,1.93727009756145e-05,0.9999920993841217,0,0.0,0,0.0
family_birth,20260724,baseline,889,0.6,0.3290909090909091,1.0000000000000002,38,0.001189693497385805,38,1.0
family_birth,20260724,splink,889,0.9999995246025223,0.001158135937865692,0.9999999999998234,890,0.027863874017720173,889,0.998876404494382
family_birth,20260724,learned,889,2.4404312294764534e-05,1.93727009756145e-05,0.9999920993841217,3,9.392317084624777e-05,2,0.6666666666666666
family_birth,20260725,baseline,965,0.6,0.375,1.0000000000000002,47,0.0015159334279447813,45,0.9574468085106383
family_birth,20260725,splink,965,0.9999995246025223,0.001158135937865692,0.9999999999998234,970,0.03128628564056251,965,0.9948453608247423
family_birth,20260725,learned,965,2.4404312294764534e-05,8.042802525218615e-05,0.9999920993841217,2,6.450780544445878e-05,0,0.0
family_birth,20260726,baseline,900,0.6,0.34358695652173915,1.0000000000000002,38,0.0012052013954963526,34,0.8947368421052632
family_birth,20260726,splink,900,0.9999995246025223,0.001158135937865692,0.9999999999998234,907,0.028766254360926103,900,0.9922822491730982
family_birth,20260726,learned,900,2.4404312294764534e-05,3.859972671617724e-05,0.9999920993841217,10,0.0003171582619727244,2,0.2
family_birth,20260727,baseline,872,0.6,0.37,1.0000000000000002,41,0.0013186671812684934,41,1.0
family_birth,20260727,splink,872,0.9999995246025223,0.001158135937865692,0.9999999999998234,878,0.02823877524765213,872,0.9931662870159453
family_birth,20260727,learned,872,2.4404312294764534e-05,7.782768823565075e-05,0.9999920993841217,2,6.432522835456066e-05,2,1.0
family_birth,20260728,baseline,939,0.6,0.3661616161616162,1.0000000000000002,61,0.0019223496785579226,58,0.9508196721311475
family_birth,20260728,splink,939,0.9999995246025223,0.001158135937865692,0.9999999999998234,946,0.029812176982226143,939,0.992600422832981
family_birth,20260728,learned,939,2.4404312294764534e-05,3.740361861345664e-05,0.9999920993841217,7,0.0002205975040968108,4,0.5714285714285714
family_birth,20260729,baseline,890,0.6,0.38035714285714284,1.0000000000000002,39,0.0012617275962471693,39,1.0
family_birth,20260729,splink,890,0.9999995246025223,0.001158135937865692,0.9999999999998234,897,0.02901973471368489,890,0.992196209587514
family_birth,20260729,learned,890,2.4404312294764534e-05,7.912785674391845e-05,0.9999920993841217,0,0.0,0,0.0
