PersonKey,A_RecordKey,B_RecordKey
168,A-000000137,
169,A-000000138,B-000000263
169,A-000000138,B-000000264
170,A-000000139,B-000000265
170,A-000000139,B-000000266
171,A-000000140,B-000000267
171,A-000000140,B-000000268
172,A-000000141,B-000000269
172,A-000000141,B-000000270
173,A-000000142,B-000000271
173,A-000000142,B-000000272
174,A-000000143,B-000000273
174,A-000000143,B-000000274
175,A-000000144,B-000000275
175,A-000000144,B-000000276
176,A-000000145,B-000000277
176,A-000000145,B-000000278
177,A-000000146,B-000000279
177,A-000000146,B-000000280
178,,B-000000281
179,A-000000147,
180,,B-000000282
181,A-000000148,B-000000283
181,A-000000148,B-000000284
182,,B-000000285
183,A-000000149,B-000000286
183,A-000000149,B-000000287
184,A-000000150,B-000000288
184,A-000000150,B-000000289
185,A-000000151,B-000000290
185,A-000000151,B-000000291
186,A-000000152,B-000000292
186,A-000000152,B-000000293
187,A-000000153,B-000000294
187,A-000000153,B-000000295
188,A-000000154,B-000000296
188,A-000000154,B-000000297
189,A-000000155,
190,A-000000156,B-000000298
190,A-000000156,B-000000299
191,,B-000000300
192,A-000000157,
193,A-000000158,B-000000301
193,A-000000158,B-000000302
194,A-000000159,B-000000303
194,A-000000159,B-000000304
195,A-000000160,B-000000305
195,A-000000160,B-000000306
196,A-000000161,B-000000307
196,A-000000161,B-000000308
197,A-000000162,B-000000309
197,A-000000162,B-000000310
198,A-000000163,B-000000311
198,A-000000163,B-000000312
199,A-000000164,B-000000313
199,A-000000164,B-000000314
200,A-000000165,B-000000315
200,A-000000165,B-000000316
201,,B-000000317
202,,B-000000318
203,A-000000166,
204,A-000000167,B-000000319
204,A-000000167,B-000000320
205,A-000000168,B-000000321
205,A-000000168,B-000000322
206,A-000000169,B-000000323
206,A-000000169,B-000000324
207,A-000000170,B-000000325
207,A-000000170,B-000000326
208,,B-000000327
209,A-000000171,B-000000328
209,A-000000171,B-000000329
210,A-000000172,B-000000330
210,A-000000172,B-000000331
211,A-000000173,B-000000332
211,A-000000173,B-000000333
212,,B-000000334
213,,B-000000335
214,,B-000000336
215,A-000000174,B-000000337
215,A-000000174,B-000000338
216,A-000000175,B-000000339
216,A-000000175,B-000000340
217,A-000000176,B-000000341
217,A-000000176,B-000000342
218,A-000000177,B-000000343
218,A-000000177,B-000000344
219,,B-000000345
220,A-000000178,B-000000346
220,A-000000178,B-000000347
221,A-000000179,B-000000348
221,A-000000179,B-000000349
222,A-000000180,B-000000350
222,A-000000180,B-000000351
223,A-000000181,B-000000352
223,A-000000181,B-000000353
224,A-000000182,
225,,B-000000354
226,A-000000183,B-000000355
226,A-000000183,B-000000356
227,A-000000184,
228,A-000000185,
229,,B-000000357
230,,B-000000358
231,A-000000186,B-000000359
231,A-000000186,B-000000360
232,A-000000187,B-000000361
232,A-000000187,B-000000362
233,,B-000000363
234,A-000000188,
235,A-000000189,
236,A-000000190,B-000000364
236,A-000000190,B-000000365
237,A-000000191,B-000000366
237,A-000000191,B-000000367
238,A-000000192,B-000000368
238,A-000000192,B-000000369
239,A-000000193,B-000000370
239,A-000000193,B-000000371
240,A-000000194,B-000000372
240,A-000000194,B-000000373
241,,B-000000374
242,,B-000000375
243,A-000000195,
244,A-000000196,B-000000376
244,A-000000196,B-000000377
245,,B-000000378
246,A-000000197,
247,A-000000198,B-000000379
247,A-000000198,B-000000380
248,A-000000199,B-000000381
248,A-000000199,B-000000382
249,A-000000200,B-000000383
249,A-000000200,B-000000384
250,A-000000201,B-000000385
250,A-000000201,B-000000386
251,A-000000202,B-000000387
251,A-000000202,B-000000388
252,A-000000203,B-000000389
252,A-000000203,B-000000390
253,,B-000000391
254,A-000000204,B-000000392
254,A-000000204,B-000000393
255,A-000000205,B-000000394
255,A-000000205,B-000000395
256,A-000000206,B-000000396
256,A-000000206,B-000000397
257,A-000000207,B-000000398
257,A-000000207,B-000000399
258,,B-000000400
259,A-000000208,B-000000401
259,A-000000208,B-000000402
260,A-000000209,B-000000403
260,A-000000209,B-000000404
261,A-000000210,B-000000405
261,A-000000210,B-000000406
262,A-000000211,B-000000407
262,A-000000211,B-000000408
263,A-000000212,B-000000409
263,A-000000212,B-000000410
264,A-000000213,
265,A-000000214,B-000000411
265,A-000000214,B-000000412
266,,B-000000413
267,,B-000000414
268,A-000000215,
269,A-000000216,B-000000415
269,A-000000216,B-000000416
270,A-000000217,B-000000417
270,A-000000217,B-000000418
271,A-000000218,B-000000419
271,A-000000218,B-000000420
272,A-000000219,B-000000421
272,A-000000219,B-000000422
273,A-000000220,B-000000423
273,A-000000220,B-000000424
274,A-000000221,B-000000425
274,A-000000221,B-000000426
275,A-000000222,B-000000427
275,A-000000222,B-000000428
276,A-000000223,B-000000429
276,A-000000223,B-000000430
277,A-000000224,B-000000431
277,A-000000224,B-000000432
278,A-000000225,B-000000433
278,A-000000225,B-000000434
279,,B-000000435
280,A-000000226,B-000000436
280,A-000000226,B-000000437
281,A-000000227,
282,,B-000000438
283,,B-000000439
284,A-000000228,B-000000440
284,A-000000228,B-000000441
285,A-000000229,B-000000442
285,A-000000229,B-000000443
286,,B-000000444
287,,B-000000445
288,A-000000230,B-000000446
288,A-000000230,B-000000447
289,A-000000231,B-000000448
289,A-000000231,B-000000449
290,A-000000232,B-000000450
290,A-000000232,B-000000451
291,,B-000000452
292,A-000000233,B-000000453
292,A-000000233,B-000000454
293,A-000000234,B-000000455
293,A-000000234,B-000000456
294,A-000000235,B-000000457
294,A-000000235,B-000000458
295,A-000000236,B-000000459
295,A-000000236,B-000000460
296,A-000000237,B-000000461
296,A-000000237,B-000000462
297,A-000000238,B-000000463
297,A-000000238,B-000000464
298,A-000000239,B-000000465
298,A-000000239,B-000000466
299,,B-000000467
300,A-000000240,B-000000468
300,A-000000240,B-000000469
301,A-000000241,B-000000470
301,A-000000241,B-000000471
302,A-000000242,
303,A-000000243,B-000000472
303,A-000000243,B-000000473
304,A-000000244,B-000000474
304,A-000000244,B-000000475
305,A-000000245,
306,A-000000246,B-000000476
306,A-000000246,B-000000477
307,,B-000000478
308,A-000000247,B-000000479
308,A-000000247,B-000000480
309,A-000000248,B-000000481
309,A-000000248,B-000000482
310,,B-000000483
311,A-000000249,B-000000484
311,A-000000249,B-000000485
312,A-000000250,
313,,B-000000486
314,A-000000251,B-000000487
314,A-000000251,B-000000488
315,A-000000252,
316,A-000000253,B-000000489
316,A-000000253,B-000000490
317,A-000000254,
318,A-000000255,B-000000491
318,A-000000255,B-000000492
319,A-000000256,B-000000493
319,A-000000256,B-000000494
320,A-000000257,B-000000495
320,A-000000257,B-000000496
321,,B-000000497
322,A-000000258,B-000000498
322,A-000000258,B-000000499
323,A-000000259,B-000000500
323,A-000000259,B-000000501
324,,B-000000502
325,A-000000260,B-000000503
325,A-000000260,B-000000504
326,A-000000261,
327,A-000000262,B-000000505
327,A-000000262,B-000000506
328,A-000000263,B-000000507
328,A-000000263,B-000000508
329,A-000000264,B-000000509
329,A-000000264,B-000000510
330,,B-000000511
331,A-000000265,B-000000512
331,A-000000265,B-000000513
332,A-000000266,B-000000514
332,A-000000266,B-000000515
333,,B-000000516
334,A-000000267,B-000000517
334,A-000000267,B-000000518
335,A-000000268,B-000000519
335,A-000000268,B-000000520
336,A-000000269,B-000000521
336,A-000000269,B-000000522
337,A-000000270,B-000000523
337,A-000000270,B-000000524
338,,B-000000525
339,A-000000271,B-000000526
339,A-000000271,B-000000527
340,A-000000272,B-000000528
340,A-000000272,B-000000529
341,,B-000000530
342,A-000000273,B-000000531
342,A-000000273,B-000000532
343,,B-000000533
344,A-000000274,B-000000534
344,A-000000274,B-000000535
345,,B-000000536
346,A-000000275,B-000000537
346,A-000000275,B-000000538
347,,B-000000539
348,A-000000276,B-000000540
348,A-000000276,B-000000541
349,A-000000277,B-000000542
349,A-000000277,B-000000543
350,A-000000278,B-000000544
350,A-000000278,B-000000545
351,A-000000279,B-000000546
351,A-000000279,B-000000547
352,,B-000000548
353,,B-000000549
354,A-000000280,B-000000550
354,A-000000280,B-000000551
355,A-000000281,B-000000552
355,A-000000281,B-000000553
356,A-000000282,B-000000554
356,A-000000282,B-000000555
357,A-000000283,B-000000556
357,A-000000283,B-000000557
358,,B-000000558
359,A-000000284,B-000000559
359,A-000000284,B-000000560
360,A-000000285,
361,A-000000286,B-000000561
361,A-000000286,B-000000562
362,A-000000287,B-000000563
362,A-000000287,B-000000564
363,A-000000288,B-000000565
363,A-000000288,B-000000566
364,A-000000289,B-000000567
364,A-000000289,B-000000568
365,A-000000290,B-000000569
365,A-000000290,B-000000570
366,A-000000291,B-000000571
366,A-000000291,B-000000572
367,A-000000292,B-000000573
367,A-000000292,B-000000574
368,A-000000293,B-000000575
368,A-000000293,B-000000576
369,A-000000294,B-000000577
369,A-000000294,B-000000578
370,A-000000295,B-000000579
370,A-000000295,B-000000580
371,,B-000000581
372,A-000000296,B-000000582
372,A-000000296,B-000000583
373,A-000000297,B-000000584
373,A-000000297,B-000000585
374,A-000000298,B-000000586
374,A-000000298,B-000000587
375,A-000000299,B-000000588
375,A-000000299,B-000000589
376,A-000000300,B-000000590
376,A-000000300,B-000000591
377,A-000000301,B-000000592
377,A-000000301,B-000000593
378,A-000000302,B-000000594
378,A-000000302,B-000000595
378,A-000000303,
379,A-000000304,B-000000596
379,A-000000304,B-000000597
380,A-000000305,B-000000598
380,A-000000305,B-000000599
381,A-000000306,B-000000600
381,A-000000306,B-000000601
382,A-000000307,B-000000602
382,A-000000307,B-000000603
383,A-000000308,
384,A-000000309,B-000000604
384,A-000000309,B-000000605
385,,B-000000606
386,,B-000000607
387,A-000000310,B-000000608
387,A-000000310,B-000000609
388,A-000000311,B-000000610
388,A-000000311,B-000000611
389,A-000000312,B-000000612
389,A-000000312,B-000000613
390,A-000000313,B-000000614
390,A-000000313,B-000000615
391,A-000000314,B-000000616
391,A-000000314,B-000000617
392,A-000000315,B-000000618
392,A-000000315,B-000000619
393,A-000000316,
394,A-000000317,B-000000620
394,A-000000317,B-000000621
395,A-000000318,B-000000622
395,A-000000318,B-000000623
396,A-000000319,B-000000624
396,A-000000319,B-000000625
397,A-000000320,B-000000626
397,A-000000320,B-000000627
398,,B-000000628
399,A-000000321,B-000000629
399,A-000000321,B-000000630
400,A-000000322,
401,,B-000000631
402,A-000000323,B-000000632
402,A-000000323,B-000000633
403,A-000000324,
404,,B-000000634
405,A-000000325,B-000000635
405,A-000000325,B-000000636
406,A-000000326,B-000000637
406,A-000000326,B-000000638
407,,B-000000639
408,A-000000327,B-000000640
408,A-000000327,B-000000641
409,A-000000328,B-000000642
409,A-000000328,B-000000643
410,A-000000329,B-000000644
410,A-000000329,B-000000645
411,A-000000330,B-000000646
411,A-000000330,B-000000647
412,A-000000331,
413,A-000000332,
414,A-000000333,B-000000648
414,A-000000333,B-000000649
415,A-000000334,B-000000650
415,A-000000334,B-000000651
416,A-000000335,
417,A-000000336,B-000000652
417,A-000000336,B-000000653
418,,B-000000654
419,A-000000337,B-000000655
419,A-000000337,B-000000656
420,A-000000338,B-000000657
420,A-000000338,B-000000658
421,A-000000339,B-000000659
421,A-000000339,B-000000660
422,,B-000000661
423,A-000000340,B-000000662
423,A-000000340,B-000000663
424,A-000000341,
425,A-000000342,B-000000664
425,A-000000342,B-000000665
426,A-000000343,B-000000666
426,A-000000343,B-000000667
427,A-000000344,B-000000668
427,A-000000344,B-000000669
428,A-000000345,B-000000670
428,A-000000345,B-000000671
429,A-000000346,B-000000672
429,A-000000346,B-000000673
430,A-000000347,B-000000674
430,A-000000347,B-000000675
430,A-000000348,
431,A-000000349,B-000000676
431,A-000000349,B-000000677
432,,B-000000678
433,A-000000350,B-000000679
433,A-000000350,B-000000680
434,A-000000351,B-000000681
434,A-000000351,B-000000682
435,A-000000352,B-000000683
435,A-000000352,B-000000684
436,A-000000353,B-000000685
436,A-000000353,B-000000686
437,A-000000354,B-000000687
437,A-000000354,B-000000688
438,,B-000000689
439,A-000000355,B-000000690
439,A-000000355,B-000000691
440,A-000000356,B-000000692
440,A-000000356,B-000000693
441,A-000000357,B-000000694
441,A-000000357,B-000000695
442,A-000000358,
443,A-000000359,B-000000696
443,A-000000359,B-000000697
444,,B-000000698
445,A-000000360,B-000000699
445,A-000000360,B-000000700
446,A-000000361,B-000000701
446,A-000000361,B-000000702
447,A-000000362,
448,A-000000363,B-000000703
448,A-000000363,B-000000704
449,A-000000364,B-000000705
449,A-000000364,B-000000706
449,A-000000365,
450,A-000000366,B-000000707
450,A-000000366,B-000000708
451,A-000000367,B-000000709
451,A-000000367,B-000000710
452,A-000000368,
453,,B-000000711
454,,B-000000712
455,A-000000369,B-000000713
455,A-000000369,B-000000714
456,A-000000370,
457,A-000000371,B-000000715
457,A-000000371,B-000000716
458,A-000000372,B-000000717
458,A-000000372,B-000000718
459,A-000000373,B-000000719
459,A-000000373,B-000000720
460,A-000000374,B-000000721
460,A-000000374,B-000000722
461,A-000000375,B-000000723
461,A-000000375,B-000000724
462,A-000000376,B-000000725
462,A-000000376,B-000000726
463,A-000000377,B-000000727
463,A-000000377,B-000000728
464,A-000000378,B-000000729
464,A-000000378,B-000000730
464,A-000000379,
465,A-000000380,B-000000731
465,A-000000380,B-000000732
466,A-000000381,
467,A-000000382,
468,A-000000383,B-000000733
468,A-000000383,B-000000734
469,A-000000384,B-000000735
469,A-000000384,B-000000736
470,A-000000385,B-000000737
470,A-000000385,B-000000738
471,A-000000386,B-000000739
471,A-000000386,B-000000740
472,A-000000387,B-000000741
472,A-000000387,B-000000742
473,A-000000388,B-000000743
473,A-000000388,B-000000744
474,A-000000389,B-000000745
474,A-000000389,B-000000746
475,A-000000390,B-000000747
475,A-000000390,B-000000748
476,A-000000391,B-000000749
476,A-000000391,B-000000750
477,A-000000392,B-000000751
477,A-000000392,B-000000752
478,A-000000393,B-000000753
478,A-000000393,B-000000754
479,A-000000394,B-000000755
479,A-000000394,B-000000756
480,A-000000395,B-000000757
480,A-000000395,B-000000758
481,A-000000396,B-000000759
481,A-000000396,B-000000760
482,,B-000000761
483,A-000000397,B-000000762
483,A-000000397,B-000000763
484,A-000000398,
485,A-000000399,
486,,B-000000764
487,A-000000400,
488,A-000000401,B-000000765
488,A-000000401,B-000000766
489,,B-000000767
490,A-000000402,B-000000768
490,A-000000402,B-000000769
491,A-000000403,B-000000770
491,A-000000403,B-000000771
492,A-000000404,
493,A-000000405,B-000000772
493,A-000000405,B-000000773
494,A-000000406,B-000000774
494,A-000000406,B-000000775
495,,B-000000776
496,A-000000407,B-000000777
496,A-000000407,B-000000778
497,A-000000408,B-000000779
497,A-000000408,B-000000780
498,,B-000000781
499,A-000000409,B-000000782
499,A-000000409,B-000000783
500,A-000000410,B-000000784
500,A-000000410,B-000000785
501,A-000000411,B-000000786
501,A-000000411,B-000000787
502,,B-000000788
503,,B-000000789
504,A-000000412,B-000000790
504,A-000000412,B-000000791
505,A-000000413,B-000000792
505,A-000000413,B-000000793
506,A-000000414,
507,A-000000415,B-000000794
507,A-000000415,B-000000795
508,A-000000416,B-000000796
508,A-000000416,B-000000797
509,,B-000000798
510,A-000000417,B-000000799
510,A-000000417,B-000000800
511,A-000000418,B-000000801
511,A-000000418,B-000000802
511,A-000000419,
512,,B-000000803
513,A-000000420,B-000000804
513,A-000000420,B-000000805
514,A-000000421,B-000000806
514,A-000000421,B-000000807
515,A-000000422,B-000000808
515,A-000000422,B-000000809
516,,B-000000810
517,,B-000000811
518,A-000000423,B-000000812
518,A-000000423,B-000000813
519,A-000000424,B-000000814
519,A-000000424,B-000000815
520,A-000000425,
521,A-000000426,B-000000816
521,A-000000426,B-000000817
522,,B-000000818
523,A-000000427,B-000000819
523,A-000000427,B-000000820
524,A-000000428,B-000000821
524,A-000000428,B-000000822
525,A-000000429,B-000000823
525,A-000000429,B-000000824
526,A-000000430,B-000000825
526,A-000000430,B-000000826
527,,B-000000827
528,A-000000431,B-000000828
528,A-000000431,B-000000829
529,A-000000432,B-000000830
529,A-000000432,B-000000831
530,A-000000433,B-000000832
530,A-000000433,B-000000833
531,A-000000434,B-000000834
531,A-000000434,B-000000835
532,A-000000435,B-000000836
532,A-000000435,B-000000837
533,A-000000436,B-000000838
533,A-000000436,B-000000839
534,A-000000437,B-000000840
534,A-000000437,B-000000841
535,,B-000000842
536,A-000000438,B-000000843
536,A-000000438,B-000000844
537,A-000000439,B-000000845
537,A-000000439,B-000000846
538,A-000000440,B-000000847
538,A-000000440,B-000000848
539,,B-000000849
540,A-000000441,B-000000850
540,A-000000441,B-000000851
541,A-000000442,B-000000852
541,A-000000442,B-000000853
542,A-000000443,B-000000854
542,A-000000443,B-000000855
543,A-000000444,B-000000856
543,A-000000444,B-000000857
544,A-000000445,B-000000858
544,A-000000445,B-000000859
545,A-000000446,B-000000860
545,A-000000446,B-000000861
546,A-000000447,B-000000862
546,A-000000447,B-000000863
547,A-000000448,B-000000864
547,A-000000448,B-000000865
547,A-000000449,
548,A-000000450,B-000000866
548,A-000000450,B-000000867
549,A-000000451,B-000000868
549,A-000000451,B-000000869
550,,B-000000870
551,A-000000452,
552,A-000000453,B-000000871
552,A-000000453,B-000000872
553,A-000000454,
554,A-000000455,B-000000873
554,A-000000455,B-000000874
555,,B-000000875
556,A-000000456,B-000000876
556,A-000000456,B-000000877
557,A-000000457,B-000000878
557,A-000000457,B-000000879
557,A-000000458,
558,A-000000459,B-000000880
558,A-000000459,B-000000881
559,A-000000460,B-000000882
559,A-000000460,B-000000883
560,A-000000461,B-000000884
560,A-000000461,B-000000885
561,A-000000462,B-000000886
561,A-000000462,B-000000887
562,,B-000000888
563,,B-000000889
564,A-000000463,B-000000890
564,A-000000463,B-000000891
565,,B-000000892
566,A-000000464,B-000000893
566,A-000000464,B-000000894
567,A-000000465,B-000000895
567,A-000000465,B-000000896
568,A-000000466,B-000000897
568,A-000000466,B-000000898
569,A-000000467,
570,A-000000468,B-000000899
570,A-000000468,B-000000900
571,A-000000469,B-000000901
571,A-000000469,B-000000902
572,A-000000470,B-000000903
572,A-000000470,B-000000904
573,,B-000000905
574,,B-000000906
575,,B-000000907
576,A-000000471,B-000000908
576,A-000000471,B-000000909
577,A-000000472,B-000000910
577,A-000000472,B-000000911
578,A-000000473,B-000000912
578,A-000000473,B-000000913
579,A-000000474,B-000000914
579,A-000000474,B-000000915
580,,B-000000916
581,A-000000475,B-000000917
581,A-000000475,B-000000918
582,A-000000476,B-000000919
582,A-000000476,B-000000920
583,A-000000477,B-000000921
583,A-000000477,B-000000922
584,A-000000478,
585,A-000000479,B-000000923
585,A-000000479,B-000000924
586,A-000000480,B-000000925
586,A-000000480,B-000000926
587,A-000000481,B-000000927
587,A-000000481,B-000000928
588,A-000000482,B-000000929
588,A-000000482,B-000000930
589,A-000000483,B-000000931
589,A-000000483,B-000000932
590,A-000000484,B-000000933
590,A-000000484,B-000000934
591,A-000000485,B-000000935
591,A-000000485,B-000000936
592,A-000000486,B-000000937
592,A-000000486,B-000000938
593,A-000000487,
593,A-000000488,
594,A-000000489,B-000000939
594,A-000000489,B-000000940
595,,B-000000941
596,,B-000000942
597,,B-000000943
598,A-000000490,B-000000944
598,A-000000490,B-000000945
599,A-000000491,B-000000946
599,A-000000491,B-000000947
600,A-000000492,B-000000948
600,A-000000492,B-000000949
601,A-000000493,B-000000950
601,A-000000493,B-000000951
602,,B-000000952
603,A-000000494,
604,A-000000495,B-000000953
604,A-000000495,B-000000954
605,A-000000496,B-000000955
605,A-000000496,B-000000956
606,,B-000000957
607,A-000000497,B-000000958
607,A-000000497,B-000000959
608,,B-000000960
609,A-000000498,B-000000961
609,A-000000498,B-000000962
610,A-000000499,B-000000963
610,A-000000499,B-000000964
611,,B-000000965
612,,B-000000966
613,A-000000500,B-000000967
613,A-000000500,B-000000968
614,A-000000501,B-000000969
614,A-000000501,B-000000970
615,,B-000000971
616,A-000000502,B-000000972
616,A-000000502,B-000000973
616,A-000000503,
617,A-000000504,B-000000974
617,A-000000504,B-000000975
617,A-000000505,
618,A-000000506,B-000000976
618,A-000000506,B-000000977
619,,B-000000978
620,A-000000507,B-000000979
620,A-000000507,B-000000980
621,A-000000508,
622,A-000000509,B-000000981
622,A-000000509,B-000000982
623,A-000000510,B-000000983
623,A-000000510,B-000000984
624,A-000000511,B-000000985
624,A-000000511,B-000000986
625,,B-000000987
626,A-000000512,B-000000988
626,A-000000512,B-000000989
627,A-000000513,B-000000990
