seed,artifact,path,bytes,sha256
20260728,truth_household_memberships.parquet,phase2/runs/2026-07-22_e1_clean_s20260728_seed20260728/truth_household_memberships.parquet,115483,05d33ee7494ca9f5c698d37c0a676ae13381fd5e4bd731b6a22cf2cb98135b95
20260728,truth_residence_history.parquet,phase2/runs/2026-07-22_e1_clean_s20260728_seed20260728/truth_residence_history.parquet,124841,49e2d5a7d78fa5b9078382896e8c00739ed08a06e2e2025153aa55cd97a9f204
20260728,truth_events.parquet,phase2/runs/2026-07-22_e1_clean_s20260728_seed20260728/truth_events.parquet,40157,a4ddf1b021a435b633e9297b4cc342d49175f280408d356ab12011bd0b392a4b
20260729,manifest.json,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/manifest.json,7535,47530258d88594cb54bd1384cbb417b96191f1a9e29a512f1224fd94dea59eb5
20260729,quality_report.json,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/quality_report.json,12384,3832252989982ce17570d374f01c5c6c8d694a0fc91dd7d76930d67d7f5f78e1
20260729,truth_people.parquet,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/truth_people.parquet,556906,5835c9850e59c569baa4159413fee69de804850daaef70d7b33b39d673896133
20260729,truth_households.parquet,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/truth_households.parquet,37373,b6119b7aeef680d081b6f9469f020977aa31b7fb2ceae8de0d2567e72b9d68c9
20260729,truth_household_memberships.parquet,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/truth_household_memberships.parquet,115057,b0c1f16ef559b58c0c20f1f1a4946c22d518f8833ebabd78db14911a4aed1aec
20260729,truth_residence_history.parquet,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/truth_residence_history.parquet,124285,1e5c85cb7a9a5e41e1a2cb2da1090a1359a5f5336fc761e2d8cb3503c92e4db9
20260729,truth_events.parquet,phase2/runs/2026-07-22_e1_clean_s20260729_seed20260729/truth_events.parquet,38634,85e74d4fc08185fb4098d09f16a89c53b6de6df3d40f4b92ac471f66744268ab
