condition,seed,run_id,records,true_pairs,candidate_pairs,candidate_recall,candidate_seconds,matcher,threshold,tp,fp,fn,predicted,precision,recall,f1,oracle_threshold,oracle_precision,oracle_recall,oracle_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1,b3_precision,b3_recall,b3_f1,predicted_clusters,truth_clusters
clean,20260723,2026-07-22_e1_clean_s20260723_seed20260723,19646,9528,65724,1.0,13.000933000002988,learned,0.6500030591266042,9519,3,9,9522,0.9996849401386263,0.9990554156171285,0.9993700787401575,0.8136698834838333,0.9998949579831933,0.9990554156171285,0.99947501049979,9519,3,9,0.9996849401386263,0.9990554156171285,0.9993700787401575,0.9998303301774747,0.999083782958363,0.9994569171590401,10128,10112
clean,20260723,2026-07-22_e1_clean_s20260723_seed20260723,19646,9528,65724,1.0,13.000933000002988,splink,0.9986013472769922,9516,126,12,9642,0.9869321717485999,0.9987405541561712,0.9928012519561815,0.9986013472769922,0.9869321717485999,0.9987405541561712,0.9928012519561815,9516,126,12,0.9869321717485999,0.9987405541561712,0.9928012519561815,0.9921324103294988,0.9989310801180902,0.9955201378815084,10024,10112
clean,20260724,2026-07-22_e1_clean_s20260724_seed20260724,19642,9506,66797,1.0,12.94671269999526,baseline,0.65,9491,4,15,9495,0.9995787256450763,0.998422049232064,0.999000052628809,0.65,0.9995787256450763,0.998422049232064,0.999000052628809,9491,4,15,0.9995787256450763,0.998422049232064,0.999000052628809,0.9997793843125277,0.9984217493126972,0.9991001056045884,10149,10121
clean,20260724,2026-07-22_e1_clean_s20260724_seed20260724,19642,9506,66797,1.0,12.94671269999526,learned,0.6500030591266042,9501,0,5,9501,1.0,0.999474016410688,0.9997369390224654,0.8136698834838333,1.0,0.999474016410688,0.9997369390224654,9501,0,5,1.0,0.999474016410688,0.9997369390224654,1.0,0.9989308624376336,0.9994651453021929,10142,10121
clean,20260724,2026-07-22_e1_clean_s20260724_seed20260724,19642,9506,66797,1.0,12.94671269999526,splink,0.9986013472769922,9491,144,15,9635,0.9850544888427608,0.998422049232064,0.9916932239694897,0.5827268764206824,0.9840497151734853,0.999474016410688,0.9917018944731487,9491,145,15,0.9849522623495226,0.998422049232064,0.9916414167798558,0.9911872518073515,0.9985744832501782,0.9948671545330255,10030,10121
clean,20260725,2026-07-22_e1_clean_s20260725_seed20260725,19643,9516,65563,1.0,12.88439279999875,baseline,0.65,9503,17,13,9520,0.9982142857142857,0.9986338797814208,0.9984240386635849,0.65,0.9982142857142857,0.9986338797814208,0.9984240386635849,9503,17,13,0.9982142857142857,0.9986338797814208,0.9984240386635849,0.9991311578340036,0.998625464542076,0.9988782471848218,10133,10115
clean,20260725,2026-07-22_e1_clean_s20260725_seed20260725,19643,9516,65563,1.0,12.88439279999875,learned,0.6500030591266042,9512,4,4,9516,0.9995796553173603,0.9995796553173603,0.9995796553173603,0.8136698834838333,0.9997897834769813,0.9995796553173603,0.9996847083552286,9512,4,4,0.9995796553173603,0.9995796553173603,0.9995796553173603,0.9997963651173446,0.9990836430280507,0.999439877008348,10131,10115
clean,20260725,2026-07-22_e1_clean_s20260725_seed20260725,19643,9516,65563,1.0,12.88439279999875,splink,0.9986013472769922,9503,149,13,9652,0.9845627849150436,0.9986338797814208,0.9915484140233722,0.5827268764206824,0.9840662183135024,0.9994745691467003,0.9917105468953653,9503,149,13,0.9845627849150436,0.9986338797814208,0.9915484140233722,0.9909518233806784,0.9987781907040676,0.9948496149979632,10017,10115
clean,20260726,2026-07-22_e1_clean_s20260726_seed20260726,19637,9512,66143,1.0,13.222149000008358,baseline,0.65,9503,11,9,9514,0.9988438091233971,0.999053826745164,0.9989488068958269,0.65,0.9988438091233971,0.999053826745164,0.9989488068958269,9503,14,9,0.9985289481979616,0.999053826745164,0.9987913185138473,0.9993549591757058,0.9990324387635586,0.9991936729437936,10127,10115
clean,20260726,2026-07-22_e1_clean_s20260726_seed20260726,19637,9512,66143,1.0,13.222149000008358,learned,0.6500030591266042,9506,7,6,9513,0.9992641648270787,0.9993692178301093,0.9993166885676741,0.7881757398688451,0.9996844430419691,0.9991589571068125,0.9994216310005785,9506,8,6,0.9991591339079252,0.9993692178301093,0.9992641648270788,0.9995926057951826,0.9991852115903651,0.9993888671748931,10127,10115
clean,20260726,2026-07-22_e1_clean_s20260726_seed20260726,19637,9512,66143,1.0,13.222149000008358,splink,0.9986013472769922,9503,137,9,9640,0.9857883817427386,0.999053826745164,0.9923767752715122,0.9986013472769922,0.9857883817427386,0.999053826745164,0.9923767752715122,9503,139,9,0.9855839037544079,0.999053826745164,0.9922731544324946,0.9915363853949177,0.9990324387635586,0.9952702978181729,10018,10115
clean,20260727,2026-07-22_e1_clean_s20260727_seed20260727,19637,9513,64809,1.0,13.144276099992567,baseline,0.65,9498,9,15,9507,0.9990533291259073,0.9984232103437402,0.9987381703470032,0.65,0.9990533291259073,0.9984232103437402,0.9987381703470032,9498,10,15,0.998948254101809,0.9984232103437402,0.998685663214342,0.9994737824854442,0.998319498905128,0.9988963072347133,10134,10107
clean,20260727,2026-07-22_e1_clean_s20260727_seed20260727,19637,9513,64809,1.0,13.144276099992567,learned,0.6500030591266042,9504,2,9,9506,0.9997896065642752,0.9990539262062441,0.9994216310005783,0.8136698834838333,0.9998947922146239,0.9990539262062441,0.9994741823535598,9504,3,9,0.9996844430419691,0.9990539262062441,0.9993690851735016,0.9998472271731934,0.9986250445587411,0.9992357621479117,10132,10107
clean,20260727,2026-07-22_e1_clean_s20260727_seed20260727,19637,9513,64809,1.0,13.144276099992567,splink,0.9986013472769922,9498,136,15,9634,0.9858833298733651,0.9984232103437402,0.9921136470465347,0.9986013472769922,0.9858833298733651,0.9984232103437402,0.9921136470465347,9498,138,15,0.9856787048567871,0.9984232103437402,0.9920100266332447,0.9916687885114835,0.9984213474563325,0.9950336119569976,10025,10107
clean,20260728,2026-07-22_e1_clean_s20260728_seed20260728,19634,9509,66175,1.0,12.954627800005255,baseline,0.65,9495,13,14,9508,0.9986327303323517,0.9985277105899674,0.9985802176999526,0.65,0.9986327303323517,0.9985277105899674,0.9985802176999526,9495,14,14,0.9985277105899674,0.9985277105899674,0.9985277105899674,0.9992835557366474,0.998522970357543,0.9989031182657784,10133,10112
clean,20260728,2026-07-22_e1_clean_s20260728_seed20260728,19634,9509,66175,1.0,12.954627800005255,learned,0.6500030591266042,9505,2,4,9507,0.999789628694646,0.9995793458828478,0.9996844762305427,0.6500030591266042,0.999789628694646,0.9995793458828478,0.9996844762305427,9505,2,4,0.999789628694646,0.9995793458828478,0.9996844762305427,0.9998981358867272,0.9990322909239076,0.9994650258831581,10130,10112
clean,20260728,2026-07-22_e1_clean_s20260728_seed20260728,19634,9509,66175,1.0,12.954627800005255,splink,0.9986013472769922,9495,143,14,9638,0.9851628968665699,0.9985277105899674,0.9918002820285162,0.9986013472769922,0.9851628968665699,0.9985277105899674,0.9918002820285162,9495,145,14,0.9849585062240664,0.9985277105899674,0.9916966943443521,0.9911649859087976,0.9987266985840888,0.9949314747562352,10018,10112
clean,20260729,2026-07-22_e1_clean_s20260729_seed20260729,19607,9500,64453,1.0,13.19090739999956,baseline,0.65,9489,11,11,9500,0.9988421052631579,0.9988421052631579,0.9988421052631579,0.65,0.9988421052631579,0.9988421052631579,0.9988421052631579,9489,11,11,0.9988421052631579,0.9988421052631579,0.9988421052631579,0.9994219751449311,0.9986739429795481,0.9990478190409036,10112,10092
clean,20260729,2026-07-22_e1_clean_s20260729_seed20260729,19607,9500,64453,1.0,13.19090739999956,learned,0.6500030591266042,9493,2,7,9495,0.9997893628225382,0.9992631578947369,0.999526191102922,0.9670749481315166,1.0,0.9991578947368421,0.9995787700084245,9493,2,7,0.9997893628225382,0.9992631578947369,0.999526191102922,0.9998979956138114,0.9988779517519253,0.9993877134011991,10113,10092
clean,20260729,2026-07-22_e1_clean_s20260729_seed20260729,19607,9500,64453,1.0,13.19090739999956,splink,0.9986013472769922,9489,112,11,9601,0.9883345484845328,0.9988421052631579,0.9935605465682426,0.9986013472769922,0.9883345484845328,0.9988421052631579,0.9935605465682426,9489,113,11,0.9882316184128307,0.9988421052631579,0.9935085331378913,0.9932048078067357,0.9986739429795481,0.9959318670446727,10028,10092
high_noise,20260720,2026-07-22_e1_high_noise_s20260720_seed20260720,19640,9510,63637,0.9978969505783386,13.170647399994778,baseline,0.65,9080,11,430,9091,0.998790012099879,0.9547844374342797,0.9762915972259556,0.55,0.9848691814647473,0.9855941114616193,0.9852315131129448,9080,11,430,0.998790012099879,0.9547844374342797,0.9762915972259556,0.9994229463679565,0.9767651052274269,0.987964134878471,10555,10109
high_noise,20260720,2026-07-22_e1_high_noise_s20260720_seed20260720,19640,9510,63637,0.9978969505783386,13.170647399994778,learned,0.6500030591266042,9367,3,143,9370,0.9996798292422625,0.9849631966351209,0.9922669491525423,0.06832104016296658,0.9941195001575134,0.995478443743428,0.9947985078547786,9367,4,143,0.9995731512111834,0.9849631966351209,0.9922143954239712,0.99979633401222,0.9915139171758316,0.9956379011488117,10272,10109
high_noise,20260720,2026-07-22_e1_high_noise_s20260720_seed20260720,19640,9510,63637,0.9978969505783386,13.170647399994778,splink,0.9986013472769922,9074,109,436,9183,0.988130240662093,0.9541535226077813,0.9708447012250575,0.5662987087670317,0.9867591424968474,0.9873817034700315,0.9870703248186691,9074,112,436,0.9878075332026998,0.9541535226077813,0.9706889174154899,0.9931653088934148,0.9767141887304819,0.9848710544184736,10471,10109
high_noise,20260721,2026-07-22_e1_high_noise_s20260721_seed20260721,19608,9524,63150,0.997270054598908,13.883162700003595,baseline,0.65,9134,11,390,9145,0.9987971569163477,0.9590508189836203,0.9785205420750978,0.55,0.9860528523489933,0.9872952540949181,0.9866736621196223,9134,13,390,0.998578768995299,0.9590508189836203,0.9784157249210005,0.9993812049503603,0.9795406636746907,0.9893614743276841,10469,10078
high_noise,20260721,2026-07-22_e1_high_noise_s20260721_seed20260721,19608,9524,63150,0.997270054598908,13.883162700003595,learned,0.6500030591266042,9403,1,121,9404,0.9998936622713739,0.9872952540949181,0.9935545224006763,0.0748286193508397,0.9942311726452696,0.99527509449811,0.9947528596914681,9403,1,121,0.9998936622713739,0.9872952540949181,0.9935545224006763,0.9999320005439956,0.9934040527675779,0.9966573375143093,10205,10078
high_noise,20260721,2026-07-22_e1_high_noise_s20260721_seed20260721,19608,9524,63150,0.997270054598908,13.883162700003595,splink,0.9986013472769922,9130,101,394,9231,0.9890586068681616,0.9586308273834523,0.9736070381231672,0.5662987087670317,0.9876232431298511,0.9886602267954641,0.988141462902718,9130,108,394,0.9883091578263693,0.9586308273834523,0.9732437906406565,0.9934652522779819,0.9793706650346797,0.9863676104779,10391,10078
high_noise,20260722,2026-07-22_e1_high_noise_s20260722_seed20260722,19651,9546,64449,0.9973811020322648,13.268895500004874,baseline,0.65,9103,12,443,9115,0.9986834887547997,0.9535931280117327,0.9756175981994534,0.55,0.9865757734661772,0.9854389272993924,0.9860070226927309,9103,15,443,0.9983549023908752,0.9535931280117327,0.9754607801114445,0.9992197174019982,0.9768459620375554,0.9879061777028417,10545,10103
high_noise,20260722,2026-07-22_e1_high_noise_s20260722_seed20260722,19651,9546,64449,0.9973811020322648,13.268895500004874,learned,0.6500030591266042,9419,4,127,9423,0.9995755067388306,0.9866959983239053,0.9930939954662871,0.06832104016296658,0.9960146827477714,0.994866959983239,0.995440490540328,9419,5,127,0.9994694397283531,0.9866959983239053,0.9930416447021613,0.9997285973572169,0.9931640459348974,0.9964355098907122,10234,10103
high_noise,20260722,2026-07-22_e1_high_noise_s20260722_seed20260722,19651,9546,64449,0.9973811020322648,13.268895500004874,splink,0.9986013472769922,9096,119,450,9215,0.9870862723819859,0.9528598365807668,0.9696711262725868,0.5662987087670317,0.986421558387299,0.9893148962916405,0.987866108786611,9096,125,450,0.9864439865524347,0.9528598365807668,0.9693611125912507,0.9923634081386866,0.9764897460689024,0.984362587276273,10459,10103
high_noise,20260723,2026-07-22_e1_high_noise_s20260723_seed20260723,19646,9528,62443,0.9972712006717045,12.92610440000135,baseline,0.65,9111,9,417,9120,0.9990131578947369,0.9562342569269522,0.9771557271557273,0.55,0.9866540563261875,0.9854114189756508,0.9860323461457677,9111,10,417,0.9989036289880495,0.9562342569269522,0.977103329937262,0.999504564118226,0.9780447249652175,0.98865820630703,10533,10112
high_noise,20260723,2026-07-22_e1_high_noise_s20260723_seed20260723,19646,9528,62443,0.9972712006717045,12.92610440000135,learned,0.6500030591266042,9390,3,138,9393,0.9996806132226126,0.9855163727959698,0.9925479625812589,0.06832104016296658,0.9950661347889985,0.994857262804366,0.9949616878345754,9390,3,138,0.9996806132226126,0.9855163727959698,0.9925479625812589,0.9998303301774747,0.992381824968611,0.9960921532955248,10257,10112
high_noise,20260723,2026-07-22_e1_high_noise_s20260723_seed20260723,19646,9528,62443,0.9972712006717045,12.92610440000135,splink,0.9986013472769922,9103,109,425,9212,0.9881676074685193,0.9553946263643996,0.9715048025613661,0.5662987087670317,0.9869980077592534,0.9879303106633082,0.9874639391555207,9103,114,425,0.9876315503960074,0.9553946263643996,0.9712456655108029,0.9929977264243782,0.9776375173911567,0.9852577589721265,10450,10112
high_noise,20260724,2026-07-22_e1_high_noise_s20260724_seed20260724,19642,9506,63634,0.9968440984641279,12.830018399996334,baseline,0.65,9120,3,386,9123,0.9996711608023676,0.9593940669051125,0.9791185785603091,0.55,0.9852972064692291,0.986955606985062,0.9861257094807652,9120,4,386,0.9995615957913196,0.9593940669051125,0.9790660225442834,0.9997793843125277,0.9793978888775754,0.9894836926464241,10520,10121
high_noise,20260724,2026-07-22_e1_high_noise_s20260724_seed20260724,19642,9506,63634,0.9968440984641279,12.830018399996334,learned,0.6500030591266042,9371,1,135,9372,0.9998932991890739,0.9857984430885757,0.9927958470176925,0.04533395719040302,0.994848070655031,0.9953713444140543,0.9951096387442814,9371,3,135,0.9996799658630254,0.9857984430885757,0.9926906779661018,0.9998778128500152,0.9922445100634694,0.9960465370256115,10271,10121
high_noise,20260724,2026-07-22_e1_high_noise_s20260724_seed20260724,19642,9506,63634,0.9968440984641279,12.830018399996334,splink,0.9986013472769922,9115,134,391,9249,0.9855119472375392,0.9588680833158005,0.9720074646760863,0.5662987087670317,0.9843995393152549,0.9890595413423101,0.9867240384110825,9115,138,391,0.9850859180806225,0.9588680833158005,0.9718002025694333,0.9916284831822963,0.9792112140650987,0.9853807311418079,10413,10121
high_noise,20260725,2026-07-22_e1_high_noise_s20260725_seed20260725,19643,9516,62347,0.998108448928121,12.97966969999834,baseline,0.65,9113,15,403,9128,0.9983567046450482,0.9576502732240437,0.9775799184724309,0.55,0.9844814931320122,0.9866540563261875,0.9855665774418727,9113,16,403,0.9982473436301895,0.9576502732240437,0.9775274872620004,0.9991990361282221,0.978584398174074,0.98878428291679,10524,10115
high_noise,20260725,2026-07-22_e1_high_noise_s20260725_seed20260725,19643,9516,62347,0.998108448928121,12.97966969999834,learned,0.6500030591266042,9372,4,144,9376,0.9995733788395904,0.9848675914249685,0.9921659961888629,0.0748286193508397,0.9950640621718126,0.9956914670029424,0.9953776657211892,9372,4,144,0.9995733788395904,0.9848675914249685,0.9921659961888629,0.9997963651173446,0.9918715742673386,0.9958182034321196,10271,10115
high_noise,20260725,2026-07-22_e1_high_noise_s20260725_seed20260725,19643,9516,62347,0.998108448928121,12.97966969999834,splink,0.9986013472769922,9104,134,412,9238,0.9854946958216064,0.9567044976881043,0.9708862109416657,0.5662987087670317,0.9849262011933424,0.9887557797393863,0.9868372751586344,9104,138,412,0.9850681670634062,0.9567044976881043,0.9706791768845292,0.9917069694038588,0.9782450067029814,0.9849299908814185,10427,10115
high_noise,20260726,2026-07-22_e1_high_noise_s20260726_seed20260726,19637,9512,63293,0.9980025231286795,13.122469699999783,baseline,0.65,9096,8,416,9104,0.9991212653778558,0.9562657695542472,0.9772238934250107,0.55,0.985831234256927,0.9874894869638352,0.9866596638655463,9096,11,416,0.9987921379158888,0.9562657695542472,0.9770664375100703,0.9994058834513079,0.9780940741117957,0.9886351385218626,10534,10115
high_noise,20260726,2026-07-22_e1_high_noise_s20260726_seed20260726,19637,9512,63293,0.9980025231286795,13.122469699999783,learned,0.6500030591266042,9383,5,129,9388,0.9994674051981253,0.9864381833473507,0.992910052910053,0.0748286193508397,0.9962145110410094,0.9960050462573591,0.9961097676374724,9383,6,129,0.999360954308233,0.9864381833473507,0.9928575207660969,0.9996944543463869,0.9927687528644905,0.9962195669111493,10251,10115
high_noise,20260726,2026-07-22_e1_high_noise_s20260726_seed20260726,19637,9512,63293,0.9980025231286795,13.122469699999783,splink,0.9986013472769922,9083,114,429,9197,0.9876046536914211,0.9548990748528174,0.9709765353573147,0.5662987087670317,0.9850214727139416,0.988645920941968,0.9868303688546094,9083,126,429,0.9863177326528396,0.9548990748528174,0.9703541477485177,0.9924869718728251,0.9774490332875015,0.9849106048788412,10452,10115
high_noise,20260727,2026-07-22_e1_high_noise_s20260727_seed20260727,19637,9513,61546,0.9982129717229055,12.975037199998042,baseline,0.65,9105,8,408,9113,0.9991221332162844,0.957111321349732,0.9776656286910769,0.55,0.9849119865884325,0.9881215179228424,0.9865141417851707,9105,11,408,0.9987933304080737,0.957111321349732,0.9775081861613613,0.999405883451308,0.9781365110081309,0.9886568163179893,10526,10107
high_noise,20260727,2026-07-22_e1_high_noise_s20260727_seed20260727,19637,9513,61546,0.9982129717229055,12.975037199998042,learned,0.6500030591266042,9384,2,129,9386,0.9997869166844237,0.9864396089561652,0.9930684163183238,0.06891927791085234,0.9945406824146982,0.9957952275833071,0.9951675596176068,9384,4,129,0.9995739241585002,0.9864396089561652,0.992963335273266,0.9997963028975912,0.9924462324523432,0.99610770920139,10252,10107
high_noise,20260727,2026-07-22_e1_high_noise_s20260727_seed20260727,19637,9513,61546,0.9982129717229055,12.975037199998042,splink,0.9986013472769922,9094,120,419,9214,0.9869763403516388,0.9559550089351414,0.9712180274470017,0.5662987087670317,0.9858297470347434,0.9872805634395039,0.9865546218487394,9094,130,419,0.985906331309627,0.9559550089351414,0.970699685115013,0.9922968545772437,0.9776781925277114,0.9849332829466302,10439,10107
high_noise,20260728,2026-07-22_e1_high_noise_s20260728_seed20260728,19634,9509,63152,0.9976864023556631,12.790135699993698,baseline,0.65,9112,12,397,9124,0.9986847873739588,0.958250078872647,0.9780496967745398,0.55,0.9835584877997696,0.9876958670732989,0.9856228355546227,9112,12,397,0.9986847873739588,0.958250078872647,0.9780496967745398,0.9993854198499202,0.9788122644392381,0.9889918622590719,10517,10112
high_noise,20260728,2026-07-22_e1_high_noise_s20260728_seed20260728,19634,9509,63152,0.9976864023556631,12.790135699993698,learned,0.6500030591266042,9383,0,126,9383,1.0,0.9867493953097066,0.9933305102688968,0.0748286193508397,0.9946422943586511,0.9956882952991902,0.9951650199705697,9383,0,126,1.0,0.9867493953097066,0.9933305102688968,1.0,0.9927336932532004,0.996353598691385,10253,10112
high_noise,20260728,2026-07-22_e1_high_noise_s20260728_seed20260728,19634,9509,63152,0.9976864023556631,12.790135699993698,splink,0.9986013472769922,9101,120,408,9221,0.9869862270903372,0.9570932800504784,0.9718099305926321,0.5662987087670317,0.985742740329175,0.9888526658954675,0.9872952540949181,9101,126,408,0.9863444239731224,0.9570932800504784,0.9714987190435525,0.9922939798309054,0.9784048079861465,0.9853004495706784,10428,10112
high_noise,20260729,2026-07-22_e1_high_noise_s20260729_seed20260729,19607,9500,61224,0.9969473684210526,12.996540500011179,baseline,0.65,9084,9,416,9093,0.999010227647641,0.9562105263157895,0.9771419351368795,0.55,0.9850840336134454,0.9871578947368421,0.9861198738170347,9084,11,416,0.9987905442550852,0.9562105263157895,0.9770368378596397,0.9994219751449311,0.9777970452729468,0.9884912538126724,10517,10092
high_noise,20260729,2026-07-22_e1_high_noise_s20260729_seed20260729,19607,9500,61224,0.9969473684210526,12.996540500011179,learned,0.6500030591266042,9375,2,125,9377,0.9997867121680708,0.9868421052631579,0.9932722360544579,0.0748286193508397,0.9944263329477337,0.9953684210526316,0.9948971539796938,9375,2,125,0.9997867121680708,0.9868421052631579,0.9932722360544579,0.9998979956138114,0.992757688580609,0.9963150491232577,10231,10092
high_noise,20260729,2026-07-22_e1_high_noise_s20260729_seed20260729,19607,9500,61224,0.9969473684210526,12.996540500011179,splink,0.9986013472769922,9079,99,421,9178,0.989213336238832,0.9556842105263158,0.9721597601456258,0.5662987087670317,0.9886375591793792,0.9891578947368421,0.988897658510918,9079,103,421,0.988782400348508,0.9556842105263158,0.9719516111765335,0.993799833392836,0.9775420343074753,0.9856038942271884,10446,10092
low_overlap,20260720,2026-07-22_e1_low_overlap_s20260720_seed20260720,11184,2247,20788,1.0,7.155765599993174,baseline,0.65,2241,6,6,2247,0.9973297730307076,0.9973297730307076,0.9973297730307076,0.65,0.9973297730307076,0.9973297730307076,0.9973297730307076,2241,6,6,0.9973297730307076,0.9973297730307076,0.9973297730307076,0.9993890081068192,0.990343347639485,0.9948456163204754,8938,8835
low_overlap,20260720,2026-07-22_e1_low_overlap_s20260720_seed20260720,11184,2247,20788,1.0,7.155765599993174,learned,0.6500030591266042,2244,1,3,2245,0.999554565701559,0.9986648865153538,0.9991095280498664,0.8685582009567687,0.999554565701559,0.9986648865153538,0.9991095280498664,2244,1,3,0.999554565701559,0.9986648865153538,0.9991095280498664,0.9998807820696232,0.9906115879828327,0.9952246029392249,8939,8835
low_overlap,20260720,2026-07-22_e1_low_overlap_s20260720_seed20260720,11184,2247,20788,1.0,7.155765599993174,splink,0.9986013472769922,2241,52,6,2293,0.9773222852158744,0.9973297730307076,0.9872246696035242,0.9986013472769922,0.9773222852158744,0.9973297730307076,0.9872246696035242,2241,52,6,0.9773222852158744,0.9973297730307076,0.9872246696035242,0.9948587267525035,0.9905221745350501,0.9926857146041779,8894,8835
low_overlap,20260721,2026-07-22_e1_low_overlap_s20260721_seed20260721,11168,2244,21008,1.0,7.3399079000082565,baseline,0.65,2238,4,6,2242,0.9982158786797503,0.9973262032085561,0.9977708426214892,0.65,0.9982158786797503,0.9973262032085561,0.9977708426214892,2238,4,6,0.9982158786797503,0.9973262032085561,0.9977708426214892,0.9995522922636103,0.990060888252149,0.9947839509953861,8927,8820
low_overlap,20260721,2026-07-22_e1_low_overlap_s20260721_seed20260721,11168,2244,21008,1.0,7.3399079000082565,learned,0.6500030591266042,2240,1,4,2241,0.999553770638108,0.9982174688057041,0.9988851727982163,0.5064596882584461,0.9995539696699376,0.9986631016042781,0.9991083370485956,2240,1,4,0.999553770638108,0.9982174688057041,0.9988851727982163,0.9998806112702961,0.9902399713467048,0.9950369404776643,8928,8820
low_overlap,20260721,2026-07-22_e1_low_overlap_s20260721_seed20260721,11168,2244,21008,1.0,7.3399079000082565,splink,0.9986013472769922,2238,30,6,2268,0.9867724867724867,0.9973262032085561,0.9920212765957447,0.9986013472769922,0.9867724867724867,0.9973262032085561,0.9920212765957447,2238,30,6,0.9867724867724867,0.9973262032085561,0.9920212765957447,0.9970391595033428,0.990060888252149,0.9935377707781321,8903,8820
low_overlap,20260722,2026-07-22_e1_low_overlap_s20260722_seed20260722,11193,2255,20994,1.0,7.253169300005538,baseline,0.65,2249,2,6,2251,0.9991115059973346,0.9973392461197339,0.9982245894363072,0.65,0.9991115059973346,0.9973392461197339,0.9982245894363072,2249,2,6,0.9991115059973346,0.9973392461197339,0.9982245894363072,0.9997617558593169,0.9905297954078441,0.9951243644253273,8944,8840
