scenario,family,seed,run_id,topology,records,true_pairs,candidate_pairs,total_possible_pairs,candidate_recall,candidate_seconds,evaluation_seconds,score_artifact,score_sha256,matcher,threshold,tp,fp,fn,predicted,precision,recall,f1,oracle_threshold,oracle_precision,oracle_recall,oracle_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1,b3_precision,b3_recall,b3_f1,predicted_clusters,truth_clusters
adoption_blended_family,household_formation,20260723,2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,link,16348,8169,45818,66814251,1.0,13.109831100009615,26.608217799992417,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260723.parquet,77f625bf1ea17b1c0f347aaa6a73f5a81db4724676ffe892f71c72a0ad25fb59,learned,0.6500030591266042,6086,0,2083,6086,1.0,0.7450116293303954,0.8538758330410383,0.006297369377908123,0.981899360444069,0.9960827518668136,0.9889402041808458,6086,0,2083,1.0,0.7450116293303954,0.8538758330410383,1.0,0.8725838022999756,0.9319570117270441,10262,8179
adoption_blended_family,household_formation,20260723,2026-07-24_e2_adoption_blended_family_s20260723_seed20260723,link,16348,8169,45818,66814251,1.0,13.109831100009615,26.608217799992417,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260723.parquet,77f625bf1ea17b1c0f347aaa6a73f5a81db4724676ffe892f71c72a0ad25fb59,splink,0.9986013472769922,6056,2160,2113,8216,0.7370983446932814,0.7413392092055331,0.7392126945376869,0.3880054100290566,0.7881331403762663,1.0,0.8815150534153448,6056,2168,2113,0.7363813229571985,0.7413392092055331,0.7388519490026231,0.8242007177228611,0.8707487154391974,0.8468355482232577,8143,8179
adoption_blended_family,household_formation,20260724,2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,link,16322,8155,45886,66601885,1.0,13.09387969999807,26.7065561000054,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260724.parquet,70c97c455793f517b0a4a079a79b12f87e8be6a4fa49c7dc5b28a0ae1969abef,baseline,0.65,6054,101,2101,6155,0.9835905767668562,0.7423666462293071,0.8461215932914046,1.0000000000000002,1.0,0.7418761496014715,0.8518127419922562,6054,104,2101,0.9831113998051315,0.7423666462293071,0.8459442464892055,0.9917902217865457,0.8712780296532288,0.9276364723618973,10171,8167
adoption_blended_family,household_formation,20260724,2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,link,16322,8155,45886,66601885,1.0,13.09387969999807,26.7065561000054,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260724.parquet,70c97c455793f517b0a4a079a79b12f87e8be6a4fa49c7dc5b28a0ae1969abef,learned,0.6500030591266042,6103,2,2052,6105,0.9996723996723996,0.7483752299202943,0.8559607293127629,0.006297369377908123,0.9786412453240014,0.9944819129368485,0.9864979929448973,6103,2,2052,0.9996723996723996,0.7483752299202943,0.8559607293127629,0.9998774659968142,0.8742801127312829,0.932870313159499,10218,8167
adoption_blended_family,household_formation,20260724,2026-07-24_e2_adoption_blended_family_s20260724_seed20260724,link,16322,8155,45886,66601885,1.0,13.09387969999807,26.7065561000054,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260724.parquet,70c97c455793f517b0a4a079a79b12f87e8be6a4fa49c7dc5b28a0ae1969abef,splink,0.9986013472769922,6055,2146,2100,8201,0.7383245945616388,0.7424892703862661,0.7404010760577159,0.3880054100290566,0.7896010844306739,1.0,0.8824325055456366,6055,2152,2100,0.7377848178384306,0.7424892703862661,0.7401295685124069,0.8250091900502389,0.8713392966548217,0.8475415671085819,8131,8167
adoption_blended_family,household_formation,20260725,2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,link,16336,8162,45404,66716188,1.0,10.52275639999425,21.230367599986494,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260725.parquet,d3c2872979647622a7969b45691513e892ff5b9c5d508842acc3065bd17b1834,baseline,0.65,6055,109,2107,6164,0.9823166774821545,0.741852487135506,0.8453162082926148,1.0000000000000002,1.0,0.7412398921832885,0.8513931888544892,6055,111,2107,0.9819980538436588,0.741852487135506,0.8451982132886655,0.9913157035586027,0.8710210577864839,0.9272832611544739,10178,8174
adoption_blended_family,household_formation,20260725,2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,link,16336,8162,45404,66716188,1.0,10.52275639999425,21.230367599986494,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260725.parquet,d3c2872979647622a7969b45691513e892ff5b9c5d508842acc3065bd17b1834,learned,0.6500030591266042,6099,2,2063,6101,0.9996721848877234,0.7472433227150208,0.855219799481175,0.0062973693779081056,0.980815637065637,0.9959568733153639,0.9883282674772036,6099,2,2063,0.9996721848877234,0.7472433227150208,0.855219799481175,0.9998775710088149,0.8737144955925563,0.9325482779108579,10236,8174
adoption_blended_family,household_formation,20260725,2026-07-24_e2_adoption_blended_family_s20260725_seed20260725,link,16336,8162,45404,66716188,1.0,10.52275639999425,21.230367599986494,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260725.parquet,d3c2872979647622a7969b45691513e892ff5b9c5d508842acc3065bd17b1834,splink,0.9986013472769922,6055,2168,2107,8223,0.7363492642587863,0.741852487135506,0.7390906316753126,0.3880054100290566,0.7882182520521487,1.0,0.8815682885996652,6055,2178,2107,0.7354548767156565,0.741852487135506,0.7386398292162244,0.8238695723147241,0.8710210577864839,0.8467894430601909,8131,8174
adoption_blended_family,household_formation,20260726,2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,link,16321,8156,45298,66593740,1.0,10.508133999988786,20.497168200003216,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260726.parquet,1d9a0ca82f46e49ce93ed74887b25f0e6d9d7bfd3e209a95a06063a4e3363cc7,baseline,0.65,6053,108,2103,6161,0.9824703781853595,0.7421530161844041,0.8455682056296709,1.0000000000000002,1.0,0.7417851888180481,0.8517527805152754,6053,110,2103,0.9821515495700146,0.7421530161844041,0.8454501012640547,0.9911872230051264,0.8711476012499234,0.9272987439902323,10161,8165
adoption_blended_family,household_formation,20260726,2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,link,16321,8156,45298,66593740,1.0,10.508133999988786,20.497168200003216,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260726.parquet,1d9a0ca82f46e49ce93ed74887b25f0e6d9d7bfd3e209a95a06063a4e3363cc7,learned,0.6500030591266042,6090,6,2066,6096,0.9990157480314961,0.7466895537027954,0.8546168958742634,0.0062973693779081056,0.9820953302685701,0.99534085335949,0.9886737303617099,6090,6,2066,0.9990157480314961,0.7466895537027954,0.8546168958742634,0.9996323754671895,0.8734146192022547,0.9322708218701202,10228,8165
adoption_blended_family,household_formation,20260726,2026-07-24_e2_adoption_blended_family_s20260726_seed20260726,link,16321,8156,45298,66593740,1.0,10.508133999988786,20.497168200003216,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260726.parquet,1d9a0ca82f46e49ce93ed74887b25f0e6d9d7bfd3e209a95a06063a4e3363cc7,splink,0.9986013472769922,6053,2160,2103,8213,0.7370023134055765,0.7421530161844041,0.7395686969271182,0.3880054100290566,0.7888577231840603,1.0,0.8819680994863477,6053,2170,2103,0.7361060440228627,0.7421530161844041,0.7391171622199159,0.8244633703000224,0.8711476012499234,0.8471628214327531,8126,8165
adoption_blended_family,household_formation,20260727,2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,link,16341,8164,44820,66757028,1.0,13.27228560000367,26.485662200007937,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260727.parquet,104c9c3601ee3a84af5fd6ee4efa8bc7f835283abee23cd1d98286d7811056d5,baseline,0.65,6053,89,2111,6142,0.9855096059915337,0.7414257716805488,0.8462183699147211,1.0000000000000002,1.0,0.7410583047525723,0.8512733924299986,6053,90,2111,0.9853491779260948,0.7414257716805488,0.8461592227580905,0.9928890520775961,0.870815739550823,0.927854473584735,10202,8177
adoption_blended_family,household_formation,20260727,2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,link,16341,8164,44820,66757028,1.0,13.27228560000367,26.485662200007937,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260727.parquet,104c9c3601ee3a84af5fd6ee4efa8bc7f835283abee23cd1d98286d7811056d5,learned,0.6500030591266042,6093,2,2071,6095,0.9996718621821165,0.7463253307202352,0.8546181359141595,0.0062973693779081056,0.9766770858379418,0.9951004409603136,0.985802693847834,6093,2,2071,0.9996718621821165,0.7463253307202352,0.8546181359141595,0.9998776084694939,0.8732635701609449,0.9322913831134423,10247,8177
adoption_blended_family,household_formation,20260727,2026-07-24_e2_adoption_blended_family_s20260727_seed20260727,link,16341,8164,44820,66757028,1.0,13.27228560000367,26.485662200007937,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260727.parquet,104c9c3601ee3a84af5fd6ee4efa8bc7f835283abee23cd1d98286d7811056d5,splink,0.9986013472769922,6053,2171,2111,8224,0.7360165369649806,0.7414257716805488,0.7387112521357091,0.3880054100290566,0.7868915662650603,1.0,0.8807379038783105,6053,2176,2111,0.7355693279863896,0.7414257716805488,0.7384859391203564,0.824062174897497,0.870815739550823,0.8467941037544325,8138,8177
adoption_blended_family,household_formation,20260728,2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,link,16323,8156,45791,66610052,1.0,13.501795199990738,26.518898800000898,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260728.parquet,677163ef49217e467e7e23c0b8c66f105d4728aa9d90770a5348e050c7aeb3f6,baseline,0.65,6054,91,2102,6145,0.9851912123677787,0.7422756253065228,0.8466540801342564,1.0000000000000002,1.0,0.7417851888180481,0.8517527805152754,6054,92,2102,0.9850309144158802,0.7422756253065228,0.8465948818347084,0.9925667258878067,0.8712246523310666,0.9279457033473176,10179,8167
adoption_blended_family,household_formation,20260728,2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,link,16323,8156,45791,66610052,1.0,13.501795199990738,26.518898800000898,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260728.parquet,677163ef49217e467e7e23c0b8c66f105d4728aa9d90770a5348e050c7aeb3f6,learned,0.6500030591266042,6098,4,2058,6102,0.9993444772205834,0.7476704266797449,0.8553794361060457,0.006297369377908123,0.9804442298406567,0.9958312898479647,0.9880778588807787,6098,4,2058,0.9993444772205834,0.7476704266797449,0.8553794361060457,0.9997549470072903,0.873920235250873,0.9326121056146349,10223,8167
adoption_blended_family,household_formation,20260728,2026-07-24_e2_adoption_blended_family_s20260728_seed20260728,link,16323,8156,45791,66610052,1.0,13.501795199990738,26.518898800000898,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260728.parquet,677163ef49217e467e7e23c0b8c66f105d4728aa9d90770a5348e050c7aeb3f6,splink,0.9986013472769922,6054,2151,2102,8205,0.7378427787934186,0.7422756253065228,0.7400525640242039,0.3880054100290566,0.7893157843801413,1.0,0.8822543133755205,6054,2159,2102,0.7371240715938147,0.7422756253065228,0.7396908791007393,0.8251220159692867,0.8712246523310666,0.8475468545752097,8134,8167
adoption_blended_family,household_formation,20260729,2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,link,16306,8149,44508,66471393,1.0,13.119618699987768,27.139994500001194,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260729.parquet,60eb40b3993bb3ab5755050e6bc98b658912492774ef3073356d26452a8c5bf2,baseline,0.65,6053,104,2096,6157,0.9831086568133831,0.7427905264449626,0.8462183699147211,1.0000000000000002,1.0,0.7424223831144926,0.8521726882174802,6053,106,2096,0.9827894138658874,0.7427905264449626,0.8461000838691641,0.9916288482767079,0.8714583588862995,0.9276680612921228,10153,8157
adoption_blended_family,household_formation,20260729,2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,link,16306,8149,44508,66471393,1.0,13.119618699987768,27.139994500001194,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260729.parquet,60eb40b3993bb3ab5755050e6bc98b658912492774ef3073356d26452a8c5bf2,learned,0.6500030591266042,6083,1,2066,6084,0.9998356344510191,0.7464719597496625,0.8547741164898476,0.006297369377908123,0.9829256478566238,0.9960731378083201,0.9894557201194611,6083,1,2066,0.9998356344510191,0.7464719597496625,0.8547741164898476,0.999938672881148,0.8732981724518583,0.9323376462155868,10222,8157
adoption_blended_family,household_formation,20260729,2026-07-24_e2_adoption_blended_family_s20260729_seed20260729,link,16306,8149,44508,66471393,1.0,13.119618699987768,27.139994500001194,paper_experiments\results\E2_E6\E2\scores\adoption_blended_family\seed_20260729.parquet,60eb40b3993bb3ab5755050e6bc98b658912492774ef3073356d26452a8c5bf2,splink,0.9986013472769922,6053,2162,2096,8215,0.7368228849665247,0.7427905264449626,0.7397946712295284,0.3880054100290566,0.7877235379410343,1.0,0.8812587866335028,6053,2168,2096,0.7362851234642988,0.7427905264449626,0.7395235186316432,0.8245410687272579,0.8714583588862995,0.8473507654403971,8116,8157
asymmetric_source_coverage,emission_noise_coverage,20260720,2026-07-24_e2_asymmetric_source_coverage_s20260720_seed20260720,link,14261,4169,30152,44091828,1.0,9.203554299994721,18.541918200004147,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260720.parquet,0a0b4c091a070b7d68cff5cf0bf277c58eb6f2b97874790151de6ea318226b7e,baseline,0.65,4146,9,23,4155,0.9978339350180505,0.9944830894698968,0.996155694377703,0.6000000000000001,0.9971181556195965,0.9959222835212281,0.9965198607944317,4146,9,23,0.9978339350180505,0.9944830894698968,0.996155694377703,0.9992987869013393,0.9891779445106701,0.9942126094451748,10112,9964
asymmetric_source_coverage,emission_noise_coverage,20260720,2026-07-24_e2_asymmetric_source_coverage_s20260720_seed20260720,link,14261,4169,30152,44091828,1.0,9.203554299994721,18.541918200004147,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260720.parquet,0a0b4c091a070b7d68cff5cf0bf277c58eb6f2b97874790151de6ea318226b7e,learned,0.6500030591266042,4159,0,10,4159,1.0,0.9976013432477813,0.9987992315081652,0.6304418257279977,0.9997596731554914,0.9978412089230031,0.9987995198079231,4159,0,10,1.0,0.9976013432477813,0.9987992315081652,1.0,0.9900895215389289,0.9950200840948062,10105,9964
asymmetric_source_coverage,emission_noise_coverage,20260720,2026-07-24_e2_asymmetric_source_coverage_s20260720_seed20260720,link,14261,4169,30152,44091828,1.0,9.203554299994721,18.541918200004147,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260720.parquet,0a0b4c091a070b7d68cff5cf0bf277c58eb6f2b97874790151de6ea318226b7e,splink,0.9986013472769922,4146,28,23,4174,0.9932918064206996,0.9944830894698968,0.9938870909744697,0.5827268764206824,0.9918951132300358,0.998081074598225,0.9949784791965566,4146,34,23,0.991866028708134,0.9944830894698968,0.9931728350700683,0.9974055115349555,0.9891779445106701,0.9932746905157971,10096,9964
asymmetric_source_coverage,emission_noise_coverage,20260721,2026-07-24_e2_asymmetric_source_coverage_s20260721_seed20260721,link,14260,4178,30135,44087296,1.0,9.096078500006115,18.45929799998703,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260721.parquet,80cc894efc43275d66ae16c638b924866f2eb6c4973f5fc59ec2aa3f8f4d68b1,baseline,0.65,4161,3,17,4164,0.9992795389048992,0.9959310674964098,0.997602493406857,0.6000000000000001,0.9988003838771593,0.9964097654380086,0.9976036424634556,4161,3,17,0.9992795389048992,0.9959310674964098,0.997602493406857,0.9997428705002338,0.9902641421224871,0.9949809319457705,10098,9963
asymmetric_source_coverage,emission_noise_coverage,20260721,2026-07-24_e2_asymmetric_source_coverage_s20260721_seed20260721,link,14260,4178,30135,44087296,1.0,9.096078500006115,18.45929799998703,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260721.parquet,80cc894efc43275d66ae16c638b924866f2eb6c4973f5fc59ec2aa3f8f4d68b1,learned,0.6500030591266042,4167,0,11,4167,1.0,0.9973671613212063,0.998681845416417,0.35129923122999834,0.9992812649736463,0.998324557204404,0.9988026819923371,4167,0,11,1.0,0.9973671613212063,0.998681845416417,1.0,0.9906498363721364,0.9953029591357445,10096,9963
asymmetric_source_coverage,emission_noise_coverage,20260721,2026-07-24_e2_asymmetric_source_coverage_s20260721_seed20260721,link,14260,4178,30135,44087296,1.0,9.096078500006115,18.45929799998703,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260721.parquet,80cc894efc43275d66ae16c638b924866f2eb6c4973f5fc59ec2aa3f8f4d68b1,splink,0.9986013472769922,4161,20,17,4181,0.9952164553934465,0.9959310674964098,0.995573633209714,0.5827268764206824,0.9938006676204101,0.9976065102920058,0.9956999522216914,4161,21,17,0.9949784791965567,0.9959310674964098,0.9954545454545455,0.9982468443197756,0.9902641421224871,0.9942394702937236,10084,9963
asymmetric_source_coverage,emission_noise_coverage,20260722,2026-07-24_e2_asymmetric_source_coverage_s20260722_seed20260722,link,14278,4183,30239,44168872,1.0,11.133821199997328,23.067516100010835,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260722.parquet,f3b9c42d0b02f573c9e7d422cb01449540374dbf29e8b24d3a6a9aaf943321a1,baseline,0.65,4169,6,14,4175,0.998562874251497,0.9966531197704996,0.9976070830342187,0.6000000000000001,0.9980865821573787,0.9976093712646426,0.9978479196556671,4169,6,14,0.998562874251497,0.9966531197704996,0.9976070830342187,0.999556427137321,0.990218051080917,0.9948653257545339,10109,9974
asymmetric_source_coverage,emission_noise_coverage,20260722,2026-07-24_e2_asymmetric_source_coverage_s20260722_seed20260722,link,14278,4183,30239,44168872,1.0,11.133821199997328,23.067516100010835,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260722.parquet,f3b9c42d0b02f573c9e7d422cb01449540374dbf29e8b24d3a6a9aaf943321a1,learned,0.6500030591266042,4180,3,3,4183,0.9992828113793928,0.9992828113793928,0.9992828113793928,0.3724000734235433,0.9992831541218637,0.9997609371264643,0.9995219885277247,4180,3,3,0.9992828113793928,0.9992828113793928,0.9992828113793928,0.9997665405985899,0.9910118130457113,0.9953699267498398,10100,9974
asymmetric_source_coverage,emission_noise_coverage,20260722,2026-07-24_e2_asymmetric_source_coverage_s20260722_seed20260722,link,14278,4183,30239,44168872,1.0,11.133821199997328,23.067516100010835,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260722.parquet,f3b9c42d0b02f573c9e7d422cb01449540374dbf29e8b24d3a6a9aaf943321a1,splink,0.9986013472769922,4169,23,14,4192,0.9945133587786259,0.9966531197704996,0.9955820895522388,0.5827268764206824,0.9938183547313362,0.9992828113793928,0.9965430921444749,4169,25,14,0.9940391034811635,0.9966531197704996,0.9953443953682704,0.998080963720409,0.99028808890134,0.9941692552780989,10095,9974
asymmetric_source_coverage,emission_noise_coverage,20260723,2026-07-24_e2_asymmetric_source_coverage_s20260723_seed20260723,link,14264,4172,29922,44105424,1.0,11.223579999990761,22.813011000005645,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260723.parquet,9e41bd79c1a1e942ea360b97cd0899b68a29f10e4a98266f10870e4859cf916a,baseline,0.65,4154,2,18,4156,0.9995187680461982,0.9956855225311602,0.9975984630163305,0.5944444444444446,0.9985594237695078,0.9968839884947267,0.9977210027587861,4154,2,18,0.9995187680461982,0.9956855225311602,0.9975984630163305,0.9998130491680687,0.9898345485137409,0.9947987767024556,10109,9966
asymmetric_source_coverage,emission_noise_coverage,20260723,2026-07-24_e2_asymmetric_source_coverage_s20260723_seed20260723,link,14264,4172,29922,44105424,1.0,11.223579999990761,22.813011000005645,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260723.parquet,9e41bd79c1a1e942ea360b97cd0899b68a29f10e4a98266f10870e4859cf916a,learned,0.6500030591266042,4164,1,8,4165,0.9997599039615847,0.9980824544582934,0.9989204749910039,0.46074441027842555,0.9995202686495562,0.9988015340364333,0.9991607720896775,4164,1,8,0.9997599039615847,0.9980824544582934,0.9989204749910039,0.9999065245840344,0.9905356141334829,0.9951990104500961,10100,9966
asymmetric_source_coverage,emission_noise_coverage,20260723,2026-07-24_e2_asymmetric_source_coverage_s20260723_seed20260723,link,14264,4172,29922,44105424,1.0,11.223579999990761,22.813011000005645,paper_experiments\results\E2_E6\E2\scores\asymmetric_source_coverage\seed_20260723.parquet,9e41bd79c1a1e942ea360b97cd0899b68a29f10e4a98266f10870e4859cf916a,splink,0.9986013472769922,4154,15,18,4169,0.9964020148716719,0.9956855225311602,0.9960436398513367,0.5827268764206824,0.9947468958930277,0.99856184084372,0.9966507177033492,4154,18,18,0.9956855225311602,0.9956855225311602,0.9956855225311602,0.9985464572817349,0.9898345485137409,0.9941714176836465,10098,9966
