scenario,family,matcher,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,b3_f1_mean,b3_f1_std,b3_precision_mean,b3_precision_std,b3_recall_mean,b3_recall_std,closure_f1_mean,closure_f1_std,oracle_f1_mean,oracle_f1_std,oracle_threshold_mean,oracle_threshold_std,fp_mean,fp_std,candidate_recall_mean,candidate_recall_std,candidate_pairs_mean,candidate_pairs_std,evaluation_seconds_mean,evaluation_seconds_std
divorce_custody,household_dissolution,learned,0.9939857947685482,0.0006438585416104384,0.9997127618724505,0.00022372113719696643,0.9883247944052105,0.001250015441061814,0.9960542126761321,0.00043900621817518514,0.9998522082102245,0.00010377213382247478,0.9922852954739365,0.0008592707696762812,0.9941113950253875,0.0006582556981699745,0.994542080762319,0.0005928946286079329,0.3829079774040901,0.039933886440270044,7.9,6.1544924874255695,0.9994103203729996,0.000267101382607784,165616.9,2569.4158631443374,47.242176090001884,5.42173415614211
divorce_custody,household_dissolution,splink,0.9875208680824457,0.0007478080853728994,0.9919571191903653,0.0006805654601993999,0.9831255651710082,0.0014927226352289137,0.9912230379566296,0.000682340014085487,0.9929990398638416,0.0007243077649972075,0.9894539219206033,0.0010023606675870138,0.9845060929753384,0.0014684082852280446,0.9927374807024598,0.00040241206180340744,0.3880054100290566,0.0,221.7,18.950520368111857,0.9994103203729996,0.000267101382607784,165616.9,2569.4158631443374,47.242176090001884,5.42173415614211
family_birth,household_formation,baseline,0.932342579439297,0.002713920681536671,0.9944285044598624,0.0011003213297705041,0.877564705882353,0.004723187137095659,0.9623652188430827,0.0015032377223492275,0.9971816554809843,0.00058470757020469,0.9299015659955258,0.0027402095964947993,0.9322319082314083,0.0027251507185851393,0.932342579439297,0.002713920681536671,0.65,0.0,41.8,8.283853102404835,0.9978470588235295,0.0007146514140464382,40133.1,519.2987686400893,22.393591119999474,2.7440905784110017
family_birth,household_formation,learned,0.9377437679400307,0.0028183638379438423,0.9995744432503025,0.00040807069230759137,0.8831294117647058,0.005054778744752368,0.9653302602571822,0.001547445245309772,0.9997859060402685,0.00019054966613034994,0.9331744966442953,0.0029264703720593057,0.9377261969178836,0.0028190125281766835,0.9875688763779907,0.0011833782525552357,0.006297369377908117,8.439151876925765e-18,3.2,3.0840089349921005,0.9978470588235295,0.0007146514140464382,40133.1,519.2987686400893,22.393591119999474,2.7440905784110017
family_birth,household_formation,splink,0.8838616789314445,0.0037034413524117986,0.890136241000574,0.0035467248083914,0.8776823529411765,0.004689858339207065,0.9348674277291311,0.0021274229621627383,0.9392230425055927,0.0021054759760826295,0.9305548098434004,0.00273766359882575,0.882702550795976,0.003658549366309394,0.944117266266215,0.001604507327052328,0.3880054100290566,0.0,920.8,30.727475942188573,0.9978470588235295,0.0007146514140464382,40133.1,519.2987686400893,22.393591119999474,2.7440905784110017
high_duplication_dedup,duplication_topology,baseline,0.9960222095833455,0.0005234096979002411,0.9983134931127218,0.0006908052815172306,0.9937427201277549,0.0012285983471103765,0.9987427975671916,0.0001725888248754444,0.9994557539682539,0.0001748361290684806,0.9980309523809524,0.0003662160721872599,0.9968450786152891,0.00044082072229922393,0.9961567664297706,0.0004783594774691764,0.6196103896103897,0.023263716432235425,15.3,6.290204024248075,0.999166889857209,0.00044320419010007825,89841.5,1406.309690091215,25.92571679999819,2.7432620849485994
high_duplication_dedup,duplication_topology,learned,0.9982635875454828,0.0004650799075164805,0.9995157900745436,0.0002849509055092487,0.9970148884464349,0.0008718005299377888,0.9994431837525412,0.0001086709398411062,0.9998313492063492,9.28284976694443e-05,0.9990553571428572,0.00023810525037743716,0.9986708767033265,0.00032984529988789603,0.9985553361656694,0.0003911507877652582,0.5790312514337962,0.08707315183452154,4.4,2.590581230363393,0.999166889857209,0.00044320419010007825,89841.5,1406.309690091215,25.92571679999819,2.7432620849485994
high_duplication_dedup,duplication_topology,splink,0.9925224596807561,0.0005886431630734248,0.9913408326212314,0.0015998175316618486,0.9937100623954096,0.0012654264751273414,0.9971357445065241,0.00031826762347122734,0.9962236441798942,0.0006089585810417613,0.9980498015873016,0.00038260047533005914,0.990752937729732,0.0012395601675243976,0.9938274330296115,0.0007599526235030673,0.572869975828492,0.008483469297505685,79.1,14.760683513231282,0.999166889857209,0.00044320419010007825,89841.5,1406.309690091215,25.92571679999819,2.7432620849485994
high_noise_identity_drift,emission_noise_coverage,baseline,0.9807291641861351,0.0010948456486527239,0.9989786671653607,0.00032251453189428565,0.9631365291972038,0.0020926171527343358,0.990973392081991,0.0005014593332477457,0.9994423780781834,0.00018338272990012385,0.9826471070783498,0.0009341718551154492,0.9806321072426594,0.0011518945864854972,0.9907715153320333,0.0007427621872131405,0.55,0.0,8.1,2.558211180579986,0.9972522994681304,0.0004687840846070551,54377.8,598.5231453799925,27.127908569997818,3.0188234744562465
high_noise_identity_drift,emission_noise_coverage,learned,0.9931342335373097,0.0006523461940632553,0.9996920541827242,0.00017658946459255694,0.9866626300101344,0.0012719199163608416,0.9965446903837124,0.00031992054000645883,0.9998116967991015,0.0001188076214337795,0.9932991226550516,0.0006024013665614252,0.9930917108208661,0.000659525879313613,0.995260067394525,0.0003955800274115394,0.07150826644886285,0.010499877805796616,2.5,1.4337208778404378,0.9972522994681304,0.0004687840846070551,54377.8,598.5231453799925,27.127908569997818,3.0188234744562465
high_noise_identity_drift,emission_noise_coverage,splink,0.9783621498029692,0.0012422012521593384,0.9952084571675559,0.0007901790082829544,0.962078985922506,0.002198657255866784,0.9897440774266789,0.0005799754098293506,0.9974382323887001,0.00037354554832073113,0.9821681246844823,0.000983851536545788,0.9779631599071926,0.0012744906000035925,0.992064848009856,0.0009453056208184776,0.5662987087670317,0.0,38.1,6.297265720577111,0.9972522994681304,0.0004687840846070551,54377.8,598.5231453799925,27.127908569997818,3.0188234744562465
low_overlap_sparse_coverage,emission_noise_coverage,baseline,0.997065265469091,0.0007799055288015331,0.9982217662326974,0.0009332175812389327,0.9959128039493429,0.001361738048054611,0.9950630341555554,0.0003922248547136281,0.9995711329390436,0.00022484343417431604,0.990595760950751,0.0007961117094238667,0.997020722537495,0.0008045753448838567,0.9971772004153824,0.0008098886895574897,0.63016930171278,0.022174540678155153,4.0,2.1081851067789197,1.0,0.0,20431.6,267.90927154127723,16.671059350002906,1.6879427808800693
low_overlap_sparse_coverage,emission_noise_coverage,learned,0.9988221523969806,0.00043374717756486055,0.9995997756882176,0.0003279868286542227,0.9980460204479623,0.0007625698644845964,0.9954413226529397,0.00032961465016194516,0.9999010928741914,8.364758961636508e-05,0.9910213474613965,0.0006444157318499648,0.9988221523969806,0.00043374717756486055,0.9989109733556303,0.0004635719383805795,0.6051866967473185,0.09015793561150165,0.9,0.7378647873726218,1.0,0.0,20431.6,267.90927154127723,16.671059350002906,1.6879427808800693
low_overlap_sparse_coverage,emission_noise_coverage,splink,0.9940371082334076,0.0010564856407543905,0.9922140663709215,0.0014646701429999027,0.9958684383770271,0.001349435788940912,0.99433013066478,0.0004884812528938417,0.9980929949183988,0.0003434886336217558,0.9905957682297568,0.000785023484880565,0.9938166190823283,0.0011282731526734626,0.9945351395310068,0.0009526720447749472,0.6443737004707517,0.13746179962424335,17.6,3.3065591380365986,1.0,0.0,20431.6,267.90927154127723,16.671059350002906,1.6879427808800693
name_change_lifecycle,lifecycle,baseline,0.9998849325567531,9.902373625958027e-05,0.9997699092344596,0.00019798841714378844,1.0,0.0,0.9998976818540456,8.089606315211404e-05,0.9997953964194373,0.00016175333300090769,1.0,0.0,0.9997954618051242,0.00016167580477805443,1.0,0.0,0.7500000000000001,0.0,1.8,1.5491933384829668,1.0,0.0,19382.4,396.1420059636297,22.859771660000842,2.656280342858122
name_change_lifecycle,lifecycle,learned,0.9999360687386935,6.0271310638854266e-05,0.999872152188445,0.00012052143469194747,1.0,0.0,0.9999360540213639,6.0292509520374194e-05,0.9998721227621484,0.00012056381605906957,1.0,0.0,0.9998721521884448,0.00012052143469197375,0.9999680335519525,4.520661368196837e-05,0.8136698834838331,1.1102230246251565e-16,1.0,0.9428090415820634,1.0,0.0,19382.4,396.1420059636297,22.859771660000842,2.656280342858122
name_change_lifecycle,lifecycle,splink,0.9983659089950955,0.0002639548915926104,0.9967372745771403,0.0005261702414411032,1.0,0.0,0.9987644254704975,0.000195935089645133,0.997531969309463,0.0003909038880856159,1.0,0.0,0.997538182001005,0.00038898215127479907,1.0,0.0,0.9999999998010238,0.0,25.6,4.141926551202419,1.0,0.0,19382.4,396.1420059636297,22.859771660000842,2.656280342858122
roommates_split,household_formation,baseline,0.9906942469602574,0.0003001968977308365,0.9990727606241985,0.0005296270172147822,0.9824556722895063,0.0007351484956030086,0.9904226235676173,0.00039920375509187075,0.9995053438746024,0.00021954239649096723,0.9815040262534476,0.0009219118037124481,0.9907253949088359,0.00030001958903875327,0.9944667744557278,0.0006166291775599581,0.55,0.0,13.8,7.913420387052758,0.9997487933833951,0.00016716324191745646,95689.2,1311.3570409651563,36.851775239995916,4.3318789975696195
roommates_split,household_formation,learned,0.9972148517645083,0.0002838820865953807,0.999614702704136,0.00029015289149949083,0.9948265788358663,0.0004103021685153205,0.9950471627395763,0.0003434769138363715,0.9998138303587585,0.00011986522610796263,0.9903259717950643,0.0006962875891648484,0.9972314869386503,0.0002940319404461552,0.9974786063200748,0.0003033523398667915,0.42491479402775206,0.13297948898467132,5.8,4.366539438350084,0.9997487933833951,0.00016716324191745646,95689.2,1311.3570409651563,36.851775239995916,4.3318789975696195
roommates_split,household_formation,splink,0.9888823310437094,0.0005945722362797683,0.9954823948299829,0.0007249981147487973,0.9823696493013406,0.0008184733819846126,0.9889573011328862,0.0004930753382610075,0.996539203680492,0.00039877158332725094,0.9814903966843389,0.0009318418881433962,0.9872146011643119,0.0007108978252524196,0.9946631995397069,0.00046911581660807693,0.5777984261245872,0.00793555889062052,67.4,10.87504789261485,0.9997487933833951,0.00016716324191745646,95689.2,1311.3570409651563,36.851775239995916,4.3318789975696195
single_movers,clean_mobility,baseline,0.9784200556247022,0.001215844349445321,0.9994531408974657,0.0002129781035348527,0.9582565756973256,0.00234544919904796,0.9901687443170865,0.0005525529780123895,0.9996325402022848,0.00014085529513914447,0.9808829949792622,0.0010762141268139025,0.9782950484800608,0.0012286488528329858,0.9935353273465417,0.0005982787663457743,0.5494959687052079,0.0008310986525339968,4.4,1.7126976771553508,0.9997854542773827,0.00014662952966354052,57296.9,785.9546848684507,27.53953247999889,3.0350839320930088
single_movers,clean_mobility,learned,0.9939591297302774,0.0008016834776747417,0.9996746975881567,0.0002539365715314902,0.9883097730048462,0.001597192218430414,0.9972416806406599,0.0003654465890161318,0.9998508331514225,0.00011562430751708141,0.9946463654223969,0.000731023400896,0.9939591297302774,0.0008016834776747417,0.9966228394046934,0.0005421254089861611,0.14881613205789174,0.10737216910746092,2.7,2.110818693198342,0.9997854542773827,0.00014662952966354052,57296.9,785.9546848684507,27.53953247999889,3.0350839320930088
single_movers,clean_mobility,splink,0.977252539505338,0.0012258210078005553,0.9974065594736012,0.00045625516273542586,0.9578991034220412,0.002243104450759511,0.9893832489225194,0.000577334157317104,0.9982021756530598,0.00036198982837589783,0.9807192752674089,0.001029701850342256,0.9765343542660858,0.0013012714987962325,0.9922704400106964,0.000933191138520911,0.5695843422977618,0.006926723675818723,20.9,3.665151201974256,0.9997854542773827,0.00014662952966354052,57296.9,785.9546848684507,27.53953247999889,3.0350839320930088
three_source_partial_overlap,multi_source,baseline,0.9979099017716024,0.000195507645518166,0.9988353191294197,0.0002785463784974318,0.9969862302662639,0.00018776032595914046,0.9982671007340344,0.00016378438163430084,0.9993732625226783,0.00014531740187761076,0.9971634304335655,0.0002878983594504362,0.998356739153842,0.0002282080178880911,0.9979971164174574,0.00022414986893064023,0.6271021505376344,0.024338823754403587,20.1,4.817791102892601,0.9998958754565184,0.00012438456933493383,115817.5,1499.2609475634617,35.06972286000091,4.0418416170993074
three_source_partial_overlap,multi_source,learned,0.9991261511238976,0.00023288014428160108,0.9996121176029611,0.00026320170625401454,0.9986406893030516,0.0002741640569452431,0.998842549369833,0.00011561738166623085,0.9998036008783083,9.45949596108778e-05,0.997883369459711,0.0002152574513480059,0.999380960501339,0.0001804411594738658,0.999160858983047,0.00022893358674186696,0.6241439502328854,0.10308225586697355,6.7,4.547282460742655,0.9998958754565184,0.00012438456933493383,115817.5,1499.2609475634617,35.06972286000091,4.0418416170993074
three_source_partial_overlap,multi_source,splink,0.9952594034217856,0.0004760984225081967,0.9935447398528774,0.0009656583675467385,0.9969804596067465,0.00016732753457005653,0.9958348598038029,0.00044051611848040155,0.9945044951920707,0.0009279797425000067,0.9971692884068639,0.00027502034189727054,0.9921393158938766,0.0014582540058160566,0.995648761339312,0.00049231270816176,0.6243143235063134,0.13151105486232542,112.0,16.885233522551918,0.9998958754565184,0.00012438456933493383,115817.5,1499.2609475634617,35.06972286000091,4.0418416170993074
